旅宿名稱,地址,電話,官方網站,總房間數,定價,定價i,星級
山蘇的故鄉,桃園市復興區華陵里11鄰巴崚180之11號,0927-396620,-,3間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
新大溪民宿,桃園市大溪區順和路21號,03-3873357,http://sites.google.com/site/xindaximinsu/home,5間,NT$3000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
大溪老街登龍寶第,桃園市大溪區登龍路5號,03-3882626,-,2間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
水立方汽車旅館,桃園市蘆竹區光明路一段109號1-5樓,03-3527999,http://www.w3motel.com,51間,NT$3080-3280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3080,-
百宣商務旅館,桃園市八德區介壽路一段906號2-7樓,03-3639633,-,24間,NT$3080-3080(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3080,-
二馬山莊,桃園市復興區華陵里8鄰巴崚47號,03-3912609,-,4間,NT$3200-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
河那灣,桃園市復興區澤仁里3鄰溪口台41號,03-3822340,-,3間,NT$3200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
歐堡汽車旅館,"桃園市大溪區埔頂路一段61號及59巷1-3,5-35號",03-3893570,-,34間,NT$3280-4880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3280,-
麗星花園MOTEL,桃園市桃園區民光東路165號2-3樓,03-3317317,http://www.lestar.com.tw,33間,NT$3380-3580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3380,-
瑪駿汽車旅館,桃園市桃園區宏昌七街100號,03-2206566,https://www.mmmotel.com/,27間,NT$3380-7160(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3380,-
金莎堡汽車旅館,桃園市桃園區樹仁三街133號,03-3716292,-,26間,NT$3380-3380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3380,-
櫻珍大飯店,桃園市桃園區桃鶯路152號1樓、154號2-6樓,03-3764599,http://www.yingzhen.com.tw,60間,NT$3400-4150(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3400,-
達彥休閒民宿,桃園市復興區霞雲里11鄰庫志32號,0955-530711,-,5間,NT$3500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
留雲軒,桃園市復興區華陵里12鄰巴崚183號,0930-985610,-,3間,NT$3500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
薇緹花園飯店,桃園市桃園區中正路703號,03-3465566,-,74間,NT$3500-4300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,3
北橫之星(特色民宿),桃園市復興區羅浮里高坡33-1號,03-3821433,http://star.mmmtravel.com.tw/,7間,NT$3500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
琴莊渡假山莊,桃園市復興區華陵里11鄰巴崚172-3號,03-3361901,-,2間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
雲棧民宿,桃園市復興區華陵里8鄰巴崚39號,0910-154904,-,5間,NT$3500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
城市商旅-桃園車站館,桃園市桃園區中正路60號6樓及7樓之2,03-3328000,http://www.citysuites.com.tw/zh-tw/,114間,NT$3500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
佳儂景觀休憩農場,桃園市復興區華陵里10鄰中心一路11巷37號,0932-229051,-,4間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
陌懷宿,桃園市復興區華陵里10鄰巴崚135之6號,0981-248693,-,5間,NT$3500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
漫楓宿民宿,桃園市龍潭區佳安里10鄰佳安西路4巷76弄8號,0919-383600,-,3間,NT$3500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
微笑蒔光,桃園市大溪區月眉里7鄰月眉路246巷45號,03-3880811,https://m.facebook.com/smail033880811,3間,NT$3600-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
約客頂級汽車旅館,桃園市桃園區泰山街58號1-4樓,03-3386969,http://www.yorker.com.tw,37間,NT$3600-12650(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
水漾時尚旅館,桃園市蘆竹區洛陽街68號2-4樓,03-2225858,http://www.youngmotel.com.tw,31間,NT$3600-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
伯爵商務旅店,桃園市中壢區中北路二段437巷8號1-4樓,03-4595959,-,24間,NT$3600-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
小烏來山莊(特色民宿),桃園市復興區義盛里1鄰下宇內3-2號,03-3821199,https://1971xanadu.com/,12間,NT$3600-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
隱峇里山莊,桃園市復興區羅浮村2鄰合流58號,03-3821688,http://www.w.url.tw,4間,NT$3600-6580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
奇異果共享旅店-中壢車站店,桃園市中壢區新興路286號,03-4688820,http://rs-kiwihotel.com/web/summary/56,66間,NT$3600-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
馬村隱園民宿,桃園市中壢區馬祖新村51號,0922-218205,-,3間,NT$3600-12800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
霞雲坪泰雅莊園,桃園市復興區澤仁里18鄰霞雲坪6之1號,03-3821818,-,5間,NT$3600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
小樹屋親子民宿,桃園市大溪區順和路59號,0955-308579,-,4間,NT$3600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
十六石遛民宿,桃園市龍潭區高平里18鄰高楊南路701巷2弄16號,0902-358019,-,3間,NT$3600-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
吾室,桃園市龍潭區大平里17鄰民治路54號,0976-388458,-,2間,NT$3600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
儷灣經典旅舘,桃園市中壢區華夏路173號2-3樓,03-4336789,-,40間,NT$3680-3680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3680,-
里萊行旅,桃園市桃園區天祥七街25號,03-3178800,http://www.lilainn.com,31間,NT$3780-4080(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3780,-
愛莉園汽車旅館,桃園市平鎮區高雙路70號,03-4952366,http://www.pointmotel.tw,38間,NT$3800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3800,-
樂木居河岸行館,桃園市大溪區大溪區信義路117號,03-3883427,-,4間,NT$3800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3800,-
溫馨旅館,桃園市龍潭區中正路457號,03-4991688,http://www.wunsin.com.tw/,36間,NT$3880-4880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3880,2
臻愛風情MOTEL,桃園市桃園區介新街133號1-2樓,03-2182727,http://www.true-love.tw,33間,NT$3880-3880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3880,-
愛錸汽車旅館,桃園市平鎮區新德街215號,03-4938357,-,42間,NT$3900-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3900,-
依蝶汽車旅館,桃園市楊梅區四維二路43號,03-4829088,http://ideemotel.com.tw,31間,NT$3960-5960(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3960,-
紫晴汽車旅館,桃園市桃園區宏昌十三街622、624號1、2樓,03-2208866,https://www.zc-motel.com.tw/,22間,NT$3980-3980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3980,-
奇美國際時尚旅館,桃園市中壢區新興路194巷18號2-6樓,03-4598888,http://www.chimei-hotel.com.tw,19間,NT$3990-3990(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3990,-
烏樹林從前從前,桃園市龍潭區龍平路115巷138弄76號,0905-016957,-,5間,NT$4000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
恩愛農場,桃園市復興區華陵里10鄰巴崚143號,03-3912335,http://www.conjugallove.com/,4間,NT$4000-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
凱萊汽車旅館,桃園市楊梅區中山北路二段56巷1號2樓,03-4829173,http://gorates-hotel.com/web/summary/66,46間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
山是我家,桃園市復興區華陵里14鄰巴崚143-6號,03-3912335,-,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
富玉休閒農莊,桃園市復興區三民里7鄰枕頭山11號,0908-580958,-,3間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
峻林渡假農場,桃園市復興區華陵里13鄰巴崚189之1號,0931-634223,-,5間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
雲頂．觀雲雅築,桃園市復興區華陵里14鄰巴崚145之20號,0933-711363,http://cloud.lalashan.tw/roomcontent.html?rid=9676#menu,3間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
梵雲小棧,桃園市復興區華陵里14鄰巴崚156之13號,0931-885785,-,3間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
36號農場,桃園市復興區華陵里8鄰巴崚33之5號,03-3912585,-,2間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
山豬的窩,桃園市復興區華陵里13鄰巴崚189之8號,0931-634223,-,5間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
水蜜桃渡假莊園,桃園市復興區華陵里8鄰巴崚30之8號,0988-621110,-,2間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
拉拉山雲莊農場,桃園市復興區華陵里13鄰巴崚192之6號,0932-289743,-,2間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
悅鼎-山林溪休閒渡假民宿,桃園市大溪區信義路525巷10弄371-1、-2、-3、-5號3、4樓,03-3590188,-,15間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
戀戀雅渡,桃園市復興區高義里7鄰10之3號,03-3822623,-,5間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
中央環球大飯店,桃園市中壢區中平路55號2-7樓,03-4223125,-,41間,NT$4000-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
莫尼旅店,桃園市平鎮區德育路二段178號,03-4599121,-,43間,NT$4180-4180(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4180,-
櫻花坡民宿,桃園市復興區澤仁里16鄰詩朗19號,03-3821228,-,5間,NT$4200-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
華夏國際飯店,桃園市龜山區文化二路28號,03-3275888,http://www.highness.com.tw/,235間,NT$4200-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
田芝林民宿,桃園市復興區羅浮里2鄰合流37之2號,0905-877772,-,5間,NT$4200-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
景園大旅社,桃園市中壢區新生路65-12號7-10樓,03-4257151,http://www.kingsparadise.com,136間,NT$4200-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
貝多芬旅館,桃園市中壢區新興路22號1-5樓,03-4577226,http://gorates-hotel.com/web/about/109,22間,NT$4280-4280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4280,-
甲桂林商務旅館,"桃園市蘆竹區桃園街106,108,110號",03-3116799,http://www.gueylin.com.tw,25間,NT$4400-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4400,3
和風山莊,桃園市復興區華陵村10鄰巴陵160號,03-3912738,-,5間,NT$4500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
河岸森林農莊,桃園市大溪區瑞安路2段150號3樓,03-3870300,-,5間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
大溪老城四季行館,"桃園市大溪區中央路35-1,37號",03-3881818,https://www.facebook.com/search/str/%E5%A4%A7%E6%BA%AA%E8%80%81%E5%9F%8E%E5%9B%9B%E5%AD%A3%E8%A1%8C%E9%A4%A8/keywords_search?epa=SEARCH_BOX,5間,NT$4500-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
爺亨梯田農莊,桃園市復興區三光村8鄰爺亨9號,0921-463000,-,5間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
歡喜農場,桃園市復興區華陵里14鄰巴崚156之15號,0952-388988,-,5間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
天恩農場,桃園市復興區華陵里13鄰巴崚193-2號,0928-888662,-,5間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
桃子菇菇,桃園市復興區華陵里14鄰巴崚148號,0920-579335,-,5間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
星城,桃園市復興區華陵里14鄰中心一路11巷16號,0965-357601,-,5間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
日月光國際大飯店,桃園市平鎮區民族路二段69號3-12樓,03-4916018,http://taoyuan.hotel-j.com.tw,162間,NT$4600-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,3
凱都大飯店,桃園市中壢區慈惠三街88號1-8樓,03-4277399,http://www.hotelkd.com.tw,67間,NT$4800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
福容大飯店中壢,"桃園市中壢區中正路89號1,4-6,8-13樓",03-4270900,https://www.fullon-hotels.com.tw/jl/,154間,NT$4800-10800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,4
蜜月世紀大飯店,桃園市桃園區三民路三段55號1-12樓,03-3374567,-,130間,NT$4800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
承攜行旅桃園復興館,桃園市桃園區復興路96號9樓之2(代表號),03-3380168,-,39間,NT$4800-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
中壢米堤大飯店,桃園市中壢區中央西路一段120號22-27樓,03-4279966,http://jungli.lemidi-hotel.com.tw,148間,NT$4800-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
中悅國際大飯店,桃園市桃園區育樂街20號2-7樓,03-3478888,-,69間,NT$4800-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,2
哈密瓜汽車旅館─中壢館,桃園市平鎮區高雙路30號,03-4917567,http://gorates-hotel.com/web/about/118,45間,NT$5000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
林園居民宿,桃園市大園區溪海里23鄰聖德北路1370巷56號,02-22185111,-,5間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
雲端商務旅館,桃園市中壢區環北路191號1-7樓,03-4520001,http://www.easytravel.com.tw/ehotel/default.aspx?n=7276,37間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
溪景生態農莊,桃園市復興區華陵里11鄰巴崚180-2號,03-3912027,https://brookview.okgo.tw/,2間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
蘋果農莊,桃園市復興區高義里7鄰色霧鬧10-20號,0966-505080,-,5間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
侑德園,桃園市復興區華陵村11鄰巴崚160-2號,03-3912731,http://yuadd.lalashan.tw/,3間,NT$5000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
花漾旅館,"桃園市中壢區中和路178,178-1,180,180-1號4-7樓",03-4253108,http://younghotel.kong.tw/,50間,NT$5000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
町草休行館,桃園市大園區航站南路9號5樓南側,03-3834683,https://chostay.com/,14間,NT$5000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
豆子一家輕旅,桃園市大園區大華一街32號,03-2630258,-,27間,NT$5000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
拉拉山高園農場,桃園市復興區華陵里13鄰巴崚192-3號,0909-339786,-,5間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
愛多頂級會館,桃園市桃園區經國路299號,03-3151666,http://www.idomotel.com.tw,56間,NT$5200-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5200,-
基拉耳景觀民宿,桃園市復興區澤仁里4鄰溪口台55號,0953-096758,-,5間,NT$5200-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5200,-
歐帝花園商旅,桃園市桃園區中正路48巷7號1樓,03-3337700,-,6間,NT$5200-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5200,-
永福萊利民宿,桃園市大溪區信義路657巷52號,0932-930062,-,1間,NT$5200-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5200,-
康莊旅店,桃園市大溪區康莊路48號,0966-128080,-,5間,NT$5200-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5200,-
蘇家莊園,桃園市大溪區福安里3鄰復興路一段1039號,03-3873737,-,2間,NT$5300-5300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5300,-
沃客商旅-桃園館,桃園市桃園區中山東路51號11樓之1,03-3358551,http://www.hotelfuntw.com,48間,NT$5380-7180(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5380,-
一六八旅館-平鎮館,桃園市平鎮區上海路122號,03-4397700,http://www.168inn.com.tw,36間,NT$5600-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5600,-
遇見角板山民宿,桃園市復興區澤仁里14鄰中正路146號,0908-019563,https://forgatherin146.wordpress.com/,5間,NT$5600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5600,-
住都大飯店,"桃園市桃園區桃鶯路398號5-12樓,398-1號1-9樓,398-2號1-9樓,388-5號1-11樓",03-3766177,http://www.chuto.com.tw/,446間,NT$5800-38000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5800,4
烏塗窟30號,桃園市大溪區信義路657巷68號,0981-205833,-,1間,NT$5800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5800,-
秘境41,桃園市大溪區興和里19鄰中央路41號,03-3887111,-,3間,NT$5800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5800,-
蒔薈iHouse,桃園市龍潭區東興里6鄰中興路63巷68弄70號,0919-369825,-,1間,NT$5800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5800,-
愛時租旅館,桃園市中壢區中美路一段18號5、6樓,03-2806888,http://168inn.com.tw,44間,NT$5980-5980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5980,-
風閣時尚精品旅館,桃園市楊梅區新農街245巷17號1樓、地下1樓,03-4788686,http://www.voguemotel.com.tw,38間,NT$5980-5980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5980,-
我愛你學田,桃園市新屋區九斗里2鄰五谷路722巷82號,03-4870393,http://www.buffalo1966.tw,5間,NT$6000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
普拉多山丘假期,桃園市復興區三民里水管頭23-1號,03-3821425,http://www.prado.com.tw,3間,NT$6000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
綺樂文旅桃園館,桃園市桃園區復興路95號,03-3375988,-,77間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
桃園智選假日飯店,桃園市桃園區春日路1039號1-12樓,03-2700088,-,138間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,3
普拉多鄉村步調,桃園市復興區三民里17鄰基國派路495號,03-3821425,http://www.prado.com.tw,4間,NT$6000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
侑德心悅,桃園市復興區華陵里10鄰巴崚160-12號,03-3912731,http://yuadd.lalashan.tw/,5間,NT$6000-11000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
渴望會館,桃園市龍潭區渴望路428號3-5樓,03-4072999,http://www.aspireresort.com.tw,99間,NT$6000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
青埔商務旅館,桃園市大園區公園路一段82號,03-4531053,https://www.cphotel.com.tw/,110間,NT$6000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
外婆的家,桃園市龍潭區三水里6鄰大北坑街1998巷38弄8號,0988-818090,-,2間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
如沐初光,桃園市復興區羅浮里6鄰高坡3-6號,0937-058195,-,4間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
林口維多利亞民宿,桃園市蘆竹區坑子里14鄰八德二路280巷11號,0905-111918,-,4間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
繞山花民宿,桃園市龍潭區三和里11鄰龍新路三和段1369巷70號,0932-297101,-,5間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
谷點咖啡民宿,桃園市復興區華陵里8鄰巴崚30號,03-3912415,http://www.goodian.com.tw,5間,NT$6200-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6200,-
潮摩鐵汽車旅館,桃園市桃園區大興西路二段69巷12號,03-3012220,http://168inn.com.tw/,42間,NT$6500-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6500,-
山水奇異,桃園市復興區三民里2鄰丸山10-6號,0932-304351,http://kiwi.okgo.tw/,5間,NT$6600-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6600,-
大溪甘單樸宿,桃園市大溪區勝利街79巷1弄1號,0918-384158,-,1間,NT$6600-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6600,-
三橋渡假旅店,桃園市大溪區瑞興里17鄰瑞安路1段168號,03-3803999,https://www.3ch-hotel.com,63間,NT$6600-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6600,-
綠光森林,桃園市復興區霞雲村志繼19-2號,03-3822689,http://www.furano.com.tw,5間,NT$6800-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6800,-
麗多森林溫泉酒店,桃園市楊梅區東森路3號,03-4751100,http://www.lidoresort.com.tw/,190間,NT$6800-88800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6800,-
古華花園飯店,桃園市中壢區民權路396.398號,03-2811818,http://www.kuva-chateau.com.tw,255間,NT$6800-30800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6800,-
尊爵大飯店,桃園市桃園區莊敬路一段300號,03-3169900,http://www.monarch-hotels.com.tw,218間,NT$6800-15800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6800,-
食午之棲,桃園市大溪區中庄下崁15-7號,0952-286228,-,3間,NT$6800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6800,-
幸運草輕巧旅店,桃園市中壢區中美路二段120號,03-4255858,-,20間,NT$6880-16880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6880,-
喬爵旅居,桃園市中壢區延平路216號,03-4622345,https://www.hubhotel.com.tw,63間,NT$7000-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7000,-
悅華大酒店,桃園市龍潭區九龍里悅華路100號,03-4803388,http://www.tygc.com.tw/,61間,NT$7000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7000,-
悅徠舘,桃園市龜山區興華三街18號2樓之1,03-3280088,http://www.joyfultel.com,68間,NT$7000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7000,-
蹤遊三四五,桃園市蘆竹區中油街345巷4號,0911-234756,-,3間,NT$7000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7000,-
綠的旅館,桃園市桃園區寶慶路18號,03-3012626,http://www.168inn.com.tw,35間,NT$7100-8200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7100,-
桃禧航空城酒店-新館,桃園市大園區南港里園航路28號,03-3856658,-,251間,NT$7200-14000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7200,-
蘇活汽車旅館,桃園市桃園區大興西路二段80巷27號2-3樓,03-3572288,-,38間,NT$7280-9180(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7280,-
