旅宿名稱,地址,電話,官方網站,總房間數,定價,定價i,星級
大牛的家民宿,澎湖縣馬公市鐵線里1鄰鐵線尾38之40號,06-9953338,-,4間,NT$2480-3680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2480,-
183villa民宿,澎湖縣馬公市興仁里11鄰雙頭掛183號,06-9218183,-,4間,NT$2480-3980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2480,-
玄武岩之美民宿,澎湖縣馬公市東文里東文澳1-13號,06-9221348,-,5間,NT$2500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
菘之屋民宿,澎湖縣馬公市安宅里171號,06-9216980,-,4間,NT$2500-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
天堂島民宿,澎湖縣湖西鄉成功村港底125號,06-9211965,http://www.paradiseisland88.com,4間,NT$2500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
喜閱漁村民宿,澎湖縣馬公市興仁里11鄰雙頭掛178號,06-9217859,-,3間,NT$2500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
漁人休閒民宿,澎湖縣馬公市井垵里井子垵39之18號,06-9950499,-,3間,NT$2500-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
福爾摩沙帆船民宿(特色民宿),澎湖縣馬公市東文里文山路181號,06-9221808,-,15間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
樂在綺中民宿,澎湖縣馬公市興仁里10鄰雙頭掛136之2號,0972-296593,-,5間,NT$2500-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
普羅旺斯民宿,澎湖縣馬公市鎖港里2鄰鎖管港100號,06-9952566,-,5間,NT$2500-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
鄭家莊懷舊古厝民宿,澎湖縣七美鄉中和村西崎頭4號,0975-895353,-,1間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
龍弘民宿,澎湖縣馬公市陽明里光復路98號,06-9265788,https://www.longhong.com.tw/homestay.php,5間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
歸來民宿,澎湖縣馬公市西衛里26鄰西衛691號,0912-059808,https://www.facebook.com/TurtleComePHBB/,5間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
圓圓民宿,澎湖縣馬公市安宅里170之2號,06-9215528,-,4間,NT$2500-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
享來民宿,澎湖縣湖西鄉許家村1鄰港子尾130號,0966-000868,-,5間,NT$2500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
愛澎湖民宿,澎湖縣湖西鄉東石村5鄰東石43號,06-9210062,-,5間,NT$2500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
自在他方民宿,澎湖縣馬公市鎖港里1鄰鎖管港42之3號,0977-399966,-,5間,NT$2500-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
佳宏馥居民宿,澎湖縣馬公市西衛里24鄰西衛423號,0975-689937,-,5間,NT$2500-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
夏沐霓民宿,澎湖縣馬公市東衛里15鄰東衛251之19號,0912-749777,-,3間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
咖啡民宿,澎湖縣馬公市西衛里21鄰五福路3巷8之6號,0910-977000,-,4間,NT$2500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
左轉休閒民宿,澎湖縣馬公市西文里新生路380號,06-9263117,-,5間,NT$2500-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
彩虹屋民宿,澎湖縣馬公市西文里23鄰西文澳325號,06-9213952,-,3間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
鴻不讓民宿,澎湖縣馬公市興仁里9鄰双頭掛220之2號,0906-880406,-,4間,NT$2500-3700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
洗洗睡民宿,澎湖縣馬公市西衛里25鄰西衛262號,06-9260688,-,3間,NT$2500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
蜜絲旅民宿,澎湖縣馬公市中央里11鄰惠民一路2號2樓,0989-266343,-,5間,NT$2500-3400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
繽紛樂民宿,澎湖縣馬公市興仁里9鄰雙頭掛220之3號,0985-593562,-,4間,NT$2500-3700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
風信子民宿,澎湖縣馬公市前寮里2鄰前寮5之10號,0956-036506,-,4間,NT$2500-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
好朋友民宿,澎湖縣馬公市安宅里1鄰宅腳嶼93之22號,06-9217639,-,4間,NT$2500-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
春上村墅三多館民宿,澎湖縣馬公市朝陽里19鄰三多路99號2樓,0965-118018,-,5間,NT$2500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
美宿館海景風民宿,澎湖縣馬公市光榮里24鄰三多路390巷13號,06-267740,-,5間,NT$2500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
美夢居民宿,澎湖縣馬公市石泉里石泉185之22號,06-9211389,-,4間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
夏天正涼民宿,澎湖縣馬公市安宅里1鄰宅腳嶼93之23號,0910-884413,-,4間,NT$2500-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
居歇座民宿,澎湖縣馬公市東文里新店路467號,06-9215209,-,5間,NT$2500-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
菓葉觀日樓民宿,澎湖縣湖西鄉菓葉村129-3號,06-9920818,-,3間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
看心情民宿,澎湖縣馬公市西衛里25鄰西衛376之2號,0906-707158,-,5間,NT$2500-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
彩色漁之居民宿,澎湖縣湖西鄉太武村2鄰太武14之3號,06-9218369,-,5間,NT$2500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
小確幸民宿,澎湖縣馬公市安宅里171之2號,06-9219058,-,4間,NT$2500-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
幸福工廠民宿,澎湖縣湖西鄉成功村港底16之5號,06-9275527,-,3間,NT$2500-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
彩貝民宿,澎湖縣馬公市東衛里21鄰東衛367號,0939-026265,-,4間,NT$2500-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
光泉民宿,澎湖縣馬公市光榮里12鄰文光路114巷3號,06-9264901,https://lusterbnb.com/,5間,NT$2500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
島上小築民宿,澎湖縣馬公市東衛里19鄰東衛6之16號,0972-130323,-,5間,NT$2500-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
起點旅行民宿,澎湖縣馬公市中興里3鄰文化路18之1號,0967-107388,-,5間,NT$2500-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
活龍灘民宿,澎湖縣白沙鄉鳥嶼村10鄰鳥嶼291號3樓,0928-156161,-,5間,NT$2500-4300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
海浪森民宿,澎湖縣馬公市鎖港里1鄰吉海路1147號,0928-170738,-,5間,NT$2500-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
遊菊棧民宿,澎湖縣七美鄉海豐村10鄰東崎頭19之2號,0937-604812,-,5間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
無煙民宿,澎湖縣馬公市朝陽里23鄰朝陽路23號,0906-810423,-,5間,NT$2500-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
五福陽光民宿,澎湖縣馬公市西衛里21鄰五福路3巷8號,0918-023000,-,5間,NT$2500-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
藍天雲民宿,澎湖縣馬公市西文里11鄰西文澳96之41號,0912-139809,-,5間,NT$2500-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
沙沙民宿,澎湖縣馬公市西衛里14鄰西衛607號,0989-528473,-,5間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
澎湖大有景綻民宿,澎湖縣馬公市西衛里25鄰西衛376之3號,0978-981158,-,5間,NT$2500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
老朋友民宿,澎湖縣湖西鄉成功村1鄰港底303之5號,0985-270007,-,5間,NT$2500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
澎湖亞可民宿,澎湖縣馬公市朝陽里20鄰林森路15巷36弄6之1號,0934-059109,-,5間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
僑居民宿,澎湖縣馬公市西衛里26鄰西衛752號,0918-626471,-,4間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
温温堡民宿,澎湖縣馬公市朝陽里四維路89號,0911-084688,-,4間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
愛輕旅民宿,澎湖縣馬公市鐵線里1鄰鐵線尾115號,0919-128934,-,5間,NT$2590-4390(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2590,-
快樂渡假村,澎湖縣馬公市陽明里海埔路85號,06-9271368,-,71間,NT$2600-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
嘉華大飯店,澎湖縣馬公市民福路6號1-6樓,06-9269921,-,45間,NT$2600-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
晴風輕旅民宿,澎湖縣馬公市西衛里24鄰西衛428號,0913-810593,-,5間,NT$2600-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
山水海岸民宿,澎湖縣馬公市山水里32-20號,06-9950093,-,4間,NT$2600-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
觀海別墅,澎湖縣馬公市山水里20鄰珠江3號,06-9950855,-,5間,NT$2600-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
菊虹舍民宿,澎湖縣馬公市山水里珠江97號,06-9950537,http://www.ghomesir.com.tw/about.aspx,5間,NT$2600-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
沐光之居民宿(特色民宿),澎湖縣馬公市光明里民族路96號,06-9271650,-,11間,NT$2600-5700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
芃蟹民宿,澎湖縣馬公市石泉里7鄰石泉37之1號,0912-138920,-,5間,NT$2600-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
星空民宿,澎湖縣馬公市鎖港里25鄰鎖管港1887號,06-9953258,-,4間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
三五民宿,澎湖縣馬公市朝陽里21鄰陽明路22巷1號,06-9266818,http://www.jackfamily.tw/,5間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
小芊芊的家民宿,澎湖縣馬公市朝陽里朝陽路100巷10號,06-9266757,-,5間,NT$2600-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
木子家民宿,澎湖縣馬公市西衛里25鄰西衛236之17號,06-9269716,https://tree-sonhomestay.ego.tw/,4間,NT$2600-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
海樂民宿,澎湖縣馬公市興仁里9鄰双頭掛316號,0961-280210,-,4間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
慧洋鄉居民宿,澎湖縣湖西鄉南寮村13鄰南寮86之2號,06-9920098,-,3間,NT$2600-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
樂點蔬食民宿,澎湖縣湖西鄉許家村3鄰港子尾78之9號,0979-081921,-,4間,NT$2600-4900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
小柚子民宿,澎湖縣馬公市安宅里1鄰宅腳嶼93之21號,0917-878008,-,4間,NT$2600-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
南風小路民宿,澎湖縣馬公市山水里22鄰珠江152之26號,0977-629773,-,5間,NT$2600-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
朋來觀海民宿,澎湖縣白沙鄉講美村講美41之5號,0905-969672,-,5間,NT$2600-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
夏之星民宿,澎湖縣馬公市鐵線里1鄰鐵線尾109號,06-9950717,-,4間,NT$2600-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
發現光點民宿,澎湖縣馬公市東衛里221之2號,06-9219257,-,3間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
夏一棧民宿,澎湖縣馬公市鐵線里1鄰鐵線尾69之1號,0932-815776,-,4間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
客拉客民宿,澎湖縣湖西鄉許家村3鄰港子尾78之7號,06-9216308,-,5間,NT$2600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
旅人燈塔民宿,澎湖縣馬公市山水里6鄰珠江110之13號,0936-343705,-,5間,NT$2600-3300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
景雅民宿,澎湖縣馬公市西衛里26鄰西衛633號,06-9279374,-,4間,NT$2600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
文美海景民宿,澎湖縣馬公市光榮里24鄰三多路390巷11號,06-9265759,-,5間,NT$2600-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
漢娜大嬸民宿,澎湖縣馬公市山水里22鄰珠江152之57號,0919-760648,-,4間,NT$2600-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
毛弟旅店民宿,澎湖縣馬公市山水里22鄰珠江152之55號,0935-497450,-,4間,NT$2600-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
姆居民宿,澎湖縣馬公市光榮里25鄰三多路330巷8弄6號,06-9278348,-,3間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
君彤民宿,澎湖縣湖西鄉果葉村18鄰菓葉173號,0935-416878,-,4間,NT$2600-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
錦錩民宿,澎湖縣馬公市石泉里16鄰石泉122號,0963-656398,-,5間,NT$2600-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
老公老婆民宿,澎湖縣馬公市重光里2鄰後窟潭6之50號,06-9911283,-,5間,NT$2600-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
臻芯和苑民宿,澎湖縣馬公市鎖港里3鄰171之8號,06-9950618,-,5間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
夏海民宿,澎湖縣馬公市重光里2鄰後窟潭7號之34,0973-018995,-,4間,NT$2600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
山水衝浪民宿,澎湖縣馬公市山水里8-6號2樓,06-9952893,-,3間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
歐兔民宿,澎湖縣馬公市東衛里19鄰東衛6之10號,0934-080856,-,5間,NT$2600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
小歇一夏民宿,澎湖縣馬公市西文里22鄰西文澳185-8號,0989-107837,-,5間,NT$2600-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
開心果一民宿,澎湖縣馬公市鐵線里1鄰鐵線尾117號,06-9950882,-,5間,NT$2600-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
黃金海岸民宿,澎湖縣湖西鄉隘門村12鄰隘門109-6號,09-37398370,-,4間,NT$2600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
海晴民宿,澎湖縣馬公市興仁里10鄰雙頭掛653號,0911-193061,-,4間,NT$2600-3400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
北極熊一館民宿,澎湖縣馬公市東文里7鄰文明路126巷28弄10號,06-9214036,-,5間,NT$2600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
杰源民宿,澎湖縣湖西鄉隘門村18鄰隘門168之1號,0988-199076,-,5間,NT$2600-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
北極熊二館民宿,澎湖縣馬公市東文里7鄰文明路126巷28弄7號,06-9214036,-,5間,NT$2600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
雞母塢民宿,澎湖縣馬公市五德里1鄰雞母塢148號,0903-636147,-,4間,NT$2600-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
好宅民宿,澎湖縣馬公市山水里22鄰珠江187號,0912-139947,-,4間,NT$2600-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
德奇馬公館民宿,澎湖縣馬公市光榮里24鄰三多路370巷1號,0928-162297,-,4間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
海龍王休閒民宿,澎湖縣馬公市光榮里24鄰三多路370巷17號,06-9267575,-,4間,NT$2600-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
水伊方旅屋民宿,澎湖縣馬公市山水里13鄰珠江281號,0933-373089,-,4間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
旅屋民宿,澎湖縣馬公市石泉里1鄰石泉5之7號,0912-161897,-,5間,NT$2600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
家哥民宿,澎湖縣馬公市重光里2鄰後窟潭6之59號,0928-752139,-,5間,NT$2600-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
木子李民宿,澎湖縣馬公市鎖港里1鄰鎖港一路73巷23弄6號,0906-185181,-,5間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
采楓民宿,澎湖縣馬公市鎖港里1鄰鎖港一路73巷27弄6號,0905-981330,-,5間,NT$2600-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
筠妍小棧民宿,澎湖縣馬公市山水里13鄰珠江276號,0978-605695,-,4間,NT$2600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
澎游旅宿民宿,澎湖縣馬公市興仁里7鄰双頭掛512號,0983-788029,-,5間,NT$2600-7500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
海龍王民宿,澎湖縣馬公市光榮里24鄰三多路370巷15號,0919-001383,-,4間,NT$2600-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
今晚住這民宿,澎湖縣馬公市東衛里21鄰東衛319之3號,0911-271398,-,5間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
寶貝窩民宿,澎湖縣湖西鄉湖西村1鄰湖西300之9號,0977-398519,-,5間,NT$2600-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
旅澄民宿,澎湖縣馬公市鎖港里10鄰鎖港三路42巷3號,0975-689890,-,5間,NT$2600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
砝泥民宿,澎湖縣馬公市鎖港里鎖港一路45巷168號,0909-588955,-,5間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
海島之憩民宿,澎湖縣馬公市安宅里11鄰宅脚嶼165號,0912-083245,-,5間,NT$2600-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
漫菊民宿,澎湖縣馬公市西衛里927號,0937-348942,-,4間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
海蝸牛民宿,澎湖縣湖西鄉潭邊村91號,0972-312387,-,4間,NT$2600-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
漢斯爺爺民宿,澎湖縣馬公市山水里152之58號,0912-980418,-,5間,NT$2600-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
沐晨民宿,澎湖縣馬公市石泉里573號,0968-429456,-,3間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
見見灣民宿,澎湖縣西嶼鄉赤馬村緝馬灣146之6號,06-9981755,-,5間,NT$2680-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2680,-
布蘭村民宿,澎湖縣馬公市山水里3鄰珠江129之1號,06-9952226,-,5間,NT$2680-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2680,-
白沙灣灣民宿,澎湖縣湖西鄉湖西村1鄰湖西97號之1,0916-585917,-,4間,NT$2680-3680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2680,-
海邊民宿,澎湖縣馬公市鎖港里1鄰吉海路1137號,0916-632893,-,4間,NT$2680-4280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2680,-
米悅民宿二館,澎湖縣馬公市西衛里26鄰西衛693號,0912-332248,-,5間,NT$2700-2700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
小島風情民宿,澎湖縣白沙鄉中屯村6鄰中屯51之7號,0928-370100,https://www.facebook.com/%E5%B0%8F%E5%B3%B6%E9%A2%A8%E6%83%85-%E6%B0%91%E5%AE%BF-109200674613496/,5間,NT$2700-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
若夏民宿,澎湖縣馬公市安宅里166號,0928-166037,-,5間,NT$2700-3300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
花妹民宿,澎湖縣馬公市西衛里25鄰西衛248之2號,0953-651035,-,4間,NT$2700-4300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
米悅民宿,澎湖縣馬公市西衛里25鄰西衛248之7號,0958-891248,-,5間,NT$2700-4300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
新綠的民宿,澎湖縣馬公市光榮里文光路27-3號4樓,06-9278801,-,5間,NT$2700-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
福有民宿,澎湖縣馬公市光復里中華路36號,06-9279538,-,5間,NT$2800-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
朝昔廬客棧民宿,澎湖縣馬公市安宅里宅腳嶼200號,06-9210750,-,4間,NT$2800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
海之蝶民宿,澎湖縣馬公市西文里22鄰西文澳226之3號,0988-047577,-,4間,NT$2800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
澎舢100民宿,澎湖縣馬公市鎖港里2鄰鎖管港102之10號,0910-930993,-,5間,NT$2800-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
我宿休閒民宿,澎湖縣馬公市東衛里171之11號,06-9221245,http://www.be-my-house.com/,5間,NT$2800-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
慈愛居民宿,澎湖縣馬公市東文里15鄰東文澳260之6號,0927-795202,-,4間,NT$2800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
語榕花園民宿,澎湖縣馬公市前寮里21-3號,06-9219845,http://www.yurong.com.tw,5間,NT$2800-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
嬉游寄民宿,澎湖縣馬公市山水里110之18號,06-9951349,http://www.seeyourdreams.com.tw/,5間,NT$2800-4300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
龍門客棧民宿,澎湖縣湖西鄉龍門村18鄰良文港119之80號,06-9922101,-,5間,NT$2800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
我行休閒民宿,澎湖縣馬公市東衛里171-10號,06-9221045,http://www.be-my-house.com/,5間,NT$2800-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
甜蜜小家民宿,澎湖縣馬公市光榮里2鄰光榮街62號,0925-122365,https://sweethome-b6639.web.app/,4間,NT$2800-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
