旅宿名稱,地址,電話,官方網站,總房間數,定價,定價i,星級
竹海農門客棧,南投縣竹山鎮大鞍里頂林路551號,049-2841075,-,5間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
怡鄉景,南投縣竹山鎮大同街111號,0933-419329,-,4間,NT$2600-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
紅磚六四二民宿,南投縣埔里鎮大城里27鄰中山路3段642號,049-2919809,-,5間,NT$2680-3680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2680,-
水車閣,南投縣竹山鎮中央里北勢巷20-8號,0935-492728,-,5間,NT$2680-3580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2680,-
伊達邵民宿,南投縣魚池鄉日月村中正路270號,049-2850412,-,4間,NT$2700-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
維也納民宿(特色民宿),南投縣仁愛鄉大同村定遠新村29號,049-2803192,-,7間,NT$2700-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
珍谷渡假山莊(特色民宿),南投縣仁愛鄉大同村仁和路218-1號,049-2802196,-,9間,NT$2700-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
竹間山嵐,南投縣竹山鎮集山路二段201巷47號,0912-587600,-,5間,NT$2700-2700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
松香雅筑休閒園區民宿,南投縣埔里鎮牛眠里1鄰內埔路15巷60號,049-2990388,http://0492990388.ego.tw,11間,NT$2700-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
稻湘村渡假民宿,南投縣埔里鎮桃米里桃米巷9-3號,049-2918002,-,5間,NT$2800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
豐田農場,南投縣仁愛鄉大同村博望巷9-6號,049-2802838,http://www.fengtyan.com.tw,5間,NT$2800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
山城天嵐民宿(特色民宿),南投縣埔里鎮大湳里大湳路111號,049-2424349,-,11間,NT$2800-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
娜嚕彎渡假景觀木屋民宿(特色民宿),南投縣仁愛鄉大同村仁和路206號,049-2803099,-,6間,NT$2800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
水社海渡假民宿,南投縣魚池鄉水社村名勝街16號,049-2855899,-,5間,NT$2800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
YOJA祐佳民宿,南投縣埔里鎮水頭里4鄰水頭路53-8號,0932-689209,http://minsu.taiwanking.com/mingsu_introduct.php?number=1247,5間,NT$2800-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
峰林山莊民宿,南投縣水里鄉水信路一段429巷26號,049-2770329,http://www.fonglin.com.tw,7間,NT$2800-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
幸福童話民宿,南投縣埔里鎮桃米里桃米巷31-2號,0965-066755,http://www.happyfairy.com.tw,3間,NT$2800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
日月晨夜,南投縣魚池鄉中明村有水巷30號,0937-769798,-,5間,NT$2800-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
掬月居,南投縣鹿谷鄉永隆村堀邊巷1-7號,0972-226310,http://0492750738.ego.tw,8間,NT$2800-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
桃源山莊民宿,南投縣埔里鎮桃米里2鄰桃米巷12號,0965-353149,-,5間,NT$2800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
樂水軒民宿,南投縣水里鄉城中村城安街73號,049-2771666,http://www.fun-inn.com,9間,NT$2800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
森居旅店,南投縣草屯鎮平林里4鄰健行路105號,049-2571666,-,6間,NT$2800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
易居民宿(EGHostel),南投縣南投市大同街1巷12弄8號,0937-461101,http://www.egtaiwan.com,5間,NT$2800-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
EG民宿(EGInnTaiwan),南投縣南投市大同街1巷12弄10號,049-2201717,-,5間,NT$2800-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
歐風小鎮(特色民宿),南投縣仁愛鄉大同村壽亭巷35號,049-2803008,http://www.villa.club.tw,7間,NT$2800-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
瑪莉休閒農莊,南投縣仁愛鄉春陽村虎門巷100號,0919-695384,-,4間,NT$2800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
鹿鼎莊(特色民宿),南投縣鹿谷鄉彰雅村凍頂巷10-18號,049-2750100,http://www.ludin.com.tw,8間,NT$2800-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
雲頂莊,南投縣鹿谷鄉彰雅村凍頂巷10-19號,049-2750103,-,5間,NT$2800-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
埔里福興7號旅棧,南投縣埔里鎮牛眠里18鄰福興路7號,0961-152168,-,5間,NT$2800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
天境會館,南投縣埔里鎮牛眠里18鄰福興路9號,0961-521168,-,5間,NT$2800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
荷月花園民宿,南投縣埔里鎮向善里1鄰向善路35號,0989-629002,-,5間,NT$2800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
小火龍民宿,南投縣埔里鎮北梅里14鄰梅林六街63號,0923-511888,-,3間,NT$2800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
御花園景觀山莊,南投縣仁愛鄉大同村仁和路214號,049-2803356,-,5間,NT$2800-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
一七七旅行公寓民宿,南投縣南投市仁和里大同街179號,0988-221866,-,2間,NT$2980-2980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2980,-
清翠渡假民宿,南投縣仁愛鄉精英村榮華巷153號,0933-436806,-,9間,NT$2980-3980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2980,-
羽今渡假民宿,南投縣埔里鎮福興里5鄰大坑巷8-3號,0933-539638,-,5間,NT$2980-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2980,-
湖景渡假民宿,南投縣魚池鄉日月村德化街32號,049-2850589,http://www.lakeview.tw/,5間,NT$3000-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
保記茶工房民宿,南投縣鹿谷鄉清水村永豐巷37號,049-2671979,http://www.paoji.com.tw/,4間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
水里河堤咖啡民宿,南投縣水里鄉北埔村東三街110號,0912-977225,http://site.traiwan.com/ShuiliHeti,3間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
勝華大飯店,南投縣信義鄉東埔村開高巷60號,049-2701511,https://www.sheng-huaw.com.tw,98間,NT$3000-8500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
日月談水之道民宿,南投縣魚池鄉魚池村瓊文巷18之23號,049-2896983,http://sunmoontalk.okgo.tw,3間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
嵐庭雅築民宿,南投縣仁愛鄉大同村仁和路206-3號,049-2803856,-,5間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
大漢居,南投縣魚池鄉水社村中山路166號,049-2855245,https://dahan.okgo.tw/,4間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
松濤園,南投縣埔里鎮溪南里水墻巷25號,049-2911291,-,3間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
春天民宿,南投縣國姓鄉北港村長北路69號,0912-171731,-,5間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
天籟休閒民宿,南投縣埔里鎮桃米里桃米巷1-9號,049-2916705,http://tenlai.okgo.tw/,5間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
黑爵士民宿(特色民宿),南投縣埔里鎮桃米里1鄰桃米路6號,049-2918859,http://www.blackjazzinn.com,8間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
新金族木屋民宿,南投縣鹿谷鄉內湖村興產路40號,0921-353983,-,5間,NT$3000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
緹香民宿(位於霧社),南投縣仁愛鄉大同村仁和路25-1號,049-2802645,-,4間,NT$3000-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
地球村農家民宿,南投縣國姓鄉北港村長北路128號,049-2462052,-,4間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
靜心園鄉居民宿,南投縣魚池鄉大雁村大雁巷29-1號,049-2895389,-,5間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
集集金格民宿,南投縣集集鎮八張里民權路262號,049-2762148,-,4間,NT$3000-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
水田衣藝術家民宿,南投縣埔里鎮水頭里水頭路77號,049-2982022,-,5間,NT$3000-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
竹映民宿,南投縣鹿谷鄉和雅村愛鄉路45-11號,049-2755011,http://www.zhuying.com.tw,5間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
新來來民宿,南投縣鹿谷鄉竹豐村中湖巷28-5號,049-2676182,-,5間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
石上清泉,南投縣埔里鎮桃米里桃米路39號,049-2913475,http://springlandvilla.weebly.com/,4間,NT$3000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
清境隱士莊園民宿,南投縣仁愛鄉大同村仁和路204-1號,0974-287229,https://www.facebook.com/hermitvilla/,4間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
清境農場國民賓館,南投縣仁愛鄉大同村定遠新村25號,049-2802748,http://hotel.chingjing.com.tw/,128間,NT$3000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,3
老五民宿,南投縣水里鄉上安村福田路29號,049-2821005,http://www.oldfive.com.tw/,5間,NT$3000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
水中月民宿,南投縣國姓鄉北港村長北路117-1號,049-2461330,-,3間,NT$3000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
二坪山莊,南投縣水里鄉鉅工村二坪路39巷13弄8號,049-2770936,-,5間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
水漾民宿(特色民宿),南投縣魚池鄉日月村豐年街56號,049-2850368,-,12間,NT$3000-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
松原山莊(特色民宿),南投縣鹿谷鄉彰雅村中正路一段186號,049-2755236,-,10間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
窩,南投縣埔里鎮大城里25鄰信義路1075號,0952-210111,-,4間,NT$3000-4300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
念念桃米民宿,南投縣埔里鎮桃米里7鄰桃米巷67號,0988-105968,-,2間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
山水桃米旅店,南投縣埔里鎮桃米里7鄰種瓜路1-1號,0978-552317,-,4間,NT$3000-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
923莊園,南投縣名間鄉田仔村中寮巷16-9號,0989-588003,-,5間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
一瓢民宿,南投縣竹山鎮竹山里3鄰下橫街67-2號,0912-976974,-,2間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
圓休閒民宿,南投縣集集鎮八張里4鄰八張街90號,0932-592463,http://jijiyuan.okgo.tw,5間,NT$3000-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
葵居樸舍身心靈民宿,南投縣魚池鄉大雁村大雁巷39-19號,049-2899340,-,4間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
金宿,南投縣埔里鎮東門里12鄰四維路1號,0911-103955,-,5間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
聖馬洛民宿,南投縣鹿谷鄉內湖村9鄰興產路22-38號,049-2612628,http://www.saintmalo.com.tw/,4間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
猿緣園民宿,南投縣國姓鄉大石村昌榮巷55-28號,049-2450880,-,7間,NT$3000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
水中天民宿,南投縣埔里鎮蜈蚣里6鄰鯉魚路28-16號,049-2983238,-,5間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
水橋紅樓,南投縣水里鄉北埔村東三街118號,0912-789908,-,3間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
熊好窩,南投縣埔里鎮北梅里19鄰西安路1段537巷423號,0975-399993,https://www.facebook.com/Cheerful.Nest/,4間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
提摩太山莊,南投縣埔里鎮向善里向善路161-1號,049-2911003,-,5間,NT$3000-6400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
清境青青草原客棧,南投縣仁愛鄉大同村仁和路179-5號,049-2801001,http://0492801001.emmm.tw,5間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
米蘇拉民宿,南投縣草屯鎮省府路331巷86弄20號,049-2390277,-,4間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
達琳谷灣,南投縣魚池鄉日月村文化街80號,049-2850481,-,5間,NT$3000-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
頭社民宿,南投縣魚池鄉武登村協力巷52-6號,049-2861349,-,5間,NT$3000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
山中湖民宿,南投縣魚池鄉日月村德化街30號,049-2850343,-,5間,NT$3000-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
森鈴昱境,南投縣鹿谷鄉竹豐村中湖巷28之9號,04-8818290,-,4間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
水泥角生態民宿,南投縣埔里鎮桃米里4鄰桃米巷31-8號,049-2911836,https://www.kidstaomi.com,8間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
碼頭精品旅店,南投縣魚池鄉水社村中山路113號,049-2855543,http://www.sunmoonhotel.com.tw/hotel/index.php,13間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
杰哥民宿,南投縣埔里鎮枇杷里九成街117巷35號,0986-213984,-,4間,NT$3000-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
水岸民宿,南投縣魚池鄉日月村文化街112號,049-2850567,http://www.shuian.com.tw/,4間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
桂花村,南投縣竹山鎮大鞍里3鄰竹寮巷7號,0921-357692,-,1間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
聖堡羅莊園,南投縣魚池鄉大林村華山巷32號,049-2896163,-,5間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
藍屋頂民宿,南投縣埔里鎮桃米里2鄰桃米巷8-6號,049-2982022,http://www.pulibluedome.com,3間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
隱呆民宿,南投縣埔里鎮大城里13鄰大城路226巷68號,049-2916396,-,2間,NT$3000-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
溫莎堡民宿(特色民宿),南投縣埔里鎮同聲里10鄰新生路92巷5號,049-2902458,-,13間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
清境民生果園山莊民宿,南投縣仁愛鄉大同村仁和路182-2附1號,049-2802364,-,4間,NT$3000-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
新高山夢想家,南投縣信義鄉同富村太平巷58號,049-2702957,-,4間,NT$3000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
303民宿,南投縣埔里鎮福興里福興路303號,0979-040865,-,4間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
卉芯蘭園休閒民宿,南投縣魚池鄉新城村通文巷5-4號,049-2897075,-,4間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
金龍山客棧民宿,南投縣魚池鄉新城村通文巷10之2號,049-2898873,-,3間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
清境依山舞林民宿,南投縣仁愛鄉大同村信義巷77號,091-0808877,https://booking.owlting.com/1350hostel,13間,NT$3000-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
鹿谷觀光農園民宿,南投縣鹿谷鄉廣興村興產路96號,049-2753812,-,3間,NT$3000-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
布查德渡假村民宿,南投縣魚池鄉大林村嵩山巷17-18號,049-2896685,http://butchardv.68bnb.com,4間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
長虹渡假民宿,南投縣魚池鄉魚池村秀水巷25-36號,0905-523328,-,5間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
羽欣民宿,南投縣埔里鎮枇杷里15鄰九成街117巷41號,0915-369961,-,4間,NT$3000-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
林溪民宿,南投縣竹山鎮大鞍里溪山路3-12號,049-2611366,-,3間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
沙里仙民宿(特色民宿),南投縣信義鄉東埔村開高巷136-1號,049-2701289,http://sls-villa.hotel.com.tw/,8間,NT$3000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
東埔大飯店,南投縣信義鄉東埔村開高巷70-2號,049-2701090,http://www.tong-pu.com.tw,45間,NT$3000-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
忘憂天空,南投縣竹山鎮田子里7鄰田南巷23號,0923-142871,-,4間,NT$3000-4300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
武界山莊休閒民宿,南投縣仁愛鄉法治村界山巷42號,049-2977066,-,9間,NT$3000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
積木家BlockHouse,南投縣魚池鄉新城村1鄰通文巷3-13號,0919-736885,-,7間,NT$3000-7700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
圓山林民宿,南投縣竹山鎮大鞍里頂林路576-6號,049-2841039,-,5間,NT$3000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
溪之頭山莊民宿(特色民宿),南投縣鹿谷鄉內湖村興產路23-15號,049-2612362,-,9間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
三畝田民宿,南投縣草屯鎮碧洲里碧興路一段271號,0933-536309,-,3間,NT$3000-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
詠竹山旅,南投縣竹山鎮鯉南路41-1巷8號,0939-262646,-,5間,NT$3000-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
戀上輕井澤,南投縣埔里鎮泰安里3鄰民族路116號,0923-123191,-,2間,NT$3000-3300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
TakTak旅宿,南投縣埔里鎮枇杷里7鄰寶湖街466號,0978-785068,-,3間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
筠鈞親子民宿,南投縣竹山鎮下坪里一鄰大忠路469號,0910-118846,-,4間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
招茗民宿,南投縣魚池鄉水社村中山路172號,049-2855189,-,3間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
金沙湾精品汽車旅館,南投縣南投市成功三路128號,049-2257777,-,23間,NT$3080-3080(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3080,-
草嶺腳民宿,南投縣集集鎮林尾里攔河路5巷8號,049-2763855,-,5間,NT$3100-5100(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3100,-
東光大飯店,南投縣信義鄉東埔村開高巷72-2號,049-2701105,-,43間,NT$3200-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
微笑58民宿,南投縣埔里鎮水頭里5鄰興隆巷58號,0978-657698,https://smile58puli.com/,5間,NT$3200-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
蔓條絲裡~浮田小屋,南投縣魚池鄉武登村協力巷1-7號,049-2861483,-,3間,NT$3200-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
湖頂農場民宿,南投縣鹿谷鄉永隆村11鄰堀邊巷2-1號,049-2754309,-,10間,NT$3200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
熊麋鹿了幸福手作民宿,南投縣埔里鎮桃米里桃米巷5-8號,049-2919797,http://bear.okgo.tw/,5間,NT$3200-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
籃城書房民宿,南投縣埔里鎮籃城里10鄰籃城5巷4號,049-2913258,http://restbb.tw,3間,NT$3200-5300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
逍遙居民宿,南投縣鹿谷鄉鹿谷村中正路二段211巷15號,049-2755336,http://www.leisure.tw/,5間,NT$3200-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
山中城宝渡假民宿,南投縣魚池鄉中明村有水巷35-3號,049-2897597,-,5間,NT$3200-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
名竹旅社,南投縣鹿谷鄉內湖村興產路55-2號,049-2752727,-,30間,NT$3200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
後頭厝民宿,南投縣國姓鄉北港村北原路30-9號,049-2462178,-,4間,NT$3200-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
九芎坪民宿,南投縣水里鄉上安村永安路9號,049-2821198,-,5間,NT$3200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
麒麟山莊民宿,南投縣埔里鎮水頭里10鄰東潤路53巷7號,0987-340483,-,3間,NT$3200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
小花園夢想生活家,南投縣南投市光明里光明四路1號,049-2316140,https://www.facebook.com/jardinnantou/,6間,NT$3200-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
六個夏天,南投縣埔里鎮泰安里17鄰樹人二街335號,0970-542335,https://6summer.okgo.tw/#menu,4間,NT$3200-3900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
溪頭民宿(特色民宿),南投縣鹿谷鄉內湖村興產路24-49號,0910-340325,-,10間,NT$3200-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
童心園民宿,南投縣埔里鎮桃米里1鄰桃米路18-3號,049-2912403,-,4間,NT$3200-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
頭前田民宿,南投縣鹿谷鄉和雅村6鄰愛鄉路1-27號,049-2752615,-,4間,NT$3200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
悠田瓦舍,南投縣埔里鎮史港里4鄰中正路1370號,049-2930816,-,5間,NT$3200-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
850莊園景觀民宿,南投縣草屯鎮永安路850號,049-2562733,-,5間,NT$3200-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
允美茶棧,南投縣名間鄉三崙村口寮巷18-9號,049-2582888,-,4間,NT$3200-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
