旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
海天民宿(特色民宿),連江縣南竿鄉馬祖村4-2號,0836-26899,-,10間,NT$1900-2700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
嚮居民宿,連江縣南竿鄉仁愛村133號,0836-23503,-,7間,NT$4000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
沐光民宿,連江縣南竿鄉津沙村137號,0958-810994,-,3間,NT$4500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
沐光二館,連江縣南竿鄉津沙村134號,0958-810994,-,3間,NT$4500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
莒光英雄館民宿,連江縣莒光鄉大坪村3-3號,0836-88033,-,11間,NT$2400-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
船老大民宿3,連江縣莒光鄉福正村15號,0919-991491,-,5間,NT$4200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
白日夢花園海景民宿,連江縣南竿鄉福沃村51號,0978-988303,https://daydreamhostel.com/,8間,NT$2600-3980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
麗堤民宿,連江縣南竿鄉介壽村245-1號2樓,0919-196962,-,15間,NT$1700-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
木喜海景民宿,連江縣北竿鄉橋仔村120號,0921-930115,-,8間,NT$3200-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
津沙101民宿,連江縣南竿鄉津沙村1-1號,0836-25322,-,14間,NT$2400-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
船老大民宿貳館,連江縣莒光鄉大坪村55-1號,09-37056452,-,5間,NT$4200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
星海客棧,連江縣莒光鄉福正村31之2號,0912-846569,-,3間,NT$1800-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
黃金沙灘民宿一館,連江縣莒光鄉大坪村89-1號,0836-88246,-,6間,NT$1800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
海浪花民宿,連江縣南竿鄉仁愛村45號,0836-22568,-,3間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
芹壁五家村民宿,連江縣北竿鄉芹壁村88號,0932-373332,-,2間,NT$3800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
北澳秘山居,連江縣東引鄉中柳村126號,0836-77380,-,5間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
馬祖享宿民宿,連江縣南竿鄉仁愛村67-1號,0910-342252,-,2間,NT$5200-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
大坵島生態民宿,連江縣北竿鄉橋仔村4鄰164號,0927-189032,-,4間,NT$2400-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
涼山頂民宿風味小館,連江縣南竿鄉福沃村17號,0836-25386,-,8間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
報告班長2館,連江縣南竿鄉珠螺村40號,0932-925295,-,1間,NT$600-1000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
祖厝民宿,連江縣南竿鄉介壽村120-1號,0919-919181,-,2間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
馬港驛站,連江縣南竿鄉馬祖村4之3號,0836-22935,-,5間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
麗堤本館民宿,連江縣南竿鄉介壽村245-1號,0919-196962,-,14間,NT$1600-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
芹壁愛情海3館,連江縣北竿鄉芹壁村65-1號,0917-912718,-,2間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲記山莊,連江縣北竿鄉后沃村1-5號,0836-55380,-,5間,NT$3000-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東莒幸福居民宿2館,連江縣莒光鄉大坪村106號,0836-89021,-,3間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鼎鑫海景民宿,連江縣南竿鄉復興村25-3號,0836-23823,-,7間,NT$1800-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
馬祖享宿民宿二館,連江縣南竿鄉仁愛村107號,0910-342252,-,2間,NT$4800-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
06聚點,連江縣北竿鄉后沃村1-7,0988-879892,-,5間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
聽海民宿一館,連江縣南竿鄉津沙村32號,0836-23003,-,6間,NT$3800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
芹壁老時光,連江縣北竿鄉芹壁村35號,0836-56668,-,2間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
宏瑞民宿1館,連江縣北竿鄉塘岐村144號,0921-535305,-,5間,NT$2200-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
芽哦小窩,連江縣南竿鄉介壽村47-11號,0836-22003,-,3間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
友誼山莊民宿,連江縣莒光鄉田沃村67號,0836-88028,-,13間,NT$2000-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
亞窩行館,連江縣南竿鄉四維村32-1號5樓,0965-602599,-,4間,NT$9600-9600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美好民宿,連江縣南竿鄉津沙村139號,083623209-0983187352,https://www.facebook.com/%E7%BE%8E%E5%A5%BD%E6%B0%91%E5%AE%BF-101427991609447,4間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鴻景山莊一館,連江縣莒光鄉大坪村5號,0836-88033,-,15間,NT$2800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
津沙海雲邊一館,連江縣南竿鄉津沙村38號,0928-812879,-,2間,NT$4600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美麗的民宿,連江縣北竿鄉塘岐村207號,0836-56510,-,8間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
印象海風民宿,連江縣南竿鄉介壽村309號,0919-279618,-,5間,NT$3600-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
UNCLE民宿,連江縣東引鄉樂華村132號,0836-77051,-,1間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
大包的家民宿,連江縣北竿鄉塘岐村267-3號,0836-55471,-,7間,NT$3600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲台客棧,連江縣南竿鄉津沙村79號,0963-015100,http://www.yuntai.idv.tw,3間,NT$1800-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
船老大民宿一館,連江縣莒光鄉莒光鄉大坪村72-1號,0836-88022,-,14間,NT$3200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
故鄉民宿二館,連江縣莒光鄉大坪村79號,0836-88080,-,10間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
馬祖藍灣景觀餐廳民宿南館,連江縣南竿鄉珠螺村52-1號,0836-22420,-,2間,NT$3000-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
津沙民宿2店,連江縣南竿鄉津沙村42-1號,0836-22765,-,2間,NT$2200-2700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
皇亞會館,連江縣南竿鄉仁愛村15-1號,0836-26109,-,14間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
介壽澳口民宿,連江縣南竿鄉介壽村336-2號7樓,0836-25015,-,5間,NT$2500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
馬祖北極星民宿,連江縣南竿鄉福沃村128號,0919-280560,-,7間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
清水灣客棧二館,連江縣南竿鄉清水村130-2號,0928-022449,-,15間,NT$3000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
容叔芽窩,連江縣莒光鄉福正村25號,0919-919773,-,5間,NT$2200-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
一九六民宿,連江縣北竿鄉塘岐村196號,0928-262405,-,3間,NT$2100-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
清水灣客棧一館,連江縣南竿鄉清水村130-1號,0928-022449,-,8間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
卡蹓牛角,連江縣南竿鄉復興村110-2號,0912-575662,-,5間,NT$5000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
大宅三院青年旅舍,連江縣北竿鄉坂里村50、52號,0937-868105,-,8間,NT$2600-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
馬蓋先二館,連江縣東引鄉樂華村139-1號,0836-76277,-,8間,NT$2200-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
國境之北二館,連江縣東引鄉樂華村106號,0919-280971,-,9間,NT$2600-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
海景民宿,連江縣莒光鄉田沃村68-3號,0836-88125,-,5間,NT$1600-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
芹壁老時光2館,連江縣北竿鄉芹壁村39號,0836-56668,-,2間,NT$3200-3900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
馬祖藍灣景觀餐廳民宿南館2館,連江縣南竿鄉珠螺村52號,0836-22420,-,4間,NT$3000-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
芽窩民宿,連江縣莒光鄉大坪村37-1號,09-12448120,-,3間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
好馨情民宿,連江縣南竿鄉復興村171號,0933-239634,-,3間,NT$2600-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
冉冉29,連江縣北竿鄉橋仔村23-2號,0919-521909,-,3間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
今友緣二館,連江縣東引鄉樂華村95號2樓,0928-061393,-,7間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
靜園海岸,連江縣北竿鄉芹壁村46號,0836-55398,-,5間,NT$2800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小島上,連江縣東引鄉樂華村74號,0919-919127,-,3間,NT$3600-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
安逸海景旅店,連江縣東引鄉樂華村22-1號,0938-938191,-,5間,NT$3680-5880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
阿金民宿二館,連江縣東引鄉樂華村120-1號,0963-309155,-,8間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
芹聚輕旅,連江縣北竿鄉芹壁村36號,0963-769009,-,2間,NT$11000-11000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
民生民宿二館,連江縣東引鄉樂華村136號,0836-76039,-,5間,NT$2000-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
芹壁幸福海岸民宿3館,連江縣北竿鄉芹壁村20號,0836-55355,-,2間,NT$3800-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東引勇哥民宿,連江縣東引鄉樂華村155號,0836-76114,-,5間,NT$1800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
芹壁休閒渡假村二館,連江縣北竿鄉連江縣北竿鄉芹壁村29號,0988-243953,-,3間,NT$2500-3300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
昕華飯店,連江縣東引鄉樂華村47號,0836-77600,-,13間,NT$2800-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東磯民宿,連江縣東引鄉樂華村163-1號,0836-76225,-,4間,NT$1400-2100(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
昕華二館,連江縣東引鄉中柳村32號,0836-77370,-,9間,NT$2600-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
邊辰民宿一館,連江縣東引鄉樂華村39號,0836-76053,-,11間,NT$2600-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
海上人家二館,連江縣莒光鄉福正村14-2號,0836-88141,-,3間,NT$2000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
55心聚點,連江縣南竿鄉津沙村150號,0978-088069,-,5間,NT$4800-12800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
珠螺灣會館,連江縣南竿鄉珠螺村42號,0939-238536,-,15間,NT$4800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂活海景民宿,連江縣北竿鄉連江縣北竿鄉橋仔村69號,0836-56039,-,5間,NT$4400-4400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
青雲驛棧,連江縣北竿鄉橋仔村23-1號,0925-166602,-,5間,NT$3980-3980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花漾・森山舍,連江縣北竿鄉坂里村11號,0908-833833,-,5間,NT$4000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
芹壁村25號之老村長的漁寮分館,連江縣北竿鄉芹壁村24號2樓,0836-55628,-,4間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小島人家,連江縣南竿鄉介壽村336-9號,0836-22766,-,5間,NT$5000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台北人民宿,連江縣莒光鄉大坪村87號,0961-318393,-,4間,NT$3800-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
草芹蓁民宿,連江縣北竿鄉芹壁村56-1號,0928-857736,-,2間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
璞宿商旅,連江縣南竿鄉介壽村336-8號,0836-22779,-,5間,NT$9000-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
芹壁村25號之八姆家,連江縣北竿鄉芹壁村26號,0836-55628,-,4間,NT$4000-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小島上二館,連江縣東引鄉樂華村37號,0932-964207,-,5間,NT$2400-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
悠而行旅,連江縣南竿鄉馬祖村11號2樓,0911-883762,-,5間,NT$3600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
芹壁山城民宿2館,連江縣北竿鄉芹壁村77號,0836-55630,http://www.chinbe-hill-village.com.tw,4間,NT$4000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
