旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
快樂民宿,臺東縣臺東市仁七街162號,0932-660992,http://happily.travel123.tw/,5間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
草莓牛奶台東民宿,臺東縣臺東市民安街67號,089-332686,-,5間,NT$3500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
好拾光民宿,臺東縣綠島鄉中寮村中寮54-2號,089-671060,-,4間,NT$1000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台東旅遊民宿,臺東縣臺東市興盛路21號,089-221030,-,3間,NT$2000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
環山雅築,臺東縣太麻里鄉大王村佳崙292號,089-782898,https://www.lodge.com.tw/,4間,NT$5600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
早點睡B&B,臺東縣東河鄉隆昌村隆昌32-1號,089-541246,-,4間,NT$3200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三仙台小月光民宿,臺東縣成功鎮石傘路115-2號,089-871365,http://089871365.ego.tw,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
玉米的窩民宿,臺東縣鹿野鄉永安村永安路75號,089-552224,-,2間,NT$1000-1000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
寶貝豬民宿,臺東縣臺東市興安路一段163巷12號,089-851515,https://www.tw5168.com.tw/hotelsite/rooms.php?uid=193,5間,NT$4500-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
白木屋渡假休閒民宿,臺東縣卑南鄉初鹿村新斑鳩30號,0973-852082,-,4間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
香香森林民宿,臺東縣臺東市開封街632巷56號,0972-182827,https://www.facebook.com/shiangshiangforest/?ref=bookmarks,4間,NT$3500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
吉廬夫敢藝文民宿,臺東縣金峰鄉新興村1鄰8之1號,089-782165,http://jilufugan.com,5間,NT$1800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
卡布奇諾民宿,臺東縣臺東市興安路一段173號,0921-204100,-,5間,NT$4500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
後山休閒綠屋民宿,臺東縣卑南鄉溫泉村樂山路127-1號,089-510318,-,5間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
CHLOECHENHOME,臺東縣臺東市興安路一段200巷21弄57號,02-27710519#602,https://www.facebook.com/CHLOECHEN-Home-2101619669854443/,4間,NT$3200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
長泰民宿,臺東縣綠島鄉公館村柴口41-1號,089-672790,-,5間,NT$1200-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
串門子民宿,臺東縣臺東市興隆路23巷9號,886-908633676,http://www.ttdropin.com/,2間,NT$3600-4900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小巷微光民宿,臺東縣綠島鄉公館村溫泉12-1號,0975-072777,http://www.taconet.com.tw/gomaruko/,5間,NT$1000-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
馬格拉海民宿,臺東縣長濱鄉三間村4鄰71-5號,089-831139,http://www.love-taitung.com/magelahai/about.htm,4間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
桀立民宿,臺東縣臺東市志航路1段146巷20弄8號,0905-183668,-,4間,NT$3600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
3隻小豬民宿,臺東縣臺東市漢中街185巷86號,0910-559156,-,2間,NT$1100-1100(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
貴築汽車旅館,臺東縣臺東市更生路1049號,089-238199,-,43間,NT$4560-7360(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
柚舍民宿,臺東縣卑南鄉太平村太平路530巷18號,0975-005669,-,3間,NT$4200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
竹湖山居民宿,臺東縣長濱鄉竹湖村41號,089-832383,-,1間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
薇妮民宿,臺東縣鹿野鄉龍田村光榮路590號,0932-345997,http://www.love-taitung.com/winnie/,4間,NT$2500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
吉鄉民宿,臺東縣卑南鄉賓朗村下賓朗53號,089-229877,http://jishiang.ittbnb.com,5間,NT$3300-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鹿野森活B&B,臺東縣鹿野鄉瑞源村新源路85巷68號,0917-514812,http://www.forestlife.idv.tw/,4間,NT$4830-6612(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
半閒民宿,臺東縣臺東市蘭州街92號,089-235821,-,5間,NT$3600-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
凱旋星光酒店,臺東縣臺東市臨海路1段38號,089-329588,http://www.kaishotel.com,98間,NT$6000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鹿野結米家民宿,臺東縣鹿野鄉和平路15巷1號,0910-696072,https://www.facebook.com/LuyeJamieHouse/,2間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
武鴻民宿,臺東縣綠島鄉公館村公館路27號,089-672406,-,3間,NT$1200-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
高台民宿,臺東縣鹿野鄉永安村高台路10巷5號,0937-396455,http://kaotai.okgo.tw,4間,NT$3000-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
葡萄園民宿,臺東縣臺東市志航路1段412巷17弄43號,0912-788922,-,3間,NT$4000-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
舞木民宿,臺東縣長濱鄉三間村真柄47之17號,0910-037688,-,5間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
水沿一線民宿,臺東縣長濱鄉長濱村1鄰田組1之5號,089-832868,-,4間,NT$3600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
歐遊國際精品旅館,臺東縣臺東市更生北路11號,089-230011,http://www.allurmotel.com,28間,NT$7800-25800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
民宿庫民宿,臺東縣臺東市志航路1段412巷27弄20號,0905-131151,http://www.minsuku.com.tw/,5間,NT$1800-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
春享color民宿,臺東縣臺東市松江路二段663號,0903-367109,https://www.facebook.com/enjoyspringcolor/,4間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鴻運民宿,臺東縣綠島鄉公館村公館路29-1號,089-671751,-,5間,NT$1800-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小古民宿,臺東縣臺東市精誠路319號,089-345590,-,2間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
愛來客民宿,臺東縣臺東市正氣北路255巷98號,0972-185682,-,5間,NT$2700-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
新新大旅社,臺東縣臺東市中山路429號,089-324185,-,30間,NT$1900-2900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
浪痕養身民宿,臺東縣長濱鄉長濱村下三崙5號,0920-036652,-,3間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
采風民宿,臺東縣臺東市興盛路341號,089-238416,-,4間,NT$500-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
幸福199民宿,臺東縣臺東市梧州街19巷9號,0972-311566,-,3間,NT$2800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
松夏大飯店,臺東縣臺東市中山路393號4-5樓、9-12樓,089-324696,-,129間,NT$3200-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
向陽山民宿,臺東縣卑南鄉泰安村泰安路59號,089-383626,-,5間,NT$3500-8500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
賢情玉緻民宿,臺東縣池上鄉新興村松吉路49號,089-864877,http://blog.yam.com/tt089864877,5間,NT$3200-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東帝民宿,臺東縣臺東市新站路200號,089-222101,-,5間,NT$1500-1700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
統銘朝陽假期飯店,臺東縣卑南鄉溫泉村龍泉路55號2樓至8樓,089-514760,-,68間,NT$3000-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鹿嵿記休閒民宿,臺東縣鹿野鄉龍田村龍馬路251巷10號,089-551370,-,5間,NT$2000-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
可拉庭園民宿,臺東縣臺東市新站二街15號,0926-371802,http://kola.yoyotaitung.com.tw/,5間,NT$4200-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
佳慧民宿,臺東縣臺東市豐榮路260號,089-350224,-,5間,NT$2500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
娜路彎花園酒店,臺東縣臺東市岩灣里新興路77號,089-231111,-,94間,NT$7600-7600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
騰旅行民宿,臺東縣臺東市山西路一段235巷10號,089-332953,-,5間,NT$2400-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
荷比8號電梯民宿,臺東縣臺東市中興路三段275巷46弄8號,0955-171545,-,5間,NT$3800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雙發飯店,臺東縣綠島鄉南寮村南寮146號1樓,089-672552,-,10間,NT$2500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
正一商務汽車旅館,"臺東縣臺東市中華路三段72,74,76號1-2樓",089-331313,http://www.love-taitung.com/zhengyi/index1.htm,32間,NT$5580-5580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台東真善美民宿,臺東縣臺東市文昌路40號,0988-052002,-,5間,NT$2400-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
觀山星海民宿,臺東縣成功鎮信義里20鄰都歷路277之8號,089-841587,http://t089841587.pixnet.net/blog,5間,NT$2500-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
馨滿園民宿,臺東縣綠島鄉南寮村南寮13-2號,0988-513162,-,3間,NT$2800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東河民宿,臺東縣東河鄉東河村南東河60號,089-896259,http://donghe.taitungbnb.com/,5間,NT$2200-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠園民宿,臺東縣臺東市興盛路122號,0910-559852,http://taitung.taitungminsu.com.tw/bnb/green.htm,5間,NT$2000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蘑屋民宿,臺東縣臺東市吉泰路599巷16號,0932-014318,-,5間,NT$4500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
大尾山姆民宿,臺東縣成功鎮信義里8鄰小馬路134-7號,089-896625,http://www.ds-villa.tw,2間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山水居飯店,臺東縣關山鎮博愛路1-6號,089-814787,-,36間,NT$5400-9960(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
娜路彎大酒店,臺東縣臺東市連航路66號,089-239666,http://www.naruwan-hotel.com.tw,292間,NT$8200-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台東紫薇心民宿,臺東縣臺東市興盛路257號,089-237111,http://www.a36-5168.com/index.htm,5間,NT$3888-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東新大飯店,臺東縣臺東市文化街72號1~7樓及中山路300.302號,089-331136,http://www.dshotel.com.tw,44間,NT$2500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
緣羊軒民宿,臺東縣臺東市南一街96號,0930-133763,-,4間,NT$2800-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
時光別墅民宿,臺東縣東河鄉興昌村南八里8-13號,089-531536,-,4間,NT$25000-25000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東飛燕民宿,臺東縣臺東市興盛路256號,0905-131552,-,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
清水莊民宿,臺東縣關山鎮新福里6鄰福德街60巷2號,089-814570,-,4間,NT$3600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
飄洋都蘭民宿,臺東縣東河鄉都蘭村27鄰都蘭196-2號,089-531310,https://zh-tw.facebook.com/piaoyangdulan,5間,NT$3680-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
TORO民宿,臺東縣綠島鄉公館村柴口33-2號,0955-737555,http://www.torovilla.com.tw,3間,NT$6000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
尚佐安森民宿,臺東縣臺東市臨海路1段280號,0910-952087,-,4間,NT$3800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
南八里民宿,臺東縣東河鄉興昌村南八里11-5號,0913-560553,-,5間,NT$4200-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
知本老爺大酒店,臺東縣卑南鄉溫泉村龍泉路113巷23號,089-510666,http://www.hotelroyal.com.tw/chihpen/,183間,NT$10800-31800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金暉大飯店,臺東縣鹿野鄉龍田村光榮路328號1樓,089-550547,-,60間,NT$3900-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
HANA花兒,臺東縣臺東市東糖街33巷6弄3號,089-233026,http://www.hanahomestay.com,4間,NT$4000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
醇旅民宿,臺東縣卑南鄉利嘉村利民路89-1號,0966-909118,https://www.facebook.com/RichTravel1/,3間,NT$2000-2700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
友愛自然民宿,臺東縣卑南鄉東興村東園二街96巷5號,0932-345997,-,5間,NT$3000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
麗舍渡假小築,臺東縣鹿野鄉永安村福鹿路15號,0953-953872,-,1間,NT$3600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
懶骨頭民宿,臺東縣臺東市樂利路2-3號,0905-080010,http://lpguesthouse.com,5間,NT$3600-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
回嘉民宿,臺東縣卑南鄉利嘉村2鄰利嘉路628巷46號,0919-759908,-,4間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富野溫泉休閒會館,臺東縣卑南鄉溫泉村龍泉路16號,089-510510,http://www.hoyaresort.com.tw/,99間,NT$6050-16500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
風行館民宿,臺東縣卑南鄉溫泉村溫泉路192號,089-516178,-,5間,NT$3800-9600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
湯園民宿,臺東縣臺東市岩灣里1鄰文昌路125號,0966-733338,https://www.tanghome.com.tw/moonvilla.html,4間,NT$3600-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
櫻花鄉村民宿,臺東縣臺東市中華路四段534巷365號,089-348681,-,3間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
合益民宿,臺東縣臺東市東峰街27號,0937-600823,http://www.heyibnb.com,5間,NT$2000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
牧光。角落民宿,臺東縣臺東市國泰街113號,0985-364069,http://moonlit.oks.tw/,5間,NT$5000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
翔鼎民宿,臺東縣綠島鄉中寮村中寮99-2號,089-672220,-,4間,NT$1400-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
卑南公園民宿,臺東縣臺東市南王里17鄰更生北路712巷26號,0921-039050,http://peinan.taitungbnb.com/,3間,NT$3000-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
翔揚嵐天民宿,臺東縣臺東市民族里更生路79巷1號,0921-587639,http://www.xylt.idv.tw/,5間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蘭卡莎民宿,臺東縣臺東市興安路一段200巷21弄87號,0975-723411,http://www.lancasa.tw/,5間,NT$5000-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠邑民宿,臺東縣綠島鄉南寮村漁港5-2號,089-671151,-,3間,NT$2800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三仙台星辰民宿,臺東縣成功鎮忠孝里美山路1-6號,089-871999,-,5間,NT$4700-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富山海灣民宿,臺東縣臺東市富山村富山60號,089-281464,http://www.facebook.com/F.M Seavilla,3間,NT$4500-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綺麗商旅珊瑚園區館,臺東縣臺東市中興路三段579巷101弄7號、9號,089-231528,http://www.cltaiwan.com,224間,NT$5200-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
秀秀的家,臺東縣綠島鄉公館村公館路20號,089-672130,-,3間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東椿民宿,臺東縣臺東市興安路一段191號,089-235360,http://camellia.travel123.tw/,5間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
天龍飯店,臺東縣海端鄉霧鹿村霧鹿1-1號1-7樓,089-935075,http://www.chiefspa.com.tw,61間,NT$4800-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
上弦月民宿,臺東縣臺東市岩灣里1鄰文昌路123號,0966-733338,https://www.tanghome.com.tw/,4間,NT$3600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
GT大叔民宿,臺東縣綠島鄉公館村柴口79號,089-671018,-,5間,NT$1200-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
稻香田園民宿,臺東縣關山鎮德高里忠慶12之3號,0911-316621,http://ricefarm.yoyotaitung.com.tw/,5間,NT$3800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
太古巢民宿,臺東縣東河鄉北源村柑桔林40-5號,089-892359,-,4間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
太陽民宿,臺東縣臺東市成都南路424巷118號,089-359073,http://www.twstay.com/Site/index.aspx?BNB=taitungsun,5間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
微風家園民宿,臺東縣臺東市建農里3鄰知本路一段765巷61號,0938-581026,http://www.wf515345.tw,3間,NT$1800-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雁窩民宿,臺東縣鹿野鄉永安村鹿寮路51巷5號,0937-389953,http://www.goose51599.com.tw/,5間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂利213民宿,臺東縣臺東市岩灣里樂利路2-13號,0908-998208,http://ittbnb.com/leli213/index.php,4間,NT$3600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
陽光綠堤民宿,臺東縣臺東市仁義北路119號,0937-609020,-,4間,NT$3000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
朗.克徠爵的風車教堂民宿,臺東縣卑南鄉溫泉村民生路22號,0988-253618,-,5間,NT$7000-13000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
宏隆米絞青旅民宿,臺東縣臺東市志航路1段611號,0978-082658,-,3間,NT$2600-3900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
葉惠美的家民宿,臺東縣鹿野鄉永安村永安路151巷28弄9號,089-551405,-,4間,NT$1000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
宅民宿,臺東縣臺東市中興路三段275巷10號,0973-721826,-,5間,NT$4000-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
感覺台東民宿,臺東縣臺東市中興路2段122號,0910-672990,http://www.futaitung.tw,4間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
擁月星宿民宿,臺東縣成功鎮信義里豐田路25-1號,089-841639,-,5間,NT$7300-7300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠島旅人礁民宿,臺東縣綠島鄉南寮村南寮53-1號,0937-579354,http://reefhostel.okgo.tw/,3間,NT$5600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金都大飯店,臺東縣卑南鄉溫泉村溫泉路300號1-2樓,089-515888,-,8間,NT$3200-9500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
瑪莉特調民宿,臺東縣臺東市興安路一段171號,0921-204100,-,4間,NT$4500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
米多好民宿,臺東縣鹿野鄉永安村中華路三段720巷18號,089-552297,-,3間,NT$3600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東岸民宿,臺東縣東河鄉隆昌村235-5號,0910-813022,-,5間,NT$700-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
常安養生民宿,臺東縣卑南鄉初鹿村梅園路8號,089-572300,-,3間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
布客森林民宿,臺東縣臺東市中興路2段43號,0910-950922,http://www.booksnwoods.com,4間,NT$6200-8200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
趣淘漫旅-台東,臺東縣臺東市新站路260號,089-231188,-,110間,NT$8000-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
春天別墅民宿,臺東縣綠島鄉公館村公館31號,0928-169423,-,5間,NT$1500-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
安安的家民宿,臺東縣池上鄉福原村11鄰忠孝路255號,0937-074022,-,2間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山采家民宿,臺東縣太麻里鄉三和村4鄰漁場138號,0919-873770,https://zoom555.pixnet.net/blog/post/228811340-%E6%88%BF%E5%83%B9%E5%8F%8A%E8%A8%82%E6%88%BF%E8%AA%AA%E6%98%8E,3間,NT$2500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蘇菲的家民宿,臺東縣池上鄉大埔村埔新二街6號,0988-011245,http://www.facebook.com/CHEZSOPIE/,5間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
知本芙儷渡假酒店,"臺東縣臺東市大順路33,35號",089-511555,https://www.fulichihpen-resort.com/,168間,NT$4600-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
耕園民宿,臺東縣臺東市興盛路23號,0932-661620,-,5間,NT$1200-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
莊稼熟了民宿,臺東縣池上鄉萬安村萬安1之2號,089-861412,-,5間,NT$3200-9200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
木子民宿,臺東縣東河鄉興昌村南八里20-5號,0972-242752,https://www.facebook.com/moregreenfarm/,8間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福吉園民宿,臺東縣池上鄉福吉二街111號,0911-863012,http://www.fuji111.com.tw,5間,NT$400-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
池畔驛站,臺東縣池上鄉福原村仁愛路320號,089-865937,-,4間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
潘朵拉民宿,臺東縣臺東市岩灣里1鄰新站一街28號,0919-725740,http://www.twpandora.com,5間,NT$5000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
巴歌浪船屋民宿（哈旺）,臺東縣長濱鄉樟原村大峰峰15號,089-881132,http://pakelang.e089.com.tw/index.php,5間,NT$1200-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御皇米會館民宿,臺東縣長濱鄉寧埔村14鄰烏石鼻46-5號,089-801588,-,4間,NT$5200-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
和平25號民宿,臺東縣鹿野鄉和平路25號,0988-681752,http://blog.xuite.net/gl4yk6/blog/193939388,4間,NT$2000-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
曼芸民宿,臺東縣池上鄉新興村松吉路38號,0982-886390,-,2間,NT$2000-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
落花鉎民宿,臺東縣東河鄉都蘭村都蘭420-9號,0932-217470,-,3間,NT$1800-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠舍茶宿民宿,臺東縣鹿野鄉永安村高台路135號,089-331039,-,2間,NT$1200-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
