旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
傅院子民宿,嘉義縣水上鄉寬士村25鄰崎子頭701之21號,05-2355135,-,4間,NT$3188-4688(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
白紫茶香居民宿,嘉義縣阿里山鄉達邦村2鄰達邦35號,05-2511265,-,10間,NT$2500-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
品馨民宿,嘉義縣番路鄉公田村5鄰隙頂75-13號,0918-273323,-,2間,NT$2400-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
徐徐民宿,嘉義縣竹崎鄉義仁村8鄰竹民路321號,0928-391778,https://www.facebook.com/profile.php?id=100067421823740,3間,NT$3300-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
童年彩蝶民宿,嘉義縣番路鄉下坑村下坑45之24號,05-2590536,-,1間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
詹德仁茶園民宿,嘉義縣梅山鄉瑞里村3鄰幼葉林75號,05-2501021,-,2間,NT$1000-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
阿里山賓館(歷史館),嘉義縣阿里山鄉香林村16號,05-2679811,http://www.alishanhouse.com.tw/,35間,NT$9000-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美儷閣汽車旅館,嘉義縣朴子市祥和三路西段1號,05-3628099,-,61間,NT$3900-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
松田居民宿,嘉義縣民雄鄉三興村2鄰陳厝寮18之17號,05-2724695,-,5間,NT$1000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
松齋環保民宿,嘉義縣梅山鄉瑞里村幼葉林117號,05-2501435,-,2間,NT$700-700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
德旺商旅,嘉義縣新港鄉宮前村中山路43號,05-3741078,http://www.dewan-hotel.com,27間,NT$3200-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
新中旅社,嘉義縣新港鄉宮前村中山路50號,05-3742027,-,11間,NT$800-800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
青葉山莊,嘉義縣梅山鄉瑞里村幼葉林10號,05-2501031,http://www.ching-ye.tw/,35間,NT$1400-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
瑞佳茶葉民宿,嘉義縣梅山鄉瑞里村幼葉林31號,05-2501025,-,3間,NT$1200-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樟樹湖茶葉民宿二館,嘉義縣梅山鄉太和村樟樹湖一鄰1號之3,05-2562458,-,1間,NT$2200-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鶯山民宿,嘉義縣中埔鄉石硦村14鄰36-23號,05-2531150,-,5間,NT$2600-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
童年翡翠民宿,嘉義縣番路鄉下坑村下坑45之20號,05-2590536,-,1間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
名陽園民宿,嘉義縣竹崎鄉中和村石棹15號,05-2561305,-,4間,NT$1200-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蘋果園民宿,嘉義縣民雄鄉豐收村11鄰好收196之5號,05-2269010,-,4間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
櫻山大飯店,嘉義縣阿里山鄉中正村東阿里山39號,05-2679803,http://www.ying-shan.com.tw/,42間,NT$5000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
老家民宿,嘉義縣新港鄉菜公村咬仔竹33號,05-3772282,-,3間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
慧家茗民宿,嘉義縣梅山鄉瑞里村2鄰幼葉林115號,05-2501353,-,1間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
英林旅社,嘉義縣梅山鄉梅北村中山路204號,05-2621995,-,8間,NT$300-300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
億來汽車商務旅館,嘉義縣大林鎮排仔路里排仔路180號,05-2696460,-,23間,NT$1580-2380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
正記製茶所民宿,嘉義縣阿里山鄉樂野村1鄰樂野1號,05-2561552,https://zhengjizhichasuohomestay.weebly.com/,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
新晃旅社,嘉義縣新港鄉宮前村登雲路74號之2,05-3742853,-,16間,NT$1000-1000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
好假期休閒民宿,嘉義縣竹崎鄉光華村頂笨仔5-1號,05-2561245,http://bestday.okgo.tw/,5間,NT$1200-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
揚揚公寓民宿,嘉義縣竹崎鄉中和村奮起湖109號,05-2562998,-,3間,NT$3200-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
茗園茶葉民宿,嘉義縣梅山鄉瑞里村幼葉林89號,05-2501796,http://www.mingyuan.com.tw/,5間,NT$2400-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
童年松花民宿,嘉義縣番路鄉下坑村下坑45之18號,05-2590536,-,1間,NT$5200-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
53旅人館民宿,嘉義縣番路鄉公田村5鄰隙頂(臨)77號,05-2586400,-,4間,NT$1800-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
自在雲登,嘉義縣番路鄉新福村4鄰第三農場132號,05-2590567,-,5間,NT$10000-18000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
龍儀宇軒民宿,嘉義縣民雄鄉豐收村11鄰好收196之3號,05-2061880,-,2間,NT$1800-4980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠之戀奇異果民宿,嘉義縣梅山鄉瑞峰村7鄰坔埔48之3號,05-2501999,-,5間,NT$3800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
童年紫薇民宿,嘉義縣番路鄉下坑村下坑45之25號,05-2590536,-,1間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
卡洛斯民宿,嘉義縣民雄鄉西安村4鄰復興路202號,0960-355206,-,1間,NT$600-600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
新港風情民宿,嘉義縣新港鄉古民街26-1號,05-3747650,-,4間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
高帝園茶業民宿,嘉義縣梅山鄉瑞里村3鄰幼葉林102之3號,05-2502345,https://gaoditea.com/,14間,NT$5200-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
瑞里麗景民宿,嘉義縣梅山鄉瑞里村7鄰幼葉林37號,05-2502288,-,2間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
阿里山神木賓舘,嘉義縣阿里山鄉中正村東阿里山50號,05-2679511,-,32間,NT$6000-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東方大旅社,嘉義縣大林鎮平林里東榮街90號,05-2652219,-,10間,NT$1000-1000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
龍雲山莊,嘉義縣竹崎鄉中和村石棹1號1-2樓,05-2562216,http://www.long-yun.com.tw,16間,NT$3500-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
漫步雲端民宿,嘉義縣梅山鄉瑞里村科子林15號,05-2501011,-,2間,NT$2000-14000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
這里民宿,嘉義縣中埔鄉義仁村15鄰田寮仔20之7號,05-2533355,-,5間,NT$4800-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樟樹湖茶葉民宿,嘉義縣梅山鄉太和村油車寮16號,05-2562458,-,2間,NT$1800-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
王鼎茶園,嘉義縣梅山鄉瑞里村97號,05-2502299,-,4間,NT$2200-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雅瑪家二館民宿,嘉義縣番路鄉公興村1鄰龍美4-10號,05-2586905,-,2間,NT$3800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠香民宿,嘉義縣竹崎鄉中和村19鄰石棹18之2號,05-2561138,-,2間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美麗亞山莊,嘉義縣阿里山鄉中正村東阿里山49號,"05-2679740,2679745",-,13間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
生力農場民宿,嘉義縣番路鄉公田村3鄰隙頂9-5號,05-2586785,http://www.slfhs.com,5間,NT$4500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
童年櫻花民宿,嘉義縣番路鄉下坑村下坑45之26號,05-2590536,-,1間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
當歸民宿,嘉義縣番路鄉公田村龍頭路18-4號,05-2586841,http://www.dangguei.com.tw,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
家園民宿,嘉義縣竹崎鄉中和村石棹2-3號,05-2562726,-,2間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
圓方居民宿,嘉義縣番路鄉民和村3鄰岩仔腳7-6號,05-2590129,https://www.facebook.com/%E5%9C%93%E6%96%B9%E5%B1%85%E6%B0%91%E5%AE%BF-241356195921648,3間,NT$1600-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
明月大船的家,嘉義縣梅山鄉瑞里村幼葉林48號,05-2501626,-,4間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
石園民宿,嘉義縣竹崎鄉中和村石棹15-1號,05-2562333,-,5間,NT$1800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
萬龍旅社,嘉義縣朴子市南通路三段800號,05-3795161,https://www.facebook.com/PuziWanLong/,20間,NT$2000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
淳液園農場,嘉義縣阿里山鄉茶山村茶山106號,05-2513189,-,4間,NT$1600-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
童年鄉村民宿,嘉義縣番路鄉下坑村下坑45之22號,05-2590536,-,1間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
頌月雲登,嘉義縣番路鄉新福村4鄰第三農場133號,05-2591088,-,5間,NT$10000-18000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
茶米屋,嘉義縣番路鄉公田村4鄰隙頂42-2號,05-2586117,http://davidshouse.xyz,2間,NT$2780-6180(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
瑞泰民宿,嘉義縣梅山鄉瑞里村幼葉林69-8號,05-2501359,-,3間,NT$2500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樸院民宿,嘉義縣番路鄉番路村4鄰番路55-1號,0937-307231,https://www.poem168.com//,4間,NT$2200-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
喵的啦民宿,嘉義縣番路鄉公田村5鄰隙頂臨66之3號,0913-671338,-,2間,NT$2500-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
二月山家民宿,嘉義縣梅山鄉碧湖村4鄰碧湖28-1號,05-2571135,-,5間,NT$3500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
欣加坡民宿,嘉義縣梅山鄉瑞里村幼葉林77號,05-2501345,-,5間,NT$1500-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鹽水溪民宿,嘉義縣中埔鄉中崙村中崙31號,05-2537233,-,2間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
翠堤民宿,嘉義縣竹崎鄉中和村石棹2-5號,05-2561667,-,5間,NT$2200-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
湯野精品旅館（民雄館）,嘉義縣民雄鄉建國路一段20號,05-2261122,http://www.ty-motel.com.tw,25間,NT$4680-4680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山水清暉民宿,嘉義縣竹崎鄉中和村石棹3-8號,05-2562633,-,5間,NT$3800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
茶雲居民宿,嘉義縣阿里山鄉樂野村樂野118-2號,05-2562886,-,2間,NT$1000-1000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山歸來民宿,嘉義縣竹崎鄉灣橋村五間厝58-30號,0938-503377,-,5間,NT$1800-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金蘭小築民宿,嘉義縣竹崎鄉中和村9鄰奮起湖111號,0978-010392,-,3間,NT$3200-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
耀崧民宿,嘉義縣竹崎鄉中和村石棹3號,05-2561666,-,2間,NT$2400-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
炊煙農莊民宿,嘉義縣番路鄉下坑村12鄰北勢4-6號,05-2590009,-,5間,NT$4000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
田媽媽友茶居田園料理館民宿,嘉義縣梅山鄉太和村1鄰樟樹湖5號,05-2562307,-,5間,NT$1800-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
傳說民宿,嘉義縣竹崎鄉中和村19鄰石棹12號,05-2562725,-,3間,NT$3200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
嘉義泊岸居民宿,嘉義縣鹿草鄉鹿草村14鄰鹿環東路101巷68號,05-3752326,-,4間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福興旅社,嘉義縣水上鄉水上村中山路二段322號,05-2682421,-,20間,NT$500-800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
童年蘭花民宿,嘉義縣番路鄉下坑村下坑45之27號,05-2590536,-,1間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
佳鶯民宿,嘉義縣中埔鄉石硦村15鄰石硦47號之7,05-2537577,-,2間,NT$800-800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
湯野精品旅館（中埔館）,嘉義縣中埔鄉和睦村中華路716號,05-2302222,http://www.ty-motel.com.tw,26間,NT$7800-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金廣民宿,嘉義縣番路鄉公興村1鄰龍美(臨)9號之1,05-2586798,-,3間,NT$5600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
舒美商務汽車賓館,嘉義縣中埔鄉和睦村中華路178號,05-2399723,-,29間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2
山明秀民宿,嘉義縣竹崎鄉中和村石棹14-2號,05-2561837,-,4間,NT$1200-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
野薑花民宿,嘉義縣梅山鄉瑞峰村7鄰坔埔5號,05-2501095,-,4間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
童年合家歡民宿,嘉義縣番路鄉下坑村下坑45之29號,05-2590536,-,1間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山嵐小築民宿,嘉義縣竹崎鄉中和村9鄰奮起湖113號,0977-085588,http://shanlan.ego.tw/index.html,4間,NT$3000-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
龍山林民宿,嘉義縣民雄鄉東湖村東勢湖1453號,05-2261105,-,5間,NT$1100-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
天晴民宿,嘉義縣番路鄉公興村1鄰龍美5號,05-2586068,-,2間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
童年鑽石民宿,嘉義縣番路鄉下坑村下坑45之19號,05-2590536,-,1間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲瀑茶棧民宿,嘉義縣番路鄉公田村5鄰隙頂52之14號,05-2586330,https://www.facebook.com/Lixinhouse/,5間,NT$3200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
瑞士民宿,嘉義縣梅山鄉太平村39-6號,05-2572017,-,5間,NT$1400-1400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
阿古亞納民宿,嘉義縣阿里山鄉來吉村109號,05-2661585,-,3間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
番路鄉居民宿,嘉義縣番路鄉江西村平畑39號,05-2592198,-,5間,NT$3500-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
童年銀河民宿,嘉義縣番路鄉下坑村下坑45之23號,05-2590536,-,1間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
芙蓉製茶民宿,嘉義縣阿里山鄉樂野村1鄰樂野2之3號,05-2561395,-,5間,NT$1200-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東鈺民宿,嘉義縣竹崎鄉中和村石棹4-1號,05-2561758,-,2間,NT$1800-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
童年椰林民宿,嘉義縣番路鄉下坑村下坑45之17號,05-2590536,-,1間,NT$5200-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
忘憂谷民宿,嘉義縣竹崎鄉光華村頂笨仔19號,05-2561868,-,2間,NT$1800-2300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
童年微風民宿,嘉義縣番路鄉下坑村下坑45之21號,05-2590536,-,1間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
賴媽媽の家,嘉義縣番路鄉公田村5鄰隙頂57號,05-2586578,-,3間,NT$2800-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
清風雲登,嘉義縣番路鄉新福村4鄰第三農場151號,05-2590011,-,3間,NT$6000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雅竹居民宿,嘉義縣竹崎鄉中和村石棹6號,05-2561006,-,4間,NT$1200-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠花園休閒民宿,嘉義縣竹崎鄉光華村茄苳仔26-8號,05-2581074,-,5間,NT$3500-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小舍民宿,嘉義縣竹崎鄉中和村9鄰奮起湖112號,05-2561957,-,3間,NT$1800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
茗軒竹民宿,嘉義縣梅山鄉瑞里村4鄰幼葉林135之1號,0937-799377,https://0937799377.ego.tw/,4間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲瀑谷觀景民宿,嘉義縣番路鄉公田村龍頭19之6號附6,05-2586958,-,2間,NT$3400-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
隙頂大象的天空民宿,嘉義縣番路鄉公田村3鄰隙頂9號,0931-843256,-,5間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
我家民宿,嘉義縣竹崎鄉龍山村19鄰水尾仔9-10號,05-2617016,-,6間,NT$1150-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
日月星民宿,嘉義縣布袋鎮新南路155號,0930-793700,-,4間,NT$800-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
仙腳趾民宿,嘉義縣竹崎鄉白杞村樟樹坪41-1號,05-2542233,-,2間,NT$3200-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
宏賓旅社,嘉義縣朴子市山通路90號,05-3792222,-,20間,NT$400-400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
頂笨仔民宿,嘉義縣竹崎鄉光華村頂笨仔9號,05-2561853,-,3間,NT$3600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
香榭旅店民宿,嘉義縣竹崎鄉灣橋村27鄰崎腳112之6號,05-2791281,http://www.ruralarea.com.tw,6間,NT$1980-1980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
茶緣觀舍民宿,嘉義縣番路鄉公田村5鄰隙頂54號,0932-878109,-,6間,NT$8000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
友友民宿,嘉義縣大林鎮民族路6號1樓,0928-657631,-,1間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
傳說村民宿,嘉義縣番路鄉公田村5鄰隙頂(臨)75之1號,05-2586585,-,4間,NT$2000-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金桔民宿,嘉義縣民雄鄉三興村2鄰陳厝寮18之14號,0933-682881,-,5間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美栗民宿,嘉義縣番路鄉公興村9鄰下路14號,0933-127813,-,3間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
棒棒積木飯店（親子館）,嘉義縣太保市故宮大道809-1號,05-3623223,-,36間,NT$20000-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
棒棒積木飯店（積木館）,嘉義縣太保市太子大道209號及223號,05-3623223,-,188間,NT$16000-16000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
朵麗絲森林民宿,嘉義縣梅山鄉瑞里村4鄰幼葉林136號,05-2501223,-,5間,NT$2400-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
老村長家民宿,嘉義縣梅山鄉太和村7鄰油車寮6之5號,05-2661368,-,5間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
遇見57民宿,嘉義縣竹崎鄉竹崎村中山路57號,0958-206236,-,5間,NT$2000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
勝利旅社,嘉義縣大林鎮平林里蘭洲街17號,05-2652119,-,11間,NT$600-1000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
竹坑民宿,嘉義縣梅山鄉瑞峰村二坪仔14-1號,05-2501109,http://zhukeng.okgo.tw/,4間,NT$2000-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
閒雲居民宿,嘉義縣阿里山鄉樂野村8鄰210號,05-2561580,-,5間,NT$1200-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
星光森林民宿,嘉義縣竹崎鄉金獅村出水坑19號,05-2566736,-,3間,NT$3800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
幼葉的林民宿,嘉義縣梅山鄉瑞里村7鄰43號,05-2501639,-,3間,NT$1500-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂趣開心民宿,嘉義縣水上鄉南和村後寮25之12號,06-6566122,-,2間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
初旭民宿,嘉義縣番路鄉公田村4鄰隙頂50-5號,05-2586659,-,5間,NT$3800-7300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
十方山水民宿,嘉義縣番路鄉公田村5鄰隙頂(臨)66-10號,0978-367789,-,13間,NT$10000-30000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
和樂民宿,嘉義縣竹崎鄉竹崎村15鄰民生路41之5號,05-2614596,https://www.facebook.com/lihohomestay/,5間,NT$2000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
一山青民宿,嘉義縣竹崎鄉緞繻村外埔19-1號,0938503377-05,-,3間,NT$3500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
梅好時光民宿,嘉義縣梅山鄉梅北村12鄰中山路479號,0928-347870,-,2間,NT$500-600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
寶記景觀民宿,嘉義縣番路鄉公田村5鄰隙頂73之4號,05-2586485,-,5間,NT$2000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
瑞恒行館民宿,嘉義縣布袋鎮興中里1鄰後寮路72巷35號,0905-098468,https://guest-house-online.com/,4間,NT$1200-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
天玉園景觀休閒渡假民宿,嘉義縣梅山鄉永興村9鄰九芎坑55之26號,05-2627233,-,5間,NT$4000-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
畔山民宿,嘉義縣竹崎鄉中和村18鄰石棹2之2號,0975-828602,-,5間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
茗樟居民宿,嘉義縣梅山鄉太和村7鄰油車寮19號,05-2661341,-,1間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雅湖山莊民宿,嘉義縣竹崎鄉中和村9鄰奮起湖112號之1,0928-711522,-,7間,NT$3300-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
