旅宿名稱,地址,電話,官方網站,總房間數,定價,定價i,星級
裕景田園民宿,屏東縣恆春鎮一心路102號,08-8893153,-,3間,NT$2500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
海角42號,屏東縣恆春鎮西門路42號,0905-338832,-,1間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
得園,屏東縣恆春鎮德和路520號,0910-899910,-,5間,NT$2500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
橘月民宿,屏東縣恆春鎮墾丁路和平巷77-2號,08-8861230,https://www.orange-moon.com.tw/,5間,NT$2500-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
檳湖園休閒民宿,屏東縣恆春鎮檳榔路1-2號,08-8866092,-,5間,NT$2500-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
多拉米民宿,屏東縣恆春鎮恆公路970巷1弄9號,0976-595136,-,2間,NT$2500-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
花漾非凡民宿,屏東縣恆春鎮興北路興中巷22號,0986-583825,http://www.facebook.com/profile.php?id=100006571476904,3間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
川酈溫泉渡假休閒旅館,屏東縣車城鄉溫泉村文化路4-1號,08-8825940,-,12間,NT$2500-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
海之方圓,屏東縣枋寮鄉隆山路85號,0965-311312,-,5間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
山芙蓉民宿,屏東縣滿州鄉舊公路78巷8弄9號,08-8801379,https://www.facebook.com/sfzkt,4間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
茉莉民宿,屏東縣恆春鎮墾丁路和平巷75-1號,08-8856998,-,3間,NT$2500-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
阿伯的店民宿,屏東縣高樹鄉南興路143-6號,08-7964748,-,4間,NT$2500-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
達魯里瓦克伊霖苑民宿,屏東縣瑪家鄉瑪家村瑪卡札亞街9巷3號,0963-656658,-,2間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
有間民宿,屏東縣恆春鎮恆公路668巷5號,0986-680601,-,5間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
龜宿民宿,屏東縣琉球鄉和平路32-5號,0910-757346,-,5間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
南沙灣民宿,屏東縣琉球鄉三民路230號,0928-708597,-,2間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
慕鈺庭園民宿,屏東縣恆春鎮中正路98號,0915-559678,-,4間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
豐富民宿,屏東縣琉球鄉仁愛路104之9號,08--8611921,-,4間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
潘媽媽民宿,屏東縣琉球鄉仁愛路5號,08-8611141,-,3間,NT$2500-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
華納小筑民宿,屏東縣恆春鎮墾丁路和平巷7號,08-8861426,-,5間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
臨居民宿,屏東縣萬丹鄉大昌路847號,0927-076861,-,3間,NT$2500-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
美夢成真主題民宿,屏東縣恆春鎮恆西路33巷123弄1號,08-8891003,-,3間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
嬑順,屏東縣恆春鎮新興路24號、東門路192號,0982-990749,-,11間,NT$2500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
日出伊比薩,屏東縣恆春鎮恆北路89巷11號,0912-601315,-,4間,NT$2500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
金格子民宿,屏東縣東港鎮鎮海路125號,0983-833511,-,1間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
加利利民宿,屏東縣東港鎮南興路7巷17之1號,0919-607754,-,5間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
金沙灣渡假旅店,屏東縣恆春鎮大灣路132號,08-8862899,-,1間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
歐若拉民宿,屏東縣琉球鄉復興路36-3號,08-8611646,-,3間,NT$2500-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
四季日內瓦民宿,屏東縣恆春鎮中正路232巷81號,08-8892613,-,5間,NT$2500-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
羊仔綿綿民宿,屏東縣恆春鎮北門路140巷26號,09-10788888,-,2間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
綠美民宿,屏東縣恆春鎮船帆路676巷23號,08-8851259,-,5間,NT$2500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
四季軒民宿,屏東縣琉球鄉中華路22-1號,08-8612183,http://www.seasons.tw/,4間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
觀海洋客棧,屏東縣琉球鄉三民路233號,0939-433209,-,5間,NT$2500-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
萌香渡假旅店民宿,屏東縣恆春鎮墾丁路100號,08-8862038,-,1間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
墾丁恆美111旅宿,屏東縣恆春鎮恆西路33巷111號,08-8899298,-,3間,NT$2500-4300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
星浪灣旅店,屏東縣恆春鎮南灣路和平巷33號,0919-990541,-,3間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
海水藍楓港家民宿,屏東縣枋山鄉楓港村舊庄5之2號,0931-401007,-,2間,NT$2500-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
小琉球南方休閒民宿,屏東縣琉球鄉杉福村復興路91之7號,0933-688303,-,3間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
嵐海灣旅店,屏東縣恆春鎮南灣路210、212號,08-8882627,-,9間,NT$2500-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
幸福路上民宿,屏東縣恆春鎮恆公路176號,0915-002678,-,3間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
沐煦民宿,屏東縣恆春鎮四溝里興北路興東巷9弄8號,0933-072689,-,8間,NT$2500-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
緣聚閣民宿,屏東縣琉球鄉本福村民生路6號,0905-280849,-,1間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
亀居民宿,屏東縣恆春鎮環城北路122號,0972-886263,-,4間,NT$2500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
訪寮民宿,屏東縣枋寮鄉枋寮村17鄰中興路4巷16號,0928-415102,-,3間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
南島假期旅宿,屏東縣恆春鎮省北路二段192巷12-3號,0911-657123,-,5間,NT$2500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
日常居民宿,屏東縣琉球鄉中華路6-4號,0937-371314,-,6間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
浪漫知旅民宿,屏東縣潮州鎮三進路8號,0900-489566,-,4間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
森深民宿,屏東縣恆春鎮仁壽路87號,0915-666881,-,3間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
墾丁密境名宿,屏東縣恆春鎮埔頂路650號,0909-556666,-,5間,NT$2500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
琉夏萊八村旅店,屏東縣琉球鄉本福村民生路43-2號,08-8611133,-,20間,NT$2600-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
月芫閒居民宿,屏東縣恆春鎮中正路232巷83號,08-8893032,-,5間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
觀星咖啡莊園,屏東縣泰武鄉老潭巷45之1號,08-7920020,-,4間,NT$2600-3300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
楓情汽車旅館,"屏東縣屏東市自由路622,624號",08-7653271,-,16間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
鮪魚家族飯店屏東館,屏東縣屏東市民生路255、255-2至255-10號,08-7322352,-,184間,NT$2600-26500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
夏慕里11號旅宿,屏東縣潮州鎮愛國路100巷11號,0933-309454,-,3間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
微光晨曦民宿,屏東縣琉球鄉中正路170-6號,0987-463866,-,2間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
祥園民宿,屏東縣滿州鄉庄內路136-1號,08-8802798,-,5間,NT$2600-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
山海晟觀海民宿,屏東縣琉球鄉三民路40號,0963-116838,https://www.facebook.com/mounseat/,3間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
藍沙民宿,屏東縣琉球鄉民族路1-2號,0928-289061,-,5間,NT$2600-5700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
枋居背包客棧民宿,屏東縣枋寮鄉中華路164巷19號,0911-939936,-,2間,NT$2600-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
萊家莉民宿,屏東縣琉球鄉民生路35號,08-8611235,-,1間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
瑛哥民宿,屏東縣恆春鎮省北路1巷2弄5號,0973-282737,-,2間,NT$2600-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
綠霖山莊,屏東縣恆春鎮船頂路162號,0919-933042,-,5間,NT$2600-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
霧台民宿,屏東縣霧臺鄉霧台村中山巷58號,0977-765544,-,2間,NT$2600-4400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
名人小棧民宿,屏東縣東港鎮鎮海路116-7號,0976-261038,-,4間,NT$2600-3300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
西拉雅民宿,屏東縣車城鄉保力路58-12號,0932-921076,-,4間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
若華軒民宿,屏東縣枋寮鄉隆興路247號,0980-773909,-,5間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
三姐的家民宿,屏東縣車城鄉中山路41號,08-8823249,-,3間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
海之旅民宿,屏東縣琉球鄉三民路29之1號,08-8612330,-,1間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
辰光in民宿,屏東縣琉球鄉民族路53號,08-8612627,https://www.dawninn.tw/,4間,NT$2600-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
防曬不要擦太多,屏東縣恆春鎮恆西路33巷121號,0988-720396,-,3間,NT$2600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
南楓民宿,屏東縣琉球鄉中正路130之1號,08-8612815,-,8間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
筑庭民宿,屏東縣恆春鎮環城南路150巷7號,0973-862556,-,4間,NT$2600-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
墾丁玩家探索旅店,屏東縣恆春鎮槺林南路56巷35弄2號,0919-123110,-,7間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
硬咖旅宿,屏東縣恆春鎮環城北路142巷8-9號,0978-831565,-,4間,NT$2600-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
枋寮鳥窩窩,屏東縣枋寮鄉隆山路356-11號,0953-380688,-,3間,NT$2680-4380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2680,-
富門大飯店,屏東縣屏東市建南路6號,08-7536800,-,43間,NT$2680-2680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2680,-
禾園悅舍民宿,屏東縣恆春鎮德和路38之17號,0921-210581,https://www.booking.com/hotel/tw/he-yuan-yue-she-ping-dong-xian.zh-tw.html?label=gen173nr-1FCAso5wFCHmhlLXl1YW4teXVlLXNoZS1waW5nLWRvbmcteGlhbkgwWARo5wGIAQGYATC4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aq-ExZ4GwAIB0gIkZGYwN2EyOWMtODg2YS00MWRlLWIzNDItNjVlOGQ4NTEzNjAw2AI,6間,NT$2680-4980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2680,-
SandyHouse小屋,屏東縣恆春鎮恆南路194巷52弄12號,0967-009700,-,4間,NT$2680-4680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2680,-
日和民宿,屏東縣東港鎮興安二街85號,0931-123172,-,2間,NT$2688-2688(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2688,-
墾丁灣民宿,屏東縣恆春鎮三溝路192號,0910-210497,-,5間,NT$2700-4700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
墾丁迪亞克旅店民宿,屏東縣恆春鎮北門路68巷20號,08-8893462,-,4間,NT$2700-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
通海渡假旅店民宿,屏東縣恆春鎮墾丁路通海巷3-1號,08-8861511,-,5間,NT$2700-3400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
凱悅會館,屏東縣恆春鎮恆南路11巷2弄11號,08-8881426,http://www.facebook.com/hyattlnn,5間,NT$2700-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
AND宅,屏東縣恆春鎮省北路1巷3弄19號,08-8899543,-,2間,NT$2700-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
樹屋民宿,屏東縣鹽埔鄉完成路16號,08-7021089,http://treehousesdm.pixnet.net/blog,5間,NT$2700-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
故鄉民宿,屏東縣琉球鄉中正路3巷3之1號,08-8613228,-,5間,NT$2700-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
興吉旅店民宿,屏東縣恆春鎮墾丁路257號,08-8861095,-,4間,NT$2780-3680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2780,-
禾田旅宿,屏東縣東港鎮嘉新一街352號,0913-109869,-,4間,NT$2800-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
旺福民宿,屏東縣琉球鄉三民路83-5號,08-8613348,https://www.facebook.com/people/%E5%B0%8F%E7%90%89%E7%90%83%E6%97%BA%E7%A6%8F%E5%BA%AD%E5%9C%92%E6%B0%91%E5%AE%BF/100064225443804/,4間,NT$2800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
群海民宿,屏東縣琉球鄉三民路42-3號,0939-635359,-,4間,NT$2800-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
斯卡羅民宿,屏東縣恆春鎮砂尾路61-4號,0921-681928,-,5間,NT$2800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
SLEEP民宿,屏東縣恆春鎮恆公路1006號,0930-676760,https://twstay.com/RWD2/index.aspx?BNB=sleepinn,3間,NT$2800-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
克蘿依公主民宿,屏東縣恆春鎮北門路68巷10弄6號,0938-816803,-,5間,NT$2800-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
琉球谷民宿,屏東縣琉球鄉三民路250號,08-8614549,-,5間,NT$2800-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
溫泉旅館,屏東縣車城鄉溫泉村溫泉路玉泉巷4號,08-8821925,-,32間,NT$2800-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
麟家民宿,屏東縣麟洛鄉中山路永達巷83號,0986-932632,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.booking.com%2FShare-wSNZeM%3Ffbclid%3DIwAR3_qL9vLQe2oucr9UYZJb6qW_f8jpJHUIu7tgdlx8lJ_6epJncsVRvelRU&h=AT0HVKnsmRgibeSfLYYOL-W6f-G_mczDgpYgyV81QXitgDMUEGE2u5momy73XATZ59Ywt-GXpnCL5IJfKkvVAklFtmqksdk6n4nFPOhJQ,3間,NT$2800-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
龍蝦洞民宿,屏東縣琉球鄉中興路15-2號,08-8613921,-,2間,NT$2800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
華僑的家,屏東縣東港鎮新生一路8號,08-8337747,-,4間,NT$2800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
墾丁海享飛旅店,屏東縣恆春鎮省北路1巷1弄2號,0987-293269,-,8間,NT$2800-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
水蛙春民宿,屏東縣恆春鎮恆南路44之1號,09-37046911,-,5間,NT$2800-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
珊瑚假期民宿,屏東縣琉球鄉中山路104號,08-8613535,-,4間,NT$2800-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
迦百農民宿,屏東縣恆春鎮德和路160巷75號,0936-312603,-,4間,NT$2800-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
宸極民宿,屏東縣琉球鄉中山路8之9號,0966-607392,-,4間,NT$2800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
富田旅店,屏東縣恆春鎮恆公路212號,08-8882158,-,4間,NT$2800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
墾丁豬窩民宿,屏東縣恆春鎮省北路183巷43號,0933-980098,-,3間,NT$2800-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
暖南旅宿,屏東縣恆春鎮恆公路238號,08-8892080,-,5間,NT$2800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
淺水藍背包客棧,屏東縣恆春鎮網紗里19鄰環城北路292號,0972-343706,-,3間,NT$2800-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
PigHouse主題民宿,屏東縣恆春鎮省北路183巷41號,0933-808385,http://no2.pighouse.com.tw/,3間,NT$2800-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
霧光雲台民宿,屏東縣霧臺鄉霧臺村神山巷74號,08-7902345,-,5間,NT$2800-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
興東小民宿,屏東縣東港鎮新學路32巷65弄28號,0989-122898,http://5658pd.com/xingdong,4間,NT$2800-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
彩虹的約定民宿,屏東縣恆春鎮南灣路和平巷52號,0968-906524,-,3間,NT$2800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
逸墅家,屏東縣恆春鎮德和路38之9號,0982-467701,-,5間,NT$2800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
拉武彼民宿,屏東縣霧臺鄉大武村2鄰小山巷30號,0936-639023,-,4間,NT$2800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
江米輕旅1號店民宿,屏東縣潮州鎮公園路221號,0965-810338,-,4間,NT$2800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
車頭民宿,屏東縣潮州鎮新生二巷12號,0980-680278,-,5間,NT$2800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
枋山六號店,屏東縣枋山鄉枋山村中山路四段6號,0925-838485,https://www.fangshan6.com.tw/,8間,NT$2800-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
慕昕會館,屏東縣恆春鎮南門路2巷2-1號,0935-436521,-,12間,NT$2800-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
慕馨旅店,屏東縣恆春鎮南門路2巷2號,0935-436521,-,9間,NT$2800-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
東港許願宿民宿,屏東縣東港鎮新基街109巷6號,08-8336397,https://pingtung.easytravel.com.tw/,3間,NT$2880-5260(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2880,-
田園旅棧民宿,屏東縣恆春鎮墾丁路文化巷48號,08-8861178,-,5間,NT$2880-3980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2880,-
欣欣渡假旅店(民宿),屏東縣恆春鎮墾丁路269號,08-8861008,-,5間,NT$2880-4280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2880,-
墾丁茉莉灣海景渡假酒店,屏東縣枋山鄉中山路三段61之2號,08-8761800,https://booking.owlting.com/jasminebay?lang=zh_TW,27間,NT$2880-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2880,-
澤信旅店民宿,屏東縣恆春鎮大灣路260號,08-8862676,-,2間,NT$2900-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2900,-
蘭榮山莊民宿,屏東縣枋寮鄉中正大路666-6號,08-8713872,-,4間,NT$2950-2950(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2950,-
叮咚民宿,屏東縣恆春鎮城北里中正路258巷31弄17號,08-8898648,-,5間,NT$2960-4060(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2960,-
花園紅了民宿,屏東縣恆春鎮船帆路846巷18號,08-8851001,http://www.red-garden-resort.com,4間,NT$2980-4980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2980,-
山下人家旅店,屏東縣恆春鎮恆公路668巷7號,0981-944133,-,5間,NT$2980-4980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2980,-
安可的家民宿,屏東縣恆春鎮光明路112號,08-8883868,https://www.facebook.com/ankeshostel/,5間,NT$3000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
華安旅社,屏東縣東港鎮中山路71-1號,08-8322254,-,21間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
樂活藝術家,屏東縣潮州鎮太平路11號,08-7892100,http://lohas-artist.com,5間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
墾丁馬爾地夫溫泉大飯店,屏東縣恆春鎮環城北路206號,08-8898999,http://maldives.com.tw,152間,NT$3000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
墾丁禾金豐旅店,屏東縣恆春鎮中正路232巷101弄36號,0929-299939,http://www.plentiful-inn.com,5間,NT$3000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
嘉蓮小棧民宿,屏東縣東港鎮嘉蓮路80之5號,0988-118337,http://shop.okgo.tw/8076/,1間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
天工享棧SUPERINN主題民宿,屏東縣恆春鎮恆西路33巷123弄6號,0926-371229,http://uukt.com.tw/kenting/47770,5間,NT$3000-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
丁香雅築民宿,屏東縣恆春鎮坪頂路200號,0958-562607,http://www.clovehouse.com,4間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
東港樂遊趣民宿,屏東縣東港鎮中正路2段462號,088337548-0976275655,http://loyofun.okgo.tw/,3間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
芯緣閣旅店民宿,屏東縣新園鄉仙吉村4鄰仙吉路152-3、152-4號,0933-688336,-,4間,NT$3000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
瑪雅之家,屏東縣恆春鎮墾丁路330-6號,08-8861925,http://www.maya-house.com.tw/,5間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
