旅宿名稱,地址,電話,官方網站,總房間數,定價,定價i,星級
苗栗松鶴陶然居民宿,苗栗縣公館鄉仁安村9鄰仁安118-7號,0932-625075,-,3間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
福田瓦舍,苗栗縣三義鄉龍騰村1鄰龍騰26號,037-876156,http://www.futen-house.com.tw,4間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
小樹的家,苗栗縣銅鑼鄉福興村3鄰中山路130之1號,0955-661256,https://treehouse981011.wixsite.com/mysite,4間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
攬月莊民宿,苗栗縣公館鄉福德村4鄰福德35-2號,037-233305,-,1間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
七里香民宿,苗栗縣獅潭鄉竹木村4鄰北庄8號,037-991150,-,4間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
百成民宿,苗栗縣南庄鄉南江村14鄰小東河23之2號,037-821850,-,4間,NT$3000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
都瑪斯民宿,苗栗縣泰安鄉梅園村1鄰梅園12-1號,037-962102,-,4間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
石濤園,苗栗縣三義鄉雙潭村12鄰石峎32號,037-875225,-,2間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
桂築林庭園民宿,苗栗縣南庄鄉東村16鄰南庄78之10號,037-825985,http://www.825985.com.tw/,5間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
圓夢山莊民宿,苗栗縣通霄鎮城北里11鄰城北89之5號,037-783784,-,3間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
仙山農園民宿,苗栗縣獅潭鄉新店村1鄰小東勢19號,037-931661,-,4間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
樂津民宿,苗栗縣三義鄉鯉魚潭村2鄰鯉魚口36之10號,037-881518,-,2間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
松鶴向陽居民宿,苗栗縣公館鄉仁安村9鄰仁安118-5號,0927-216781,-,3間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
銅鑼灣商務旅館,苗栗縣銅鑼鄉銅鑼村中正路152號,0975-369889,-,11間,NT$3000-3900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
灣麗客庄民宿,苗栗縣苑裡鎮客庄里5鄰中正路89號,037-853793,-,2間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
萱草森林鄉村民宿,苗栗縣南庄鄉蓬萊村9鄰42份8-1號,037-822009,-,4間,NT$3100-6100(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3100,-
愛面子民宿,苗栗縣三義鄉雙潭村11鄰雙連潭138號,037-875766,-,1間,NT$3200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
土牧驛健康農莊,苗栗縣泰安鄉八卦村4鄰八卦力59-3號,037-941087,http://tumuyi.com.tw,5間,NT$3200-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
初夏汽車旅館,苗栗縣公館鄉館南村通明街182巷9號,037-237889,-,12間,NT$3200-6980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
小樹枋民宿,苗栗縣三義鄉廣盛村41鄰八股路館前7巷1之19號,0919-715816,-,2間,NT$3200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
崎頂新樂園,苗栗縣竹南鎮崎頂里北戶39號,037-472887,https://chiding168.com/,25間,NT$3200-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
薄霧館民宿,苗栗縣三義鄉廣盛村41鄰八股路館前8巷1-2號,0975-765910,-,4間,NT$3200-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
鹿野觀雲民宿,苗栗縣公館鄉福德村4鄰福德35-11號,037-239988,-,2間,NT$3200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
愛山居民宿,苗栗縣大湖鄉栗林村13鄰內雙坑5-1號,037-951787,-,4間,NT$3200-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
樂福民宿,苗栗縣三義鄉雙潭村6鄰雙連潭87之3號,037-872068,-,4間,NT$3200-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
卓也小屋,苗栗縣三義鄉雙潭村13鄰崩山下1-9號,037-879198,-,1間,NT$3200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
薑麻園裕國山莊,苗栗縣大湖鄉栗林村9鄰薑麻園12之6號,037-951829,-,3間,NT$3200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
太湖民宿,苗栗縣大湖鄉大寮村7鄰草崠21號,037-995269,-,5間,NT$3200-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
三義漫步山林民宿,苗栗縣三義鄉廣盛村41鄰八股路館前9巷1之9號,0968-695989,-,4間,NT$3200-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
喫茶居民宿,苗栗縣公館鄉福星村2鄰福星43之13號,037-231906,-,1間,NT$3200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
新發興莊園,苗栗縣大湖鄉大南村3鄰小南勢44號,0933-434669,-,2間,NT$3200-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
杉桐雅築,苗栗縣三義鄉廣盛村41鄰八股路館前8巷1之1號,0963-125550,-,4間,NT$3200-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
聚福居民宿,苗栗縣公館鄉仁安村9鄰仁安118之2號,0932-631082,-,3間,NT$3200-6400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
三義漫遊桐花民宿,苗栗縣三義鄉廣盛村41鄰八股路館前8巷1之26號,0908-035933,-,4間,NT$3200-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
欣達休閒旅館(在飛牛牧場內),苗栗縣通霄鎮南和167-1號,"037-782844,782999",http://www.flyingcow.com.tw,49間,NT$3300-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3300,-
杉林松境,苗栗縣南庄鄉東河村12鄰橫屏背26號,037-824578,-,5間,NT$3300-3900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3300,-
山林雅境渡假農場,"苗栗縣南庄鄉田美村紫金山莊90,91,92,94號",037-823801,https://www.823801.com.tw/index.php,24間,NT$3300-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3300,-
騰龍山莊,苗栗縣泰安鄉錦水村橫龍山5號,"037-941002,941538",-,6間,NT$3300-3300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3300,-
慕農客民宿,苗栗縣公館鄉開礦村1鄰開礦22-10號,037-223579,-,4間,NT$3300-5300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3300,-
伴月民宿,苗栗縣南庄鄉蓬萊村5鄰紅毛館68-1號,037-825681,http://moonmate.idv.tw/,5間,NT$3400-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3400,-
虎山溫泉會館,苗栗縣泰安鄉錦水村圓墩73-1號,037-941001,http://hushan-hotspring.com.tw,38間,NT$3420-12980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3420,-
御親園商務汽車旅館,苗栗縣公館鄉五谷村12鄰五谷二路55號,037-233770,-,6間,NT$3480-3480(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3480,-
鳳櫻碧山莊,苗栗縣南庄鄉蓬萊村9鄰42份8-9號,037-825679,-,4間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
容園谷景觀渡假山莊,苗栗縣南庄鄉蓬萊村18鄰紅毛館17號,037-823330,-,4間,NT$3500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
侑橘休閒農園,苗栗縣三灣鄉永和村8鄰北坑12-1號,037-832779,http://www.sunoranges.com,5間,NT$3500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
湯唯民宿,苗栗縣泰安鄉錦水村10鄰橫龍山72-2號,037-941081,-,4間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
酵法自然民宿,苗栗縣後龍鎮溪洲里14鄰溪洲137之6號,0912-486368,-,5間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
老古董民宿,苗栗縣泰安鄉清安村5鄰洗水坑141-2號,037-941379,-,3間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
好地方民宿,苗栗縣南庄鄉南江村23鄰福南24之6號,037-822920,http://www.defun.tw,4間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
玉荷園,苗栗縣南庄鄉東村中正路242號,037-825800,http://www.yhy.com.tw,5間,NT$3500-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
雲洞山莊,苗栗縣三義鄉雙潭村16鄰崩山下45號,037-951531,-,5間,NT$3500-9750(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
無盡夏民宿,苗栗縣南庄鄉東河村6鄰東興新邨55號,037-825522,-,5間,NT$3500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
布襪娃森林民宿,苗栗縣頭份市上興里14鄰牛欄窩33號,0979-998585,-,3間,NT$3500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
公館柿子紅了,苗栗縣公館鄉福德村3鄰福德21號,0976-362625,-,4間,NT$3500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
東園大飯店,苗栗縣頭份市信東路115號,037-665688,http://www.elitehotel.com.tw,66間,NT$3580-3580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3580,-
加州莊園民宿,苗栗縣南庄鄉蓬萊村9鄰42份8-39號,0952-401248,http://www.calvilla.com.tw,5間,NT$3600-5700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
馬拉邦渡假山莊,苗栗縣大湖鄉東興村12鄰上湖87號,037-996889,-,5間,NT$3600-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
銅鑼有一種慢,苗栗縣銅鑼鄉銅鑼村39鄰雙峰路文園巷86之3號,0988-683729,-,4間,NT$3600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
旅人藝棧民宿,苗栗縣三義鄉廣盛村37鄰廣聲新城11巷1號,037-870528,-,3間,NT$3600-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
馨享士宸,苗栗縣大湖鄉新開村16鄰10份11-1號,037-951177,-,4間,NT$3600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
春友庭園民宿,苗栗縣南庄鄉東村17鄰南庄111號,037-824815,-,5間,NT$3600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
三義行館,苗栗縣三義鄉廣盛村41鄰八股路館前8巷1之19號,0919-218244,-,3間,NT$3600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
築夢農莊,苗栗縣公館鄉福星村2鄰福星43之2號,037-239202,-,4間,NT$3600-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
戀空民宿,苗栗縣造橋鄉造橋村15鄰東坑9之3號,037-540330,http://www.facebook.com/iskyvilla,4間,NT$3600-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
南庄拾光民宿,苗栗縣南庄鄉南江村10鄰石坑22號,037-823298,-,2間,NT$3600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
美之宿,苗栗縣南庄鄉田美村2鄰田美22之27號,0932-286129,-,5間,NT$3600-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
檜意村民宿,苗栗縣通霄鎮南和里9鄰南和113之6號,037-782883,-,3間,NT$3600-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
杉林民宿,苗栗縣南庄鄉東河村12鄰橫屏背26之1號,037-824578,-,3間,NT$3600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
栗丘民宿,苗栗縣銅鑼鄉朝陽村1鄰朝北3-1號,0911-270367,-,2間,NT$3800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3800,-
通霄三合院農庒,苗栗縣通霄鎮通灣里1鄰通灣9之1號,0921-577510,http://www.facebook.com/sunheryou/,4間,NT$3800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3800,-
喆娟夢田,苗栗縣三義鄉龍騰村1鄰龍騰9-1號,037-878388,-,4間,NT$3800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3800,-
金成山莊,苗栗縣南庄鄉東村2鄰東江26號,037-823929,-,1間,NT$3800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3800,-
甘丹民宿,苗栗縣三義鄉双湖村15鄰双湖7之11號,0978-275231,-,4間,NT$3800-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3800,-
南庄漫晨旅店,苗栗縣南庄鄉西村4鄰中山路40號,037-822707,http://www.manchen.tw,5間,NT$3800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3800,-
觀雲田莊,苗栗縣南庄鄉員林村4鄰小南埔19之2號,0917-246256,http://www.cloudviewhouse.com/,3間,NT$3800-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3800,-
富川花園,苗栗縣南庄鄉東村17鄰環清路36號,037-822566,-,4間,NT$3800-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3800,-
麥可妮莊園,苗栗縣南庄鄉東村17鄰南庄113號,037-821726,-,4間,NT$3880-5560(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3880,-
兆陽樓,苗栗縣公館鄉福德村4鄰福德36-13號,037-236798,-,2間,NT$3900-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3900,-
風山漸民宿,苗栗縣南庄鄉田美村2鄰田美22之3號,0979-459015,-,3間,NT$3900-11500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3900,-
藝術巴黎民宿,苗栗縣南庄鄉南江村5鄰東江91號,037-823971,http://artparis.mmweb.tw/,5間,NT$4000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
綠草地,苗栗縣南庄鄉南江村9鄰里金館32-8號,037-824879,http://www.rbvillas.com.tw,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
百合山莊,苗栗縣南庄鄉南江村17鄰福南50號,037-825822.23,-,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
紅磚屋特色民宿,苗栗縣南庄鄉南江村9鄰里金館32-3號,037-824877,http://www.rbvillas.com.tw,15間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
湖畔花時間,苗栗縣大湖鄉義和村8鄰淋漓坪126號,037-996795,-,3間,NT$4000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
西湖柚子家民宿,苗栗縣西湖鄉湖東村8鄰埔頂9之45號,037-922531,-,1間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
亞漫妮商務汽車旅館,苗栗縣頭份市公園六街96號,037-629777,http://www.amanimotel.com.tw/toufen.htm,35間,NT$4000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
百芙灡民宿,苗栗縣泰安鄉梅園村6鄰天狗27之1號,0975-650532,-,4間,NT$4000-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
逸悅山莊,苗栗縣三義鄉雙潭村13鄰崩山下9之1號,0934-451528,-,1間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
衝到山上去放空民宿,苗栗縣公館鄉福星村7鄰福星227之3號,037-230565,-,2間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
吶善瑪固,苗栗縣南庄鄉東河村24鄰鹿場19號,037-821421,-,3間,NT$4000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
櫻花渡假會館,苗栗縣三義鄉廣盛村41鄰八股路館前8巷1-18號,037-878133,-,3間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
禪之宿,苗栗縣三義鄉雙潭村13鄰崩山下9之3號,0937-873745,-,3間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
南庄蔓森活民宿,苗栗縣南庄鄉蓬萊村9鄰42份7-3號,037-825666,-,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
逗點民宿,苗栗縣三灣鄉內灣村1鄰龍峎頂5之17號,037-832029,http://www.comma-camp.com.tw,4間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
雲夢山林民宿,苗栗縣泰安鄉清安村12鄰洗水坑114-1號,037-941731,-,4間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
桐花山莊,苗栗縣三義鄉廣盛村41鄰八股路館前8巷1之10號,037-875768,-,4間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
柏竺山莊,苗栗縣三義鄉雙潭村13鄰崩山下10號,0931-399089,https://www.31villa.com/,4間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
山湖戀民宿,苗栗縣卓蘭鎮上新里10鄰食水坑11之6號,04-25898796,-,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
天堂鳥民宿,苗栗縣南庄鄉南江村5鄰東江98號,037-821727,-,4間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
野薑花森林坊,苗栗縣三義鄉雙潭村13鄰崩山下3號,037-879143,-,3間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
桐顏桐雨渡假山莊,苗栗縣南庄鄉蓬萊村9鄰四二份8之18號,0939-119415,http://www.tky.tw,5間,NT$4000-6300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
陶然渡假山莊,苗栗縣南庄鄉蓬萊村9鄰42份8-5號,037-823015,-,5間,NT$4200-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
雅心山莊,苗栗縣頭屋鄉明德村10鄰明德路127號,037-251056,-,3間,NT$4200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
綠波浪森林會館民宿,苗栗縣三義鄉龍騰村13鄰龍騰3之6號,0989-966858,-,5間,NT$4200-8500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
琪海汽車旅館,苗栗縣竹南鎮八德1路181號,037-628628,-,40間,NT$4200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
山水居民宿,苗栗縣大湖鄉栗林村13鄰內雙坑5-5號,037-951513,-,3間,NT$4200-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
櫻之芳庭民宿,苗栗縣公館鄉福星村7鄰福星227之9號,037-237387,-,3間,NT$4200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
苗栗桐馨莊園民宿,苗栗縣公館鄉福星村1鄰福星29之2號,0960-584818,-,5間,NT$4200-9600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
新之住民宿,苗栗縣南庄鄉南江村5鄰東江73之6號,0932-615151,https://enjoynewlive.tw/,5間,NT$4300-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4300,-
總統民宿,苗栗縣南庄鄉田美村12鄰紫金山莊93號,037-823717,-,4間,NT$4500-14000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
普羅旺斯鄉村民宿,苗栗縣南庄鄉蓬萊村9鄰42份8之35號,0911-811835,http://www.facebook.com/NanZhuangPuLuoWangSiXiangCunMinSu,5間,NT$4500-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
新百香民宿,苗栗縣南庄鄉南江村14鄰小東河23之5號,037-825850,-,5間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
西湖渡假大飯店,苗栗縣三義鄉西湖村西湖11號,037-876699,https://www.westlake.com.tw/,245間,NT$4500-16500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
綠丘行旅,苗栗縣通霄鎮城南里5鄰城南66之5號,037-783858,-,5間,NT$4500-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
綠野神農休閒民宿,苗栗縣公館鄉仁安村9鄰仁安122-28號,037-233855,http://www.facebook.com/GreenShennong2014,4間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
祁家院,苗栗縣公館鄉館東村10鄰館東143之9號,037-233118,-,3間,NT$4500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
桐遊柿界民宿,苗栗縣公館鄉館東村12鄰館東166之6號,037-232358,-,2間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
霧上雲端,苗栗縣大湖鄉栗林村9鄰薑麻園13號,037-951522,-,5間,NT$4500-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
坪林五二民宿,苗栗縣卓蘭鎮坪林里5鄰坪林52號,04-25921168,-,2間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
麥克尼景觀莊園,苗栗縣南庄鄉東村17鄰南庄121號,037-821859,-,4間,NT$4600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,-
日光森林,苗栗縣大湖鄉大南村2鄰小南勢2之2號,0927-940227,https://sunlightforest.ego.tw/,4間,NT$4600-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,-
合谷民宿,苗栗縣南庄鄉蓬萊村1鄰紅毛館1之1號,0905-234117,https://booking.owlting.com/hogu.retreat,3間,NT$4600-8600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,-
水采田家,苗栗縣三義鄉鯉魚潭村12鄰上山下60-5號,0938-887009,-,2間,NT$4600-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,-
桐莊,苗栗縣公館鄉福德村4鄰福德35-12號,037-220788,-,4間,NT$4600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,-
清風朗月莊,苗栗縣公館鄉福星村10鄰福星312之8號,037-222068,-,3間,NT$4600-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,-
戀戀山水農莊民宿,苗栗縣公館鄉開礦村2鄰開礦30號,0903-929218,http://www.inlove.com.tw,2間,NT$4680-7680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4680,-
富邑山莊,苗栗縣南庄鄉田美村4鄰田美72之1號,037-825376,-,3間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
山房子,苗栗縣南庄鄉南江村10鄰石坑18之8號,0933-969573,http://www.mhouse.tw,4間,NT$4800-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
紅蜻蜓民宿,苗栗縣通霄鎮南和里11鄰南和135之2號,037-783376,http://tonbohome.8898go.com,5間,NT$4800-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
觀霧山莊,苗栗縣泰安鄉梅園村觀霧8號,037-268818,http://www.guanwuvilla.com/,33間,NT$4800-15400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
伽芝萊民宿,苗栗縣通霄鎮福興里13鄰福興148-6號,037-783918,-,5間,NT$4800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
力新小築,苗栗縣南庄鄉南江村5鄰東江100號,037-822179,http://www.lisin.com.tw,5間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
南庄東村民宿,苗栗縣南庄鄉東村10鄰南庄75之1號,037-825220,-,1間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
尋找愛麗絲民宿,苗栗縣通霄鎮福興里2鄰福興13之6號,0930-760857,-,5間,NT$4800-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
我的家51-6民宿,苗栗縣公館鄉福星村2鄰福星51之6號,037-230070,http://516.tnn.tw,4間,NT$4800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
