旅宿名稱,地址,電話,官方網站,總房間數,定價,定價i,星級
慶爾喜旅館長沙一館,臺北市萬華區長沙街二段11號2樓,02-77309920,-,15間,NT$2200-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2200,-
約克旅店,臺北市中正區南陽街13號4樓,02-23705528,-,17間,NT$2280-5690(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2280,-
東鑫商務旅館,"臺北市大安區忠孝東路四段209號11樓,11樓-1,-2,211號11樓,11樓-1",02-87736638,-,25間,NT$2280-3650(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2280,-
友徠精品旅館,臺北市南港區重陽路57巷15號,02-26510101,http://www.ulinemotel.com.tw,26間,NT$2280-8200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2280,-
旅居文旅-松山驛站,臺北市松山區八德路四段626號3樓,02-27635889,-,18間,NT$2280-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2280,-
新仕商務旅店　　,臺北市中山區民生西路8號及附2-12樓,02-25627466,http://www.shin-shih.com.tw/,44間,NT$2280-2580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2280,-
貴族商務旅館,"臺北市士林區忠誠路二段21巷10,12號1至6樓",02-28323388,http://www.noble-hotel.com.tw,49間,NT$2280-5560(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2280,-
卡樂町旅店,臺北市萬華區內江街55巷22號,02-23826000,http://www.colormixhotel.com/,20間,NT$2288-2288(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2288,-
西門邑居自由旅行會館,臺北市萬華區西寧南路67號10樓,02-23616167,-,8間,NT$2300-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2300,-
綺樂文旅開封館,臺北市中正區開封街一段35號1至8樓,02-23615889,https://hedohotel.com/,63間,NT$2300-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2300,-
國際大旅館,臺北市北投區湖山路一段7號,02-28617100,-,44間,NT$2310-3190(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2310,-
姆提文創旅店,臺北市大安區信義路三段147巷5弄4號1樓,02-23897563,https://cafe.nihao.com.tw/,11間,NT$2380-16000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2380,-
台北星辰旅館,臺北市中正區金山南路一段80號1至7樓,02-23971377,http://www.taipei-citizen-hotel.com.tw/,52間,NT$2380-11700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2380,-
長虹大飯店,"臺北市萬華區漢中街36號1,3-8樓",02-23119193,-,68間,NT$2380-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2380,-
瑪奇商務旅店,臺北市文山區景中街30巷6號3-4樓,02-29321000,-,26間,NT$2380-3280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2380,-
台北世聯商旅,臺北市中山區松江路90巷5號1至7樓,02-25626161,https://tp.linkworldhotel.com.tw,44間,NT$2400-5300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2400,-
沃田旅店,臺北市士林區中山北路七段127號1至13樓,02-28752288,http://mellowfields.com.tw/,172間,NT$2400-7500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2400,-
浩室物業1館,臺北市萬華區昆明街316號、318號,02-77553617,https://reurl.cc/yr0nxy,11間,NT$2400-9600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2400,-
上華旅館,臺北市中山區雙城街5號2-6樓,02-25911190,http://www.goodlife-hotel.com.tw,40間,NT$2400-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2400,-
丰居旅店忠孝館,臺北市大安區復興南路1段126巷1號3樓(含3樓、3樓夾層、4樓),02-77116368,-,21間,NT$2420-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2420,-
蒲園飯店,臺北市松山區八德路四段176號地下2樓、地下1樓、1樓、3樓至5樓、7樓,02-27530772,http://www.garden-hotel.com.tw,32間,NT$2480-18000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2480,-
晴悅旅店,臺北市中山區新生北路三段10號2-3樓,02-25992211,https://www.facebook.com/CYHotelTaipei/,19間,NT$2480-3380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2480,-
旅樂序精品旅館二館,臺北市中正區漢口街一段15號1至8樓,02-23757555,-,58間,NT$2488-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2488,-
一等好旅店,"臺北市松山區八德路四段624巷2號B1-1樓,4號2-6樓",02-27609255,-,32間,NT$2500-2900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
和旅瓏旅館西門館,臺北市萬華區西寧南路105號2至5樓、2樓之1至5樓之1,02-23616569,https://www.hatagoplus.com/index.html,42間,NT$2500-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
安庭澔思青年旅舍,臺北市大同區承德路一段66號12樓,02-25526176,-,4間,NT$2500-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
百樂匯大飯店,臺北市北投區溫泉路99號1-4樓,02-28928288,http://www.waterhouse.com.tw,33間,NT$2500-32800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
背包棧旅店-台北長春店,臺北市中山區長春路258巷6號2樓,02-25180188,http://www.bph.com.tw/,43間,NT$2500-24000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
凱統大飯店,臺北市大安區忠孝東路三段8號3-9樓,02-27211162,http://kdmhotel.com.tw,56間,NT$2580-3280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2580,-
迪樂商旅,臺北市大同區延平北路一段121號1至6樓,02-25551130,-,28間,NT$2580-4080(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2580,-
陸號行旅萬年館,臺北市萬華區西寧南路70號6樓,02-23619069,-,39間,NT$2580-3580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2580,-
龍山旅社,臺北市萬華區西園路一段125巷13-1號1-3樓,02-23064990,http://www.longshaninn.com/zh-tw,14間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
皇家玫瑰旅館新生館,臺北市大安區新生南路一段103巷37號(1至5樓),02-27522077,http://www.rosehotel.com.tw/tw/,21間,NT$2600-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
文舺行旅,臺北市萬華區西園路一段139號1-4樓,02-23064990,-,9間,NT$2600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
時尚居商旅,臺北市中山區民生東路3段9巷1之1號、1之2號、1之3號2樓至4樓,02-25090102,-,8間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
野趣旅舍T.O.HOTEL,臺北市大同區承德路二段28號1至5樓,02-25521300,https://www.facebook.com/tohotelbooking/,16間,NT$2680-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2680,-
麗都大飯店,臺北市大安區信義路三段11號1-11樓,02-27065600,http://www.rido.com.tw,73間,NT$2700-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
承攜行旅台北台大館,臺北市中正區羅斯福路三段98號1-8樓,02-23657367,-,35間,NT$2730-3680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2730,-
東驛商務旅館,臺北市萬華區昆明街76號8-9樓,02-23831999,http://www.e-house.tw,34間,NT$2780-2980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2780,-
靜好文旅by墾趣,臺北市中山區南京東路2段11號11樓,02-25718875,https://www.chillroof.com.tw,10間,NT$2780-12700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2780,-
璞邸旅店,臺北市中正區重慶南路1段7號1至4樓,02-23815566,http://bouti.com.tw/,13間,NT$2790-6300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2790,-
漫慢米窩旅店,"臺北市中山區中山北路二段183巷30,32號3樓",02-25861880,-,13間,NT$2800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
西悠巢旅台北館,臺北市大同區民生西路198號之2(代表號),02-25585500,http://cu-taipei-uniongo.toongmao.com.tw/index.php,87間,NT$2850-4400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2850,2
華大HOTEL,臺北市信義區永吉路30巷150號1-7樓,02-27635313,-,24間,NT$2880-3780(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2880,-
陽明山美國渡假村,臺北市士林區臺北市士林區凱旋路69號、71號及61巷2弄6號、8號、10號,02-28623232,-,20間,NT$2880-7980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2880,-
雅莊旅館,"臺北市中山區民族東路438號B1至4樓,440號B1至5樓",02-25075999,http://www.attichotel.com.tw/,37間,NT$2880-3080(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2880,-
城市商旅南東館,臺北市松山區南京東路五段411號地下三樓至7樓,02-27425888,http://www.citysuites.com.tw,127間,NT$3000-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
建山大旅社,臺北市大同區歸綏街182號2-4樓,02-25520680,http://www.jianshan1977.com/,13間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
洛碁大飯店花華分館,臺北市中正區漢口街一段36號1-8樓及地下室,02-23123811,http://flora.greenworldhotels.com/,56間,NT$3000-8500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
友華賓館,"臺北市松山區八德路四段656,656-1號6樓",02-27630505,https://besthoteltw5.wixsite.com/besthotel,30間,NT$3000-4400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
力歐時尚旅館,臺北市中正區延平南路9號1-9樓,02-23145296,http://www.liohotel.com.tw/,37間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
台北臥客旅店,臺北市大同區甘谷街26號7樓,02-25557177,-,13間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
銀河旅館,臺北市萬華區漢中街147巷6號1至4樓,02-23116606,http://www.galaxyinn.com.tw,21間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
南陽街壹號旅店,臺北市中正區南陽街1號3樓至4樓,02-23888377,http://www.nysloft.com/,79間,NT$3000-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
伊倫商務旅館,臺北市中山區松江路123巷10號1-4樓,02-25076666,http://www.city-hotel.com.tw,31間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
果芒驛站旅店,臺北市中正區忠孝西路一段50號23樓之18,02-23706808,https://mango-hotel.com,2間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
日好青旅,臺北市大同區甘谷街26號6樓,02-25558667,-,11間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
台灣燦路都飯店,臺北市中山區民權東路一段9號2-10樓,02-25973610,http://www.sunroute-taipei.com,125間,NT$3050-4550(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3050,-
鉑泊客,臺北市中正區漢口街1段50號1-5樓,02-23755555,-,58間,NT$3080-3680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3080,-
雀客快捷台北車站,臺北市大同區太原路64號1至8樓,02-25590577,-,58間,NT$3200-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
新月商旅,臺北市中山區新生北路一段122號1-7樓,02-25213301,-,42間,NT$3200-3700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
洛碁三貝茲,臺北市松山區八德路四段16號1-7樓,02-27630555,http://triplebeds.greenworldhotels.com,54間,NT$3200-13800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
捷絲旅西門町店,臺北市中正區中華路一段41號5-9樓,02-23709000,http://www.justsleep.com.tw/,143間,NT$3200-10120(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
新驛旅店台北車站三館,"臺北市大同區長安西路77,79號1-7樓",02-77327777,http://www.cityinn.com.tw,66間,NT$3200-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
信星旅館,臺北市大同區華陰街48號至48之11號4樓、50號至50之11號5樓,02-25562015,http://www.starhostel.com.tw,57間,NT$3200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
新驛旅店台北車站二館,臺北市大同區長安西路83號,02-2555-5577,http://www.cityinn.com.tw,50間,NT$3200-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
北城大飯店,臺北市中山區長春路279號B1-12樓,02-25017601,http://www.cityhotel.com.tw,55間,NT$3200-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
香城大飯店豪悅分店,"臺北市中山區松江路93巷9號1-8樓,9號2-5樓-1~7,6樓-1~3,7樓-1,8樓-1,97巷18號",02-25177272,-,32間,NT$3200-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
豪城商旅民生館,臺北市松山區民生東路三段113巷7弄11號1樓至6樓,02-27137078,http://www.city-hotel.com.tw/,38間,NT$3200-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3200,-
璞漣商務旅館西門店,臺北市萬華區成都路27巷6號,02-23718616,http://www.hotel-puri.com.tw,57間,NT$3300-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3300,-
水都溫泉會館,臺北市北投區光明路283號,02-28979060,http://www.spaspringresort.com.tw/,33間,NT$3300-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3300,-
皇家季節酒店1館,臺北市大同區南京西路326號1樓、2樓、3樓、4樓、5樓，及8樓、9樓,"02-25554288,25556488",http://www.taiwanseasonshotel.com,48間,NT$3300-4300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3300,-
多郎明哥旅館,臺北市大安區信義路三段73號,02-27001200,http://www.dolamanco.com.tw,30間,NT$3380-4180(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3380,-
和怡商務旅館,臺北市南港區重陽路122號,02-27890505,http://www.kofhotel.com,43間,NT$3380-6140(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3380,-
謙匯普樂室行旅,臺北市信義區信義路5段109號地下1樓,02-87864188,-,40間,NT$3380-5580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3380,-
探索汽車旅館延平館,臺北市士林區延平北路五段23號2至5樓及23之1號2至5樓,02-88112588,http://discoverygroup.com.tw,40間,NT$3380-12880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3380,-
西門星辰精典大飯店,臺北市萬華區峨眉街72號1至8樓,02-23831123,-,25間,NT$3380-5380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3380,-
璽愛旅店,"臺北市中正區忠孝西路一段72號3樓,3樓之1",02-23880808,http://www.slovehotel.com.tw/,39間,NT$3400-4300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3400,-
香城大飯店,臺北市大安區信義路四段295號1至11樓,02-27049546,http://www.city-hotel.com.tw/,60間,NT$3400-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3400,-
享住旅店JustLiveInn,"臺北市中正區漢口街一段4,6號2-4樓",02-23713151,http://www.miyihotel.com.tw,18間,NT$3450-4650(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3450,-
109HostelTaipei台北109青旅,臺北市中正區博愛路36號3樓,0905-972109,https://109hostel.com/,6間,NT$3500-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
智慧環境會館-菁山遊憩區,臺北市士林區菁山路101巷71弄16號,02-28625116,http://www.star-fountain.com,17間,NT$3500-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
同一大飯店,臺北市中山區農安街36號3-10樓　,02-25923977,-,95間,NT$3500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,3
和昌商務旅館台北西門館,臺北市萬華區桂林路24號1-5樓,02-23088828,-,16間,NT$3500-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
立建賓館,"臺北市松山區八德路四段656,656-1號7-8樓",02-27691135,https://www.facebook.com/leechanhotel,66間,NT$3500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
皇家季節酒店2館,臺北市大同區南京西路330號1至11樓,"02-25556488,25586488",http://www.taiwanseasonshotel.com,46間,NT$3500-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
幸福大旅社,臺北市萬華區內江街55巷26號1-4樓,02-23716808,-,22間,NT$3500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3500,-
香都大飯店(香城長安),臺北市中山區長安東路一段52號1-7樓,02-25312121,http://www.city-hotel.com.tw,35間,NT$3520-4400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3520,-
洛碁大飯店林森館,臺北市中山區林森北路617號1至10樓,02-25955225,http://www.greenworldhotels.com/,80間,NT$3600-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
互舍商旅台北館,臺北市大同區重慶北路二段172號1至14樓、5樓之1至14樓之1及174號、保安街13、11號4樓,02-25533919,http://www.hu-house.com,148間,NT$3600-36000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
橙舍背包客國際青年旅館,臺北市萬華區漢口街二段41號1-3樓,02-23119559,-,5間,NT$3600-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
安和旅館,臺北市大安區安和路一段139號B1-7樓,02-27005088,http://ah.evergreenhotel.com.tw,45間,NT$3600-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
橙舍青年旅館（臺北二館）,"臺北市萬華區漢口街二段56號2-3樓,58號3樓",02-23119559,-,22間,NT$3600-16000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
香城大飯店松山分店,臺北市松山區市民大道六段67號1-9樓,02-27693969,http://www.city-hotel.com.tw,56間,NT$3600-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
東京國際飯店,臺北市中山區長春路39號2-6樓,02-25643733,http://www.tokyohotel.com.tw/,43間,NT$3600-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
國王大飯店,臺北市中山區南京東路1段118號,02-25811111,http://www.emperorhotel.com.tw/,97間,NT$3600-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
長春精品旅館,臺北市松山區慶城街29號,02-27188268,https://www.taiwantravelmap.com/hotel/750-ch-index.html,86間,NT$3600-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3600,-
清翼居旅店童話館,臺北市中正區開封街1段36號3-7樓,02-23117168,http://tp.morwinghotel.com/,39間,NT$3700-4900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3700,-
富裕自由旅店-北車開封館,臺北市中正區開封街1段41號2-9樓,02-23881788,https://www.hotelrf.com/our-hotels.html,42間,NT$3800-25000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3800,-
薇閣精品旅館,"臺北市中山區錦州街27、29號,31號2-4樓",02-25318000,-,87間,NT$3800-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3800,-
新驛旅店,臺北市中正區懷寧街7號,02-23148008,-,51間,NT$3800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3800,-
太豪大飯店,臺北市松山區興安街137號1-6樓,02-27195152,http://www.city-hotel.com.tw,38間,NT$3800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3800,-
悅心旅,臺北市大同區重慶北路1段61號1樓至3樓,02-25591525,-,14間,NT$3800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3800,-
儷萊旅館,"臺北市中正區中華路一段21號4-5樓,8-11樓",02-23111440,-,78間,NT$3960-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3960,2
探索汽車旅館南港館,臺北市南港區重陽路66號1至4樓,02-26537727,-,61間,NT$3980-19980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3980,-
凱微精品旅館,臺北市中山區林森北路381號9-10樓,02-25426879,http://kaiwei.mmmtravel.com.tw,28間,NT$3980-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3980,-
旅樂序精品旅館三館,臺北市中正區懷寧街34號1至8樓,02-23758333,http://www.hotelrelaxclub.com/,41間,NT$3988-5188(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3988,-
高雅賓館,臺北市大安區和平東路三段139號及139號2-7樓、141號及141號2-5樓,02-27388947,http://www.elegance-taipei.com,30間,NT$3990-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3990,-
新驛旅店西門捷運店,"臺北市中正區衡陽路124號1-7樓,寶慶路63號",02-77252288,-,66間,NT$4000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
叙美精旅,臺北市中正區重慶南路1段111號,02-23832088,http://www.beautyhotels.com.tw,38間,NT$4000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
背包棧旅店西門店,臺北市萬華區康定路25巷13號,02-89783666,-,19間,NT$4000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
豪景大酒店,臺北市萬華區環河南路1段77號,02-23113131,http://www.riverview.com.tw,217間,NT$4000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
家賓大旅社,臺北市文山區景文街42號6-7樓,02-29325915,-,32間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
北門臥客青年旅舍,臺北市大同區甘谷街26號2樓之1,02-25557177,http://www.wecomehostel.com,5間,NT$4000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
第一大飯店,臺北市中山區南京東路2段63號,02-25418234,http://www.firsthoteltaipei.com,176間,NT$4000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
幸福蘋果旅店,臺北市萬華區峨眉街109、109-2號(1樓部分、2至7樓),02-2311-7877,-,49間,NT$4000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
儷客旅店-站前店,臺北市中正區忠孝西路一段72號5樓及5樓之1,02-23118081,https://www.muzikhotel.com.tw/,30間,NT$4000-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
台灣青旅,臺北市中正區青島西路11號地下1樓,02-23613000,http://www.TaiwanYH.com,12間,NT$4000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
水滴米窩,臺北市中正區忠孝西路1段50號7樓、7樓之1、之2、之3、8樓,02-23810028,-,200間,NT$4000-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
葛瑞絲商旅敦北館,臺北市松山區敦化北路216號1樓至5樓,02-27886682,https://www.gracehotel.com.tw,34間,NT$4180-14080(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4180,-
丹迪旅店-大安森林公園店,臺北市大安區信義路三段33號3-10樓,02-27076899,http://www.dandyhotel.com.tw,73間,NT$4200-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
皇家大飯店,臺北市中正區懷寧街5-1號1-6樓,02-23111668,https://www.taipeiroyalhotel.com/,40間,NT$4280-6680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4280,-
藝築文旅開封館,臺北市萬華區開封街二段63號,02-23312986,-,12間,NT$4280-17800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4280,-
京都商務旅館,臺北市中山區長春路38號3-10樓,02-25673366,https://www.mrhost.com.tw/store/p307/taipeikyotohotel.html,40間,NT$4300-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4300,-
新驛旅店復興北路店,臺北市中山區復興北路338號,02-25158777,-,120間,NT$4300-7300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4300,-
台北碧瑤飯店,臺北市松山區八德路二段367號1-10樓,02-27813121,http://www.hotelb.com.tw/,84間,NT$4300-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4300,-
瑞華旅社,臺北市大安區忠孝東路四段235號4-5樓,02-27413147,-,20間,NT$4300-4300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4300,-
方舟旅店長安復興,臺北市中山區長安東路二段246號3樓、10樓及11樓,02-27727750,-,82間,NT$4300-18880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4300,-
好駐旅館,臺北市中山區新生北路一段106號6樓、7樓、7樓之1-9,02-25213131,-,29間,NT$4360-7360(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4360,-
華麗大飯店,臺北市萬華區康定路41號,02-23818111,http://f-hotel.com.tw,88間,NT$4370-6120(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4370,-
福泰桔子商務旅館（林森店）,臺北市中山區林森北路139號1樓至8樓及地下室,02-25632688,-,88間,NT$4400-4950(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4400,-
盤古捷旅,臺北市中山區中山北路1段135巷39號(地上層至7層),02-25671001,http://www.panco-hotels.com.tw/,50間,NT$4400-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4400,-
