旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
新聯美旅社,臺中市潭子區潭陽里潭興路二段494號,04-25360421,-,6間,NT$700-700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
紫禁城精品汽車旅館,臺中市南屯區大墩六街488號,04-23869999,http://www.fcmotel.com,68間,NT$2380-17600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
企業家大飯店,"臺中市東區和平街160號1至4樓,158巷7號1至6樓",04-22207733,-,79間,NT$1400-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2
真正好旅店,臺中市豐原區源豐路152號,04-25256877,-,56間,NT$3000-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
奇異果快捷旅店-捷運中清店,臺中市北區華美街2段312號,04-35006537,http://www.rs-kiwihotel.com/web/summary/47,48間,NT$3800-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
逗留旅店DOULIUinnHotel,臺中市西區西屯路一段175號1至6樓,04-23221775,-,50間,NT$1080-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
框框背包客棧,臺中市龍井區臺灣大道五段3巷62弄56號,0908-368110,https://www.gc-stay.com/,5間,NT$1650-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠夜文旅,臺中市西區公正路122號,04-23019797,http://www.greenight-hotel.com,30間,NT$5200-13800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
隱和旅,臺中市西屯區西屯路二段272之16號,04-27063123,http://www.innk.com.tw,48間,NT$8000-16000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
薆悅酒店-Grand,臺中市北區五權路228號、228號2~10樓、228號地下1樓,04-22016111,-,109間,NT$3800-136000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
初心旅行農莊,臺中市石岡區龍興里萬仙街仙塘坪巷125之1號,04-25819803,-,4間,NT$3600-8600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
撲克商旅,臺中市西區西區民權路67號,04-22220908,http://www.aacehotel.com.tw/,26間,NT$1500-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲月精品會館,臺中市大里區勝利二路100號,04-24815688,http://www.kumotsukimotel.com.tw,41間,NT$4680-10980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
水雲端旗艦概念旅館（旗艦主題館）,臺中市西屯區環中路二段1565號,04-24525678,http://icloudhotel.com.tw,41間,NT$25960-25960(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
二川行旅,臺中市南區復興路3段372號,04-22265188,https://www.instagram.com/hiriver_hotel/,51間,NT$3680-8880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雀客旅館台中黎明,臺中市西屯區福星西路39號地下2至地上1層、3至10層,04-27075286,-,41間,NT$3200-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
新羽旅舘,臺中市東區和平街142號,04-22250550,-,40間,NT$980-1380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三好行旅,臺中市南屯區文心路一段552號3~14樓(之1),04-23208777,http://www.sunhaohoteltxg.com,141間,NT$8800-16800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
葉綠宿旅館,臺中市西屯區西屯路二段287號2樓至7樓,04-27077373,http://www.greenhotel.com.tw,65間,NT$1500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台中大毅老爺行旅,臺中市西區英才路601號,04-23766732,http://www.hotelroyal.com.tw/taichung/,170間,NT$8800-36000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
燕華樓行旅,臺中市和平區梨山里民族街22號,04-25989511,-,29間,NT$800-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
53行館,臺中市中區中山路27號,04-22206699,http://www.53hotel.com.tw,70間,NT$6050-9350(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
中科大飯店,臺中市北屯區旅順路2段7號1至19樓,04-22465599,http://www.zkhotel.com.tw/,225間,NT$14400-22400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
華登商務大飯店,臺中市北屯區瀋陽路1段84號1至7樓,04-22964888,https://www.waughdenhotel.com.tw/,45間,NT$2000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
荷村汽車旅館,"臺中市梧棲區中華路一段1131巷1,2,3,5至20號",04-26569696,-,20間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
米閣商旅,臺中市北區六合里成功路437號,04-22212188,-,57間,NT$2560-6560(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
新福商務飯店,臺中市北區崇德路一段647號1樓、3樓之1至之6、4樓之1至之10、5樓之1至之10、6樓之1至之10、7樓之1至之2,04-22359311,http://www.sinfu.com.tw,43間,NT$2880-6280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2
胡明月山房,臺中市新社區永源里中和街一段山腳巷20之8號,04-25822386,-,5間,NT$4000-9600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
飛燕城堡度假飯店,臺中市和平區梨山里民族街46號,04-25989577,http://www.sunshine-hotel.com.tw,48間,NT$4200-12800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台中商務旅館,臺中市西屯區臺灣大道三段593號,04-22556688,http://www.hungsmansion.com,101間,NT$7700-55000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福忠彩虹渡假旅館,臺中市和平區梨山里中正路61號,04-25989506,-,32間,NT$4080-5980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
無塵民宿,臺中市新社區中和街一段山腳巷20-2號,04-22548000,-,5間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
奇異果快捷旅店-中正店,臺中市中區臺灣大道一段441號3至9樓,04-22294466,http://www.rs-kiwihotel.com/web/summary/43,43間,NT$8000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
時空行旅,臺中市西區明義街71號,04-23280583,http://www.timeflyer.com.tw,36間,NT$2000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
賀緹酒店,臺中市太平區育賢路286號,04-23932999,-,217間,NT$6800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
微笑73旅店,臺中市中區光復路101號,04-22211666,-,52間,NT$5000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
奇異果快捷旅店－站前一館,臺中市中區臺灣大道一段19號6至12樓,04-22245577,-,67間,NT$4600-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
潭子旅社,臺中市潭子區潭陽里潭興路二段504號,04-25371359,-,4間,NT$700-1000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雀客快捷台中福星,臺中市西屯區福星北一街59號,04-24521313,https://59hinn.ezhotel.com.tw/,21間,NT$5000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
愛力根汽車旅館,臺中市梧棲區港埠路二段450號,04-26582255,-,20間,NT$1680-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
日光山林,臺中市東勢區新城街288巷22號,0989-020819,http://sunhill.okgo.tw,4間,NT$3500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
星漾商旅(中清館),臺中市北區中清路一段63號,04-22083888,http://008.stay-hotel.com.tw/,63間,NT$2280-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東圓賓館,臺中市北區成功路443號3至7樓及443之1號3至7樓,04-22270237,http://duhotel.emmm.tw/,48間,NT$1890-3990(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
喬木民宿,臺中市新社區中和街3段30-1號,04-25826906,-,2間,NT$1100-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
統一谷關渡假村,臺中市和平區東關路一段188號,04-25950000,https://gu.uni-resort.com.tw/,70間,NT$4500-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4
茂華商旅,臺中市大甲區蔣公路170號,04-26873377,http://www.maohua.com.tw,74間,NT$980-4980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
春水漾旅館,臺中市豐原區成功路579號,04-25205899,http://www.springyoung.com.tw,47間,NT$5980-12880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
崧湯汽車旅館,臺中市北屯區崇德六路216號,04-36028889,-,21間,NT$5980-5980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
彰化縣農會東勢林場,臺中市東勢區勢林街6-1號,04-25872191,-,107間,NT$3300-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鼎隆國際商旅,臺中市西屯區臺灣大道三段558號,04-27065411,https://www.hoteldion.com.tw/,30間,NT$2980-8600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雀客快捷台中逢甲,"臺中市西屯區至善路234巷2號,16號,12號2至7樓",04-24523456,-,78間,NT$5500-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
緣橋汽車旅館,臺中市南屯區大墩11街433號,04-22521868,https://taiwanstay.net.tw/tourism_web/search.php?list_type=legal,47間,NT$8000-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金禧民宿,臺中市龍井區新東里6鄰新興路11巷6號,04-26311166,-,4間,NT$3000-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美之旅商務飯店,臺中市西區美村路一段269號,04-23024330,-,56間,NT$7200-15800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2
極光旅館,臺中市北屯區經貿東路111號,04-22956111,-,33間,NT$580-11980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
心驛旅館,臺中市南屯區公益路二段411號,04-22510937,-,23間,NT$2780-5980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
米樂旅店,臺中市西屯區黎明路三段493號,04-27083315,http://www.miller-inn.com.tw,40間,NT$5000-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
塔木德酒店Choice-一中館,臺中市北區太平路22號3樓至7樓,04-22277733,http://www.talmud.com.tw,72間,NT$6000-10500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
兆品酒店(兆尹樓),臺中市北屯區后庄路268、270號1至13樓,04-24255678,http://taichung.maisondechinehotel.com/,124間,NT$6600-88000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4
雀客快捷台中福星二館,臺中市西屯區福星北三街35號,04-27003268,-,22間,NT$5100-5100(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福星旅店,臺中市西屯區福星北路45號,04-27069007,-,56間,NT$6000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雀客藏居台中大墩,臺中市西屯區何南里大墩二十街37號,04-23230778,-,84間,NT$7700-7700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
瑞君商務旅館,臺中市東區復興路4段100號11-12樓,04-22235838,-,27間,NT$1200-1560(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
寶貝小時光親子民宿,臺中市龍井區臺灣大道五段109巷12號,0982-919680,-,3間,NT$6000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
出雲山莊,臺中市和平區雪山路出雲巷21-2號,04-25971409,https://www.cfarm.com.tw/,5間,NT$1950-3960(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
璞樹文旅,臺中市西屯區黎明路三段235號,04-24510235,http://www.treeart.com.tw,42間,NT$2600-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
春天國際旅館,臺中市南區德祥街86號,04-22638866,-,25間,NT$5980-7980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
成旅晶贊飯店,臺中市中區民權路66號、繼光街25號1至9樓,04-22235678,http://www.parkcthotel.com,109間,NT$8000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
雀客旅館台中文心中清,臺中市北區北平路一段6號,04-22911166,-,89間,NT$5200-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
天月人文休閒旅館,臺中市西屯區朝馬三街18號,04-22582000,http://www.moonlightmotel.com.tw,26間,NT$12800-12800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
麒麟峰溫泉旅館,臺中市北屯區東山路2段65巷15號,04-22393114,-,6間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
米力旅店,臺中市西屯區福星北一街15號,04-27073777,-,81間,NT$5800-11800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
江洋汽車旅館,臺中市北區漢口路3段96之5號1、2樓,04-22926015,-,20間,NT$1480-3980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
黃埔75旅店,臺中市西區五權路203號,04-22066611,-,56間,NT$5000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
優勝美地汽車旅館太原會館,臺中市北區太原路二段3、5號,04-22963229,http://www.ysmtmotel.com,27間,NT$3180-3680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
奇異果快捷旅店－站前二館,臺中市西區綠川西街29號,04-35067728,http://www.rs-kiwihotel.com/web/summary/49,29間,NT$1800-16000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山居歲月民宿,臺中市和平區中坑路中坑巷2-8號,04-25971218,-,3間,NT$5000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
HOTELZ,臺中市西屯區福星北一街61號,04-24525677,http://www.hotel-z.com,36間,NT$6000-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
高苑旅館,臺中市北區臺灣大道一段640號,04-22261566,-,40間,NT$4200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
秀禾宇庭園民宿,臺中市東勢區東關路五段808巷168號,0920-633564,https://www.facebook.com/showholand168/,4間,NT$4500-7500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
溫莎堡庭園商務旅館,"臺中市豐原區成功路686,688號",04-25292919,-,30間,NT$1580-1680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富比世大飯店,臺中市北區學士路181號B1-7樓,04-22058811,-,76間,NT$1440-1960(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雀客快捷台中一中,臺中市北區錦新街18號2樓之1~3至7樓之1~3、2樓之5~7至6樓之5~7、7樓之5（2至7層）,04-22231157,https://www.facebook.com/F22231157/,34間,NT$5800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
承攜行旅台中自由館,臺中市中區自由路二段66號、66號8樓,04-22258800,-,81間,NT$3980-20880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
法堤商旅,臺中市北區健行路585號,04-22082299,-,60間,NT$7800-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
探索私旅,臺中市西屯區漢翔路3號,04-24518851,-,79間,NT$10000-16000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
希堤微旅HotelMapp,臺中市西屯區上石路158號1樓,04-27078378,http://www.hotelm.com.tw,21間,NT$4800-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福容大飯店麗寶樂園,臺中市后里區福容路88號,04-25592888,https://www.fullon-hotels.com.tw/ym/,272間,NT$11800-55800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
快樂腳旅棧,臺中市中區中華路一段185號9樓之1至9樓之16、10樓之1至10樓之17,04-22232033,http://https://www.facebook.com/happyinnhostel/,30間,NT$1980-7680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台中世聯商旅,臺中市北屯區文心路四段339號,04-22493322,http://tc.linkworldhotel.com.tw/,59間,NT$6050-6820(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
新盛橋行旅,臺中市中區中山路26號,04-22211888,http://ssb-hotel.com.tw/,31間,NT$1200-16800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東勢汽車商務旅館,臺中市東勢區正一街1號,04-25882218,-,19間,NT$1960-2560(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台中富信大飯店,臺中市中區市府路14號,04-22296999,http://www.fushin-hotel.com.tw,88間,NT$5200-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
北一賓館,臺中市北屯區天祥街7、9號,04-22334787,-,21間,NT$980-1680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
夢想12旅店,臺中市北區柳川西路4段1號12樓1號、2號,04-22276622,https://book-directonline.com/properties/dream12hoteldirect?locale=zh-TW&items[0][adults]=2&items[0][children]=0&items[0][infants]=0&currency=TWD&checkInDate=2022-05-20&checkOutDate=2022-05-21&trackPage=no,31間,NT$15000-17000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
第五大道汽車旅館,臺中市西屯區市政北二路51號,04-22586677,https://www.facebook.com/fifthavenuemotel,21間,NT$3600-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
清泉旅社,臺中市大雅區月祥路502巷1號,04-25663146,-,6間,NT$900-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
豐和立99行館Hotel99,臺中市西屯區福星北一街83號,04-27060931,http://hotel99.tw/,25間,NT$1000-14000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
塔木德酒店-台中館,臺中市西屯區西屯路二段200號,04-23133888,http://www.yuandehotel.com,98間,NT$6500-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
彩虹山舍,臺中市石岡區德興里和盛街南眉巷10號,0981-022329,-,4間,NT$5800-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金典綠園道商旅,臺中市西區健行路1049號17樓及19樓等32戶,04-23288000,http://www.splendor-taichung.com.tw,29間,NT$5200-11000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
微笑菩提背包客棧,臺中市霧峰區錦榮里樟公北巷58弄1號,0982-906385,http://www.facebook.com/smile.buddhi,2間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
香城大飯店,臺中市北屯區柳陽東街50號,04-36069888,http://www.city-hotel.com.tw,65間,NT$5800-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
米可商務旅館,臺中市西區篤信街26號,04-22060591,-,20間,NT$1980-1980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
風華嚼旅,臺中市北區育才北路73號,04-22298555,http://www.aromachewhotel.com/,22間,NT$15000-17000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
天一大旅社,臺中市清水區新興路123號,04-26222364,http://www.tianyi-hotel.com.tw,21間,NT$1000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
百老匯賓館,臺中市北區原子街127巷21-1號4樓,04-22027979,-,7間,NT$1200-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
裕元花園酒店,臺中市西屯區台灣大道四段610號(台中港路3段78-3號),04-24656555,http://www.windsortaiwan.com,149間,NT$0-88000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5
月湖老家,臺中市新社區月湖里東湖街2段68巷38號,0937-283360,-,3間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
梨都行旅,臺中市和平區梨山里民族街34號,04-25989256,-,24間,NT$5000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
薆悅酒店,臺中市東區台中路203號,04-22812222,http://taichung.inhousehotel.com/,107間,NT$5200-18800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂活行館,臺中市南屯區永春東七路599號,04-23860088,http://www.icolour.com.tw,37間,NT$6600-11000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
涵館汽車旅館,臺中市南屯區惠弘街169號,04-23832188,http://www.hanguan-motel.com/zh-tw,45間,NT$12280-12280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
禾康商務旅館,臺中市北屯區四平路35號5-6樓,04-22957333,http://www.herkang.com.tw/,38間,NT$6000-16000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲山初露,臺中市東勢區茂興里東蘭路石排巷26-118號,04-25770786,-,4間,NT$3800-6900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
藍天飯店,臺中市中區市府路38、40號,04-22231538,http://1969blueskyhotel.com,61間,NT$2500-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
潛立方旅館,臺中市西屯區安和西路69號,04-23552208,http://www.divecube.com.tw/,30間,NT$2800-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富王大飯店,臺中市西屯區文心路2段636號,04-23265463,http://www.fulwon.com.tw/company.htm,141間,NT$10000-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
愛麗絲國際大飯店,臺中市西區柳川西路二段77號,04-23782645,http://www.aeris-hotel.com/,200間,NT$3600-8500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲端商務旅館,臺中市中區公園路36號,04-22288168,http://www.cloud-hotel.com.tw,112間,NT$1800-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
東城年代旅舍,臺中市中區中山路14號,04-22225002,-,25間,NT$600-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
拓程商務旅館,臺中市西屯區青海路二段242之33號,04-27089000,http://www.thegaleriehotel.com,90間,NT$5000-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
踢生活背包客棧,臺中市龍井區新東里23鄰新興路27巷10號,0989-610980,http://tlifehostel.com,5間,NT$3200-6400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
62巷背包客棧,臺中市龍井區臺灣大道五段280號,0978-162346,http://www.lane62.com,5間,NT$1800-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
旭日文旅,臺中市北區五權路276號1~5樓，272、274號2~5樓，太平路221號2~5樓,04-22022175,-,48間,NT$3680-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
通豪大飯店,臺中市北區中清路一段521號,04-22956789,-,226間,NT$8800-48000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鵲絲旅店,臺中市西屯區福星路230-1至230-4、232、232-1至232-4號,04-24525387,http://www.chasehotel.com.tw,63間,NT$2200-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
麗都賓館,臺中市西屯區中康街81號,04-24250016,https://www.facebook.com/lidohotel.com.tw/,20間,NT$1200-1400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
歐風商旅,臺中市西屯區惠民路199號1-4樓,04-22599299,http://www.ofunhotel.com,36間,NT$2500-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
竹林雅緻商務汽車旅館,臺中市南屯區大觀路19巷20號,04-23802399,-,31間,NT$2780-8580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
天韻旅館,臺中市西屯區市政南一路307號,04-22585523,-,34間,NT$16500-16500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
高苑旅館中山店,臺中市北區中山路444號及原子街20、22號,04-22298755,http://www.kaoyuan.com.tw,28間,NT$1860-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
中科后豐會館,臺中市神岡區豐洲里五權路128號,04-25122211,http://www.zk-hofong.com.tw,68間,NT$10400-14000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
城市漫遊行旅,臺中市北屯區庄美街198號、198號2樓至6樓,04-24258001,https://taiwanstay.net.tw/tourism_web/search.php?list_type=legal,61間,NT$5000-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
新幹線花園酒店,臺中市南屯區工業區十八路29號,04-23501088,http://www.zk-shinkansen.com.tw/newsdetail.php?newsid=306,116間,NT$5600-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雙星大飯店,臺中市東區復興路4段158號,04-22261811,http://www.gohotel.com.tw,104間,NT$1400-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2
緣點旅館,臺中市東區大公街29號,04-22210567,http://www.ddinnhotel.com/,47間,NT$6800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
楓華沐月行館,臺中市北區臺灣大道一段635號1~10樓,04-22293722,https://www.hotelmaple.com.tw,58間,NT$3080-6100(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
漫旅光城,臺中市中區中區光復路169-1號,04-22291689,-,28間,NT$15000-17000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
明通行商旅,臺中市中區平等街24號(1、3至7樓),04-22265601,-,33間,NT$3880-7160(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
城市水棧汽車旅館,臺中市大雅區雅環路一段153號,04-25679888,http://www.watercity.com.tw/,33間,NT$7980-8980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
誠星旅館,臺中市西區公益路68號14~15樓,04-23219696,-,47間,NT$700-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
