旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
Wave青年旅店,宜蘭縣頭城鎮環鎮東路二段600巷33號,0961-001224,-,3間,NT$2800-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
光旅暖稻,宜蘭縣蘇澳鎮隆恩路70之68號,0912-005282,-,4間,NT$7200-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
禾沐民宿,宜蘭縣羅東鎮復興路3段388巷47弄32號,0988-107811,-,2間,NT$17000-17000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
參加壹民宿,宜蘭縣羅東鎮忠孝新村7號,0916-086133,https://twstay.com/RWD1/index.aspx?BNB=3adds1,2間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
稻鄉民宿,宜蘭縣五結鄉五結路一段469巷13號,0920-232198,https://twstay.net/hometownofrice/?fbclid=IwAR3ZZtSMc3MhK5w13ZZMaZ4YFXZEeMcEiCKocpP1d4O-slR9yUbKOUbJ7II,3間,NT$3300-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
這好宅民宿,宜蘭縣羅東鎮月眉路606-2號,0975-603104,https://thegoodhouseyilan.mystrikingly.com/,3間,NT$5200-6400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
禾下沐風,宜蘭縣五結鄉孝威路186巷22號,0916-175361,-,5間,NT$3000-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
柯林小屋,宜蘭縣冬山鄉柯林二路325號,0918-489022,https://www.facebook.com/groups/914476268604565/,4間,NT$2000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂客,宜蘭縣三星鄉照林路三段269巷16號,0937-017331,-,2間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蘭洋親子民宿,宜蘭縣五結鄉三結二路33巷10號,0910-331000,-,4間,NT$4980-5980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
喬民宿,宜蘭縣頭城鎮蘭博二路200巷25號,0989-871477,http://ciaohome.info,4間,NT$4300-4300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
艷陽天民宿,宜蘭縣頭城鎮環鎮東路二段600巷23號,0937-643113,http://www.ilansunny.tw,4間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
頭城賞鯨之家,宜蘭縣頭城鎮環鎮東路二段600巷9號,0937-882906,-,4間,NT$3580-4880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
羅東夜市舒果,宜蘭縣羅東鎮西安街368巷45號,0975-959801,https://shuguobnb.business.site/,3間,NT$9980-9980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
丸山村民宿6,宜蘭縣冬山鄉鹿埔路128巷22弄6號,03-9680552,-,3間,NT$9000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
喜樂,宜蘭縣冬山鄉上河路一段96號,0983-302266,https://booking.owlting.com/theriveryilan,5間,NT$5500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
情園民宿1,宜蘭縣冬山鄉武罕二路132巷26號,0912-677913,https://chingyuan.ylbnb.com.tw/,3間,NT$6500-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
知足民宿,宜蘭縣冬山鄉上河路一段98號,0906-506507,https://booking.owlting.com/theriveryilan,5間,NT$5500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美村民宿,宜蘭縣五結鄉大吉一路269號,03-9604869,http://www.beautifulvillage269.tw,5間,NT$6300-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
單眼皮民宿,宜蘭縣員山鄉深洲路93-3號,0919-514-522,-,3間,NT$4200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
甘丹文旅LaVieGANDAN民宿,宜蘭縣三星鄉五分路二段260號,0910-003609,-,2間,NT$3000-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
好窄民宿,宜蘭縣壯圍鄉古結路33-2號,0988-280619,http://howj.idv.tw/,4間,NT$2500-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
快樂糖,宜蘭縣三星鄉安農北路二段200-1號,0932-776635,-,2間,NT$2600-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小親親2.0民宿,宜蘭縣冬山鄉武罕五路150巷22弄32號,0965-503069,https://kiss2.ylminsu.com.tw/,3間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
寄居蟹,宜蘭縣頭城鎮頂埔路一段46號,0955-192219,https://www.facebook.com/%E5%AF%84%E5%B1%85%E8%9F%B9%E6%B0%91%E5%AE%BF-100652678144057/?modal=admin_todo_tour,3間,NT$2300-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
睡海邊民宿,宜蘭縣蘇澳鎮蘇花路3段146號,09-21842758,https://yilanshuihaibianminsu1.webnode.tw/,2間,NT$3200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
愛舞居民宿,宜蘭縣礁溪鄉塭底路70之10號,0989-061905,-,4間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
丸山村民宿5,宜蘭縣冬山鄉鹿埔村鹿埔路128巷22弄5號,0905-016900,-,3間,NT$9000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
忠僕朗居文旅飯店,宜蘭縣頭城鎮青雲路三段126號,03-9789787,https://www.loungehotel.com.tw/,79間,NT$7800-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
上雅居,宜蘭縣三星鄉萬富村4鄰上將路5段230號,0928-978762,https://www.shangyaju.sct.tw/,4間,NT$4200-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
丸山村民宿2,宜蘭縣冬山鄉鹿埔村鹿埔路128巷22弄2號,03-9680552,-,3間,NT$9000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
會心民宿,宜蘭縣壯圍鄉壯濱路一段222號,0955-835748,https://www.facebook.com/wellscene.hostel/,5間,NT$2100-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
忘憂匯館民宿,宜蘭縣壯圍鄉古結路35-9號,0911-587249,-,5間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
丸山村民宿3,宜蘭縣冬山鄉鹿埔路128巷22弄3號,0905-016900,-,3間,NT$9000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
情園民宿2,宜蘭縣冬山鄉武罕2路132巷22號,0912-677913,https://chingyuan2.ylbnb.com.tw/,3間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
時空心靈客棧,宜蘭縣五結鄉錦草中路96號,0936-679877,-,4間,NT$1980-2980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
FIKA飛卡民宿,宜蘭縣冬山鄉梅林路650巷60號,0918-268957,http://fika.yibnb.net/,4間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
靜境Villa,宜蘭縣壯圍鄉過嶺路261巷17-52號,0926-333291,-,4間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
奶蜜之地,宜蘭縣礁溪鄉二結路15之6號,0979-132585,-,3間,NT$18800-18800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂山水休閒農園,宜蘭縣冬山鄉柯林一路266號,0921-620963,https://l.facebook.com/l.php?u=http%3A%2F%2Flandscape.ylminsu.com.tw%2F%3Ffbclid%3DIwAR2wB0-q9ytMeRyGI1ZFHB15gAL66Z7sdMt6lpJqXAfmMu-hw-fVbUHqdJ4&h=AT2yDhOke3fd8ClIu-k_D1bJR4CLfF1ZAMjou9j_tFpjFBaSM4FamSnwTLrhyp5T4zx1FtY4ER-neaBeQ5aD4QZacBSYZNhm1Af_JsV1Z4rJ,3間,NT$2500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三星田點FullHouse,宜蘭縣三星鄉楓林11路183號,0933-733882,-,5間,NT$2500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
松之羽,宜蘭縣冬山鄉美和路1段278巷151號,0911-243,https://www.facebook.com/dreamfarm.ilan/,5間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
迪布斯,宜蘭縣礁溪鄉柴圍路83-32號,0927-963513,-,3間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小田時光親子民宿,宜蘭縣五結鄉福和二路112號,0918666802-0939419867,-,3間,NT$7500-7500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
桐話親子民宿,宜蘭縣三星鄉上將路5段298號,0980-123,-,4間,NT$2980-4580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
永恆之星1333,宜蘭縣五結鄉三吉中路52巷15弄28號,0913-067687,https://lin.ee/jFopVMd,2間,NT$27000-27000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
橙香民宿,宜蘭縣冬山鄉鹿得二路289號,0933-760406,-,3間,NT$6000-7500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
逸家民宿,宜蘭縣五結鄉五結中路2段241巷7弄7號,0917-265856,-,3間,NT$5200-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
五號天空,宜蘭縣三星鄉中興七路5號,0938-880861,-,3間,NT$3200-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
松樹門湧泉民宿,宜蘭縣冬山鄉松樹路29巷18號,0956-585278,-,4間,NT$2500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
園外,宜蘭縣五結鄉親河路2段103巷3弄3號,0932-907061,-,3間,NT$3200-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
米淇旅店有限公司,宜蘭縣羅東鎮中正北路42號4、5樓,03-9530666,-,40間,NT$7888-14888(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
3Kiss民宿,宜蘭縣五結鄉季水路北巷2-17號,0965-503069,https://3kiss.ylminsu.com.tw/,4間,NT$4000-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
我家旅店,宜蘭縣羅東鎮中正路186-2號3樓,0900-041055,-,14間,-
1919背包客棧,宜蘭縣宜蘭市光復路4號3、4樓,03-9358199,-,10間,NT$18000-18000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
宜蘭怪怪的家,宜蘭縣三星鄉三星路二段99巷17弄5號,0921-608533,https://guai-guai.ylminsu.com.tw/,3間,NT$6000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
禾嵐輕旅,宜蘭縣三星鄉上將路五段606巷12號,0915-866839,-,3間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
星動小屋,宜蘭縣三星鄉上將路五段608之5號,0928-818426,-,2間,NT$5000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
尚好居,宜蘭縣員山鄉深洲二路83號,0937-159867,https://www.facebook.com/ShanHaoJuVilla,4間,NT$2380-4380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蘭陽烏石港海景酒店,宜蘭縣頭城鎮大武路180號,03-9771111,https://www.lanyangseaview-hotel.com/,135間,NT$11000-19800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
烏石居,宜蘭縣頭城鎮朝陽路93號,0916-099165,-,3間,NT$1500-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小K咖啡B&B民宿,宜蘭縣三星鄉大義六路33號,0970-263183,https://kei.cafe,4間,NT$3600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
渡船頭休閒會館,宜蘭縣員山鄉榮光路551號,0938-778994,-,5間,NT$5000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
漫夜星空民宿,宜蘭縣三星鄉大德路二段540號,0989-140477,-,5間,NT$10000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蒲公英莊園,宜蘭縣五結鄉新店路130-16號,0937-920575,https://booking.owlting.com/dandelionmanor?lang=zh_TW&start=2022-06-06&end=2022-06-07&adult=1&child=0&infant=0,5間,NT$7200-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
粉紅城堡民宿,宜蘭縣冬山鄉宜蘭縣冬山鄉梅花路360巷10弄45號,0978-082509,-,5間,NT$8800-10800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
沐芙民宿,宜蘭縣五結鄉成興路105巷7號,0980-853347,https://tw-bnb.com/web/move/,3間,NT$3580-9180(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
叢宿,宜蘭縣羅東鎮月眉路602號,0971-493499,https://gardenstay.mystrikingly.com/,3間,NT$10000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
家家陽光house,宜蘭縣五結鄉親河路2段103巷3弄17號,0966-880869,-,3間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
CH會館民宿,宜蘭縣壯圍鄉永美路二段142巷67弄3號,0970-003030,-,3間,NT$6600-10600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
童樂園親子民宿,宜蘭縣五結鄉大吉二路371巷20號,0988-000247,http://childrensparadisebnb.yilan-travel.com.tw/,3間,NT$6480-8680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鵲客輕旅,宜蘭縣五結鄉成興路103巷2號,0925-387138,https://queke-light-brigade.ylbnb.tw/,3間,NT$3600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
后棧,宜蘭縣羅東鎮中山路二段352號,0922-550234,http://www.hou-inn.com.tw/index.php,12間,NT$5000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
閣樂有限公司,宜蘭縣羅東鎮倉前路83號3樓之1、之2、之3、之5、之6、之7、之8、之9、之10,0900-319333,https://twstay.tw/babylove/index.html,9間,NT$1000-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
秈境。在一起,宜蘭縣礁溪鄉宜蘭縣礁溪鄉奇立丹路107-17號,0933-878861,https://www.facebook.com/cynthiawei2982,3間,NT$16000-16000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
旅墅Villa101,宜蘭縣三星鄉健富路二段75巷5號,0935-458875,https://villa101.com,4間,NT$7000-13000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
玩童,宜蘭縣冬山鄉武罕六路72號,0910-363856,-,3間,NT$4800-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
藍洋呂遊,宜蘭縣頭城鎮環鎮東路2段355巷23號,0936-979158,-,4間,NT$3300-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
菈芙卡民宿,宜蘭縣冬山鄉境安二路45號,0981-597888,https://lafikalh.com/,5間,NT$4200-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
卡斯比亞民宿,宜蘭縣五結鄉親河路2段291巷51弄29號,0972-228053,-,3間,NT$3200-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
大俠親子休閒館,宜蘭縣三星鄉行健五路79號,0900-099501,http://daxia.yibnb.net/,4間,NT$3600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
十勝匯頂級會館,宜蘭縣三星鄉照林路3段269巷18號,0975-007920,-,4間,NT$2600-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
放鬆居民宿,宜蘭縣三星鄉大義八路283號,0928-512513,https://have-fun-house.com/,4間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
就是家人,宜蘭縣冬山鄉東二路22巷47號,0965-178241,-,2間,NT$20000-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
馥璟園,宜蘭縣冬山鄉武罕六路76號,0932-166682,-,3間,NT$4800-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雀客童媽吉親子旅館,宜蘭縣羅東鎮大新里6鄰安平路16號,03-9562788,https://www.magikids.com.tw/,43間,NT$48000-48000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
惠好小農舍,宜蘭縣員山鄉惠民路202號,0919-214018,-,1間,NT$8800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
甄妮小築JennyInn,宜蘭縣五結鄉季水路北巷2-5號,0905-061555,-,3間,NT$10000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鄉聚冬山,宜蘭縣冬山鄉武罕五路150巷2號,0932-166682,-,3間,NT$9000-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
微光河畔民宿,宜蘭縣五結鄉親河路一段43號,0918-411873,http://twilightriverside.yibnb.net/,3間,NT$4200-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
心逸民宿,宜蘭縣五結鄉傳藝路一段456巷18號,0917-265856,-,5間,NT$6500-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
隨榆而安,宜蘭縣員山鄉宜蘭縣員山鄉深洲路52-5號,0960-758095,https://www.facebook.com/six.fish2021/,3間,NT$5500-9500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
庭軒小公館,宜蘭縣蘇澳鎮宜蘭縣蘇澳鎮隘丁里4鄰城東路196號,0913-666982,-,3間,NT$3000-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蘭田會館,宜蘭縣員山鄉內城路658巷33號,0925-052736,https://site.traiwan.com/lantian33/,2間,NT$5500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
夜門工坊,宜蘭縣員山鄉深洲路52之3號,0960-758095,https://www.facebook.com/six.fish2021/,3間,NT$5500-9500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
緩蔥,宜蘭縣三星鄉上將路5段123號,0910-227097,-,4間,NT$3750-7500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
好萌oh爸親子民宿,宜蘭縣冬山鄉武淵三路22號,0921-748067,-,5間,NT$6200-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
森堡休閒莊園,宜蘭縣冬山鄉宜蘭縣冬山鄉富農路一段391號,0928-801441,https://semburgcoffee.com/,4間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
柯林湧泉白宮,宜蘭縣三星鄉大隱十五路61巷53弄1號,0932-906516,-,4間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
一米對岸親子民宿,宜蘭縣礁溪鄉柴圍路83-48號,0975-161966,https://www.facebook.com/ymdabnb/,3間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鸚鵡民宿,宜蘭縣五結鄉傳藝路1段88號,0938706512-0916019717,-,5間,NT$7800-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
枕民宿,宜蘭縣員山鄉宜蘭縣員山鄉枕山路142-22號,0933-035385,-,2間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
礁溪樸宿,宜蘭縣礁溪鄉玉龍路二段370巷5號,0922-825066,-,5間,NT$8800-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
漁海民宿,宜蘭縣礁溪鄉大塭路39之10號,0986-823859,-,3間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
爵士333,宜蘭縣冬山鄉茄苳路333號,0905-550983,-,3間,NT$3600-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
珍珠壹伍零民宿,宜蘭縣冬山鄉珍珠三路150號,886-0937081634,https://trunslu.com/pearl150/,5間,NT$25000-25000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
悠藍自得民宿,宜蘭縣五結鄉親河路一段45號,0989-893874,-,3間,NT$3600-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
幸福時潮旅宿,宜蘭縣礁溪鄉塭底路1-10號,0911-566608,https://happymainbuilding.yibnb.net/,4間,NT$8000-11000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
瘋狂椰子衝浪小屋,宜蘭縣頭城鎮環鎮東路2段66號,0939-094994,-,3間,NT$900-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
未來民宿,宜蘭縣三星鄉拱照七路21號,03-9895797,https://tw-bnb.com/web/futurehome/,3間,NT$3000-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
大洲灣莊園,宜蘭縣三星鄉五分路二段322號,0989-088410,-,3間,NT$14000-18000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
FUN風民宿,宜蘭縣壯圍鄉大福路二段206號,0921-120264,https://www.fun-fun-fan.com/contact.html,2間,NT$18000-18000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
禾樂號,宜蘭縣羅東鎮宜蘭縣羅東鎮月眉路606號,039-511289,-,3間,NT$2280-4380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鴝花甜點民宿,宜蘭縣冬山鄉九分一路210巷11號,0929-590899,https://site.traiwan.com/CakeandSweet/index.html,4間,NT$10800-18800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小白兔愛跳舞,宜蘭縣三星鄉三星路二段265巷185號,0919-285014,https://tw-bnb.com/web/dancingrabbit/,5間,NT$5000-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
喜雀樂民宿,宜蘭縣五結鄉宜蘭縣五結鄉親河路2段103巷1弄5號,0909-676698,-,3間,NT$2800-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
368花園,宜蘭縣三星鄉尾塹二路368號,03-9554252,https://gardenof368.herokuapp.com/,4間,NT$1800-3700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
50嵐HOUSE,宜蘭縣員山鄉大湖路75-16號,0963-333981,-,5間,NT$6800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
名泉天下茶坊,宜蘭縣蘇澳鎮新生路20號,0911-233386,-,3間,NT$2800-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
亮院子旅墅,宜蘭縣大同鄉泰雅路二段10巷15號,0935-012505,http://www.liangyard.tw/,5間,NT$5000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
冬映,宜蘭縣五結鄉親河路二段103巷1弄15號,0937-430199,-,3間,NT$4800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
享想家,宜蘭縣頭城鎮協天路758號,0922-298326,-,3間,NT$3600-4660(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
童玩樂親子旅宿,宜蘭縣羅東鎮倉前路83號4樓之1、之2、之3、之5、之6、之7、之8、之9、之10,0909-131013,https://booking.owlting.com/toyfunhotel,9間,NT$4000-13000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
遇見山嵐,宜蘭縣員山鄉永廣路8之23號,0966-565637,-,2間,NT$8000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
游遊民宿,宜蘭縣五結鄉中福南路3之18號,0928-265435,-,3間,NT$5800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
礁溪夜室,宜蘭縣礁溪鄉白雲二路108巷3號,0938-917823,-,3間,NT$4500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
沐光森野,宜蘭縣五結鄉五結路一段469巷9弄16號,0911-350,-,2間,NT$3600-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
窩心的家,宜蘭縣蘇澳鎮城東路238號,0935-141857,-,3間,NT$3800-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山島行旅,宜蘭縣羅東鎮興東路6號10、11樓,0989-830,-,35間,NT$8800-12800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
天車田院,宜蘭縣五結鄉大吉一路435巷55號,0972-100298,-,5間,NT$8500-8500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
微笑橘子民宿,宜蘭縣冬山鄉群英村珍珠一路73號,03-9601746,https://booking.owlting.com/smileorange,5間,NT$1000-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
靈感民宿,宜蘭縣羅東鎮羅莊北街29號,0919-350197,-,4間,NT$500-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
緣道舍民宿,宜蘭縣冬山鄉柯林村境安二路156號,03-9617911,-,4間,NT$2600-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
柯林綠溪地生態農莊,宜蘭縣冬山鄉安農八路58號,+886-0965068058,-,5間,NT$12000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
童心園民宿,宜蘭縣員山鄉八甲路22-21號,0936-200517,-,5間,NT$4000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
湖漾１８９,宜蘭縣冬山鄉梅湖路189號,0958-059569,https://twstay.com/RWD1/index.aspx?BNB=lakeshining189,4間,NT$4500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
