旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
薇風情汽車旅館,高雄市三民區自由一路179號,07-3236635,http://www.wemotel.com.tw/,22間,NT$9400-9400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
康橋商旅-高雄-三多衛武營館,高雄市苓雅區三多一路94號(3-8F),07-7248800,-,62間,NT$2180-12420(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
河堤國際商旅,高雄市小港區宏平路447號5-12樓,07-8038881,-,98間,NT$5800-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
三多四季環保商旅,高雄市苓雅區文橫二路6號12樓之1~19,07-3317979,-,20間,NT$800-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
國際星辰旅館,"高雄市三民區建國三路252之1號1,4-14樓",07-2163535,http://www.ncznhotel.com.tw/,129間,NT$5000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
松柏林民宿,高雄市六龜區興龍里3鄰土壟37-8號,07-6891010,-,5間,NT$5980-5980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
比歐緻居,高雄市新興區中山一路14之26號,07-2817900,http://www.briohotel.com,50間,NT$11250-12550(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
義大天悅飯店,高雄市大樹區義大八街100號,07-6568010,http://www.edaskylark.com.tw,358間,NT$10800-16800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
水京棧國際酒店,高雄市鼓山區明華路366號,07-5537001,http://www.h2ohotel.com.tw/zh-tw,157間,NT$12500-100000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御宿商旅後驛館,高雄市三民區遼寧一街458號,07-3115008,-,64間,NT$8000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
寓旅宿,高雄市苓雅區自強三路94號,07-2696985,-,9間,NT$3520-5060(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
永傑旅館,高雄市大寮區中庄里仁愛路126號,07-7012021,-,10間,NT$2600-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
高雄商旅,"高雄市新興區民族二路33號1,4-10樓,37號1,3-10樓",07-2221333,http://www.han-hsien.com.tw/urban/index.php,167間,NT$5000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
苓雅大飯店,高雄市苓雅區四維四路69-1號,07-3341211,-,48間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
國眾大飯店,高雄市三民區建國二路268號,07-2370117,http://www.nice-hotel.com.tw/about-us.html,103間,NT$1480-6080(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
新崛江商旅,高雄市苓雅區林森二路73號1-8樓,07-3386238,-,27間,NT$4000-11200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂逸文旅-六合夜市棒球館,高雄市新興區南華路136號,07-2365500,http://www.lahotel.com.tw,50間,NT$8000-13000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
喜迎旅店,高雄市前金區六合二路161號,07-2312333,http://greetinn.com.tw,94間,NT$9200-10200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花季度假飯店,高雄市田寮區南安里崗北路111號,07-6362288,http://www.springhill.com.tw,54間,NT$15180-19800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
國星大飯店,高雄市三民區同愛街79號2-5樓、81號1-6樓,07-2873101,-,50間,NT$3000-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2
麗尊大酒店,高雄市苓雅區五福一路105號,07-2295000,http://www.thelees.com.tw/,188間,NT$8800-118800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御宿商旅明華館,高雄市鼓山區明華路257號,07-5222658,-,132間,NT$3600-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花鄉商旅左營館,高雄市左營區左營大路22號5-7樓,07-5882797,-,24間,NT$1580-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
陽明汽車旅館,高雄市三民區褒揚街189號,07-3891197,-,22間,NT$1580-5040(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
歐遊國際連鎖精品旅館(高雄館),高雄市苓雅區建國一路73號,07-7493333,http://www.allurmotel.com,97間,NT$12800-38800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
翰品酒店高雄,高雄市鹽埕區大仁路43號1-11樓,07-5217388,http://kaohsiung.chateaudechine.com/zh-tw,152間,NT$9600-60000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三華大飯店,高雄市新興區六合一路92號3-10樓,07-2392222,-,125間,NT$4500-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2
河畔文旅,高雄市鹽埕區府北路50號2-9樓,07-5511666,-,48間,NT$5000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
愛之旅商務汽車旅館,高雄市岡山區岡山北路152號,07-6245599,-,29間,NT$1500-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花鄉旅館大寮店,高雄市大寮區翁園里光明路三段397號,07-7813752,-,29間,NT$1800-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
康橋商旅-高雄-光榮碼頭館,高雄市苓雅區青年二路169號,07-3343377,http://www.kindness-hotel.com.tw,108間,NT$2080-11760(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
月光山林,高雄市杉林區桐竹路209號,07-6772586,http://www.moonlight.com.tw/,5間,NT$5600-6300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
悅來居旅店,高雄市三民區建國三路40號,07-2883173,-,14間,NT$3000-6400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂芙汽車旅館,高雄市鼓山區文信路311號,07-5551591,http://www.luvumotel.com,36間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
高雄信宗大飯店,高雄市三民區建國三路487號,07-9738666,https://www.ahotel.tw/,81間,NT$6000-11000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
捷舍環保文旅,高雄市新興區中山一路240號11樓之1至3、5至12、16,07-2361666,-,26間,NT$3120-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
碧港良居商旅西子灣二館,高雄市鼓山區哨船街14號地下室1樓、1、3至5樓,07-5331336,http://www.watermarkhotel.com.tw,44間,NT$5000-16000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花鄉商務汽車旅館,高雄市鳳山區誠義路122號,07-7198299,-,48間,NT$1500-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
現代商務旅館,高雄市三民區九如二路332號4-7樓,07-3122151,-,92間,NT$4500-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
高雄中央公園英迪格酒店,高雄市新興區中山一路4號,07-2721888,https://www.hotelindigokaohsiung.com/zh-hant/,129間,NT$4400-32000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
克來旅館,高雄市鳳山區五甲一路130號,07-7469692,-,30間,NT$2400-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
吉娃娃商務旅館,高雄市新興區六合一路158號10樓,07-2350756,http://www.gwawa.com.tw,14間,NT$6000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
夏優旅居,高雄市鹽埕區新興街67號,07-5328885,http://67sayo.com,70間,NT$8300-14000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
碧港良居商務站前館,高雄市三民區安寧街437號2、4至7樓,07-3220366,http://www.watermarkhotel.com.tw,40間,NT$9100-12600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
城市商旅德立莊博愛館,高雄市三民區博愛一路338號地上1至10樓,07-3238777,http://www.midtownrichardson.com,213間,NT$9800-15400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富驛商旅,高雄市前金區中華三路81號,07-9708777,http://www.fxinn.com.tw,123間,NT$7480-10890(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
情憶汽車旅館,高雄市小港區桂忠街5巷2號,07-7916060,-,37間,NT$1580-1780(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
承攜行旅高雄六合館,高雄市前金區六合二路279號,07-2411022,https://guidehotel.com.tw/hotel/%E6%89%BF%E6%94%9C%E8%A1%8C%E6%97%85-%E9%AB%98%E9%9B%84%E5%85%AD%E5%90%88%E9%A4%A8/,269間,NT$4800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
義大皇家酒店,高雄市大樹區三和村學城路1段153號,07-6568111,http://www.edaroyal.com.tw,656間,NT$11000-200000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5
京城大飯店,高雄市三民區九如二路362號2-15樓,07-3119906,-,142間,NT$6000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
秝芯旅店駁二館,高雄市鹽埕區五福四路67號,07-5219666,http://www.legendhotel.com.tw,88間,NT$6600-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美麗四季精品旅館,高雄市前鎮區一心一路203巷26號,07-7527699,-,60間,NT$1600-15600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金馬大飯店,高雄市新興區河南二路12號,07-2865141,-,42間,NT$1800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三多大飯店,高雄市前鎮區三多三路107號,07-3323210,-,55間,NT$3400-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
簡愛汽車旅館,高雄市鳳山區錦田路161號,07-8419999,-,31間,NT$1780-1780(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鮪魚家族飯店高雄館,高雄市新興區八德二路10號,07-2863011,-,98間,NT$11000-16500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
香堤精品旅館,高雄市大寮區中庄里仁愛路52號,07-7026606,-,32間,NT$3860-5160(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
一陽大飯店,高雄市新興區中山二路548號1至8樓,07-2018686,-,64間,NT$5000-9600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
互舍酒店,高雄市新興區七賢二路11號,07-2878989,http://hu-house.com/,150間,NT$1200-12800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
高雄愛河智選假日酒店,高雄市鹽埕區大智路129號4至15樓,07-5323333,http://www.hiexpress.com/kaohsiunglr,96間,NT$6000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
世國商務旅館,高雄市新興區民主橫路64號,07-2876151,-,49間,NT$3280-5280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
威豪飯店HOTELWO,高雄市前金區七賢二路394號,07-2826000,http://www.hotelswo.com,123間,NT$6600-11000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
飛行家青年旅館,高雄市苓雅區仁義街2之4號B1.3F.5F,07-3387511,-,40間,NT$680-5680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
紫園汽車旅館,高雄市鳳山區福祥街3號,07-8222589,-,33間,NT$3600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
林家民宿,高雄市美濃區民族路53-7號,07-6820658,-,3間,NT$2000-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
家和商旅,高雄市三民區九如二路486之1號,07-3215558,-,46間,NT$6600-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
喜達絲飯店,高雄市前金區成功一路286號1至10樓,07-2518000,http://www.starhaushotel.com,59間,NT$20000-30000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
碧港良居商旅,高雄市鼓山區哨船街31號,07-5331336,http://watermarkhotel.com.tw,14間,NT$1853-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
玫瑰花園汽車旅館,高雄市旗山區東平里東圳巷9-8號,07-6629898,-,31間,NT$6600-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
凱莉都汽車旅館,高雄市楠梓區大學7街236號,07-5918988,-,30間,NT$3760-4960(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雀客快捷高雄愛河,高雄市鹽埕區七賢三路278號,07-5519292,https://www.mastripms.com/checkinn-hooray,70間,NT$4620-7230(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
中央商務大飯店,高雄市新興區中正四路6號5、6、7、8、9樓,07-2852520,https://www.facebook.com/CenterHotel800,98間,NT$4800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
愛菲爾汽車旅館,高雄市湖內區湖東里中山路一段143-1號,07-6937988,-,24間,NT$2000-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
旗津道酒店,高雄市旗津區旗津三路1050號2-3樓,07-5721818,http://www.inyounghotel.com.tw,70間,NT$7200-7600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
阡陌一舍UNS,高雄市鹽埕區堀江街23-2號,0922-375311,-,3間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華賓大旅社,高雄市三民區南華路221號,07-2358800,http://www.happyhotel.com.tw,21間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
香堤文旅,高雄市楠梓區興楠路355巷82弄1號,07-3535799,-,29間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
全龍旅社,高雄市甲仙區東安里文化路23號,07-6751602,-,13間,NT$1800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
西子灣大飯店-站前館,高雄市三民區建國二路241號,07-2364567,http://www.westbay888.com.tw/station,65間,NT$4950-8360(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
理歐一一一,高雄市鹽埕區光榮街71巷3號,0956-787799,-,5間,NT$980-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
薇肯商旅,高雄市新興區明星街40號,07-2871568,http://www.milordhotels.com/wecanhotel/,57間,NT$1580-7980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
NL概念商旅,高雄市鳳山區鳳山區文衡路18號,07-7462536,http://www.nlconcepthotel.com.tw,22間,NT$4950-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小驢舍,高雄市鹽埕區必忠街47號,07-5519199,-,5間,NT$1200-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
半閒藝居,高雄市鳳山區黃埔新村東三巷104號,0910-133423,-,2間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
丈引小院1館,高雄市左營區建業新村35號,0908-116579,https://www.facebook.com/ZYINhouse/,3間,NT$2500-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
軍旅舍．四十一,高雄市左營區建業新村41號,0958-604142,https://m.facebook.com/goonnight,3間,NT$10500-15750(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金獅湖大酒店,高雄市三民區金鼎路88號及118號,07-3458866,-,159間,NT$6500-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美濃田中央民宿,高雄市美濃區民族路139巷67號,0918-196677,-,5間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
71CAFE溫度民宿,高雄市三民區西安街71號,07-3231997,-,4間,NT$800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
媚力泊旅館,高雄市仁武區仁雄路451號,07-3713188,-,35間,NT$1600-7680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
老媽寶眷村民宿,高雄市左營區緯十路54-8號,0980-424526,https://maps.app.goo.gl/wcZM8dd7wd1qoZnR7,3間,NT$2200-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
你好哇寓所,高雄市鹽埕區大公路70巷8號,0932-828922,-,5間,NT$2800-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小媽寶眷村民宿,高雄市左營區緯十路54-7號,0980-424526,https://www.facebook.com/mamaboyhostel/,2間,NT$2200-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
優勝美地,高雄市杉林區茄苳巷170-5號,0932-768960,-,3間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
Do古,高雄市鹽埕區莒光街173號,0953-148922,-,1間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
底加睏-眷村民宿,高雄市鳳山區黃埔新村東四巷105號,09-53358883,https://www.facebook.com/JEWJEWHERE,4間,NT$780-1480(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
帝后大飯店,高雄市鹽埕區大公路21號,07-5212211,https://www.q21hotel.com/,78間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
阿婆家眷村民宿,高雄市左營區建業新村54-5號,0939-985041,-,4間,NT$2200-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
思念人之屋眷村民宿,高雄市鳳山區黃埔新村東四巷106號,0900-089970,https://house106.weebly.com/,4間,NT$780-1480(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
呼頌民宿渡假村,高雄市那瑪夏區平和巷210號,0987-334248,-,4間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
眷村戀影,高雄市左營區建業新村14號,0916-159329,https://www.facebook.com/atouchofzenguesthouse,4間,NT$2500-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
破豆基地,高雄市左營區建業新村緯十一路40-2號,09-83607443,-,3間,NT$2400-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
月光寶盒眷村文化旅宿,高雄市鳳山區黃埔新村東一巷80號,0915-890673,-,3間,NT$2500-3300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
依依．良品風格民宿,高雄市左營區建業新村緯十路54-11號,0917-859586,https://www.facebook.com/yiyi.homestyle/,3間,NT$2200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
JÒHŌHOTEL,高雄市新興區中山一路306號,07-2355188,https://www.johohotel.com/,60間,NT$7200-9200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
留小燈藝術眷村民宿,高雄市左營區建業新村23號,07-3230457,https://m.facebook.com/littlelight.23/?ref=bookmarks,3間,NT$3000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
左營蓮潭郭家百年古厝,高雄市左營區店仔頂街110巷27號,07-5851555,-,4間,NT$2180-3250(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
LUMAH民宿1館,高雄市那瑪夏區南沙魯里2鄰鞍山巷74號,07-6701468,https://www.facebook.com/Tlimua,3間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
回家,高雄市鹽埕區公園二路139之3號,0970-615115,-,5間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
承攜行旅-高雄新崛江,高雄市新興區五福二路198號2-7樓,07-2165566,-,36間,NT$6500-10400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
窩囊,高雄市鳳山區高雄市鳳山區黃埔新村東二巷86號,07-7198576,-,2間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
棚棚屋,高雄市苓雅區苓中路28號,0985-129568,https://booking.owlting.com/%E6%A3%9A%E6%A3%9A%E5%B1%8B?start=2021-12-17&end=2021-12-18&lang=zh_TW&adult=2&child=0&infant=0,4間,NT$6000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
LUMAH民宿2館,高雄市那瑪夏區南沙魯里2鄰鞍山巷76號,07-6701468,-,3間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
天子閣飯店,高雄市鹽埕區七賢三路128號,07-5328899,https://www.tenz-gohotel.com/tw/index.html,111間,NT$8060-14040(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
迴埕,高雄市鹽埕區鹽埕街29號,0911-187397,https://www.facebook.com/29rtinn/,5間,NT$1500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
高雄港區-棧貳沐居,高雄市鼓山區蓬萊路17號2樓西側,07-5317568,https://www.kw2.com.tw/,19間,NT$1000-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
承億酒店,高雄市前鎮區林森四路189號地上13樓、14樓、15樓、16至19樓、20樓、21樓、22樓及25樓,07-3333999,-,208間,NT$7500-360000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
旅悅國際青年旅館,高雄市前鎮區三多三路211號3樓及4樓,0975-928000,https://book-directonline.com/properties/dwellhosteldirect,17間,NT$3000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
西悠巢旅高雄車站館,高雄市三民區安寧街454號3-9樓,07-3219999,https://www.cuhotel.com.tw/Kaohsiung,56間,NT$6000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
興達港民宿,高雄市茄萣區健康路318號,0919-119615,-,4間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
塩˙泊思行旅,高雄市鹽埕區七賢三路58號3樓~12樓,07-5517066,http://www.hotellagom.com.tw/,48間,NT$6800-9200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
望峰息心民宿,高雄市美濃區雙峰街8之18號,0936-796516,-,5間,NT$2800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
田莊民宿,高雄市杉林區杉美路一段365號,07-6771703,-,4間,NT$1200-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鈞怡大飯店,高雄市前金區河東路10號3樓,07-2821888,-,91間,NT$14700-28600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
登雲Villa,高雄市杉林區清水路朝雲巷20號,07-6772958,-,5間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東方大旅社,高雄市湖內區湖內里民生街26號,07-6932047,-,8間,NT$500-500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
瑞宮大飯店,高雄市三民區建國二路209號,07-2351141,-,56間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
紙飛機青年旅館,高雄市三民區博愛一路287號10樓,0968-500985,-,13間,NT$2000-16000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
SINGLEINN單人房,高雄市新興區林森一路267號地下一樓,07-2363256,-,45間,NT$2040-20400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
旅聚居青年旅舍,高雄市新興區中山一路117號6樓,07-2851231,-,12間,NT$700-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
得恩谷の民宿,高雄市茂林區茂林里6鄰138號,07-6801540,-,5間,NT$4000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
簡單生活商務旅館,高雄市前金區中華三路189號2至7樓,07-2166868,http://www.simplelifehotel.com,48間,NT$6000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
森美堡休閒汽車旅館,高雄市旗山區花旗二路2號,07-6616656,-,59間,NT$2930-2930(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
世紀旅店,高雄市苓雅區苓雅二路85-5號,07-3310111,-,33間,NT$2200-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蚵寮商務旅館,高雄市梓官區中正五街22-1號3樓,07-6176565,-,7間,NT$1200-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
藍色海岸賓館,高雄市前鎮區廣西路398號,07-3383501,http://www.bluecoast.com.tw/,34間,NT$2200-8300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
帝王大飯店,高雄市前金區中華三路17號,07-2612197,-,45間,NT$3600-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
梅山口民宿,高雄市桃源區梅山里3鄰梅山巷71號,07-6866117,-,5間,NT$2800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
大通大飯店,高雄市新興區大同一路205號1-11樓,07-2151686,-,72間,NT$5800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
歌德商旅,高雄市苓雅區建國一路57號(1-7F)、55號(5-7F),07-7498666,-,54間,NT$2750-3630(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
單人房SINGLEINN-站前館,高雄市新興區八德一路392號,07-2363256,http://www.singleinn.com.tw/,126間,NT$4300-4480(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
晶晶假期商務旅館,高雄市新興區忠孝一路482號,07-2355555,-,64間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2
和源大旅社,高雄市岡山區岡山路390號,07-6217143,-,14間,NT$800-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
梅蘭山莊,高雄市桃源區梅蘭里南橫公路五段222號,07-6866039,-,5間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
