旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
西湖柚子家民宿,苗栗縣西湖鄉湖東村8鄰埔頂9之45號,037-922531,-,1間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
响銅鑼客棧,苗栗縣銅鑼鄉銅鑼村39鄰雙峰路文園巷86之2號,+886-0936284103,http://www.facebook.com/dandan830,4間,NT$2600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
尋找愛麗絲民宿,苗栗縣通霄鎮福興里2鄰福興13之6號,0930-760857,-,5間,NT$4800-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小樹的家,苗栗縣銅鑼鄉福興村3鄰中山路130之1號,0955-661256,https://treehouse981011.wixsite.com/mysite,4間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
焉之美術空間館,苗栗縣三義鄉龍騰村1鄰龍騰12號,037-871698,https://154911459842.web.fullinn.tw/,1間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
兔子跳跳親子民宿,苗栗縣竹南鎮大埔里2鄰科專八路10號,0903-296846,-,4間,NT$6800-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
灣麗甜馨民宿,苗栗縣苑裡鎮田心里8鄰田心83之19號,037-853793,https://www.facebook.com/YuanliSweetHome/,4間,NT$2500-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
酵法自然民宿,苗栗縣後龍鎮溪洲里14鄰溪洲137之6號,0912-486368,-,5間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
南庄東村民宿,苗栗縣南庄鄉東村10鄰南庄75之1號,037-825220,-,1間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
屋登莊園,苗栗縣頭屋鄉獅潭村8鄰獅潭101之2號,0933-919768,-,4間,NT$5400-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
風山雅筑莊園民宿,苗栗縣銅鑼鄉盛隆村5鄰盛隆45之18號,0912-856602,http://www.royalcastle.com.tw,4間,NT$5000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
櫻花樹夏民宿,苗栗縣竹南鎮正南里10鄰中山路47號,0913-736622,-,5間,NT$16000-18000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
觀心農舍,苗栗縣三義鄉双湖村双湖99-1號,0932-312563,-,3間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花露民宿,苗栗縣卓蘭鎮西坪里4鄰西坪43-3號,04-25898565,-,2間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福星大旅社,苗栗縣苗栗市中山路236號,037-321372,-,15間,NT$600-600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
逸悅山莊,苗栗縣三義鄉雙潭村13鄰崩山下9之1號,0934-451528,-,1間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
田媽媽民宿,苗栗縣三義鄉廣盛村4鄰廣盛60之1號,037-875656,-,3間,NT$1500-1900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
石門客棧,苗栗縣大湖鄉栗林村16鄰竹橋20號,037-951129,-,2間,NT$2000-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
七里香民宿,苗栗縣獅潭鄉竹木村4鄰北庄8號,037-991150,-,4間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
象鼻休閒山莊,苗栗縣泰安鄉象鼻村1鄰象鼻9之3號,037-962526,-,3間,NT$1600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
吉娃斯,苗栗縣泰安鄉錦水村9鄰橫龍山44號,037-941204,-,5間,NT$1000-1000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
亞漫妮商務汽車旅館,苗栗縣頭份市公園六街96號,037-629777,http://www.amanimotel.com.tw/toufen.htm,35間,NT$4000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
竹美民宿,苗栗縣泰安鄉錦水村9鄰橫龍山35之2號,037-941889,-,5間,NT$8800-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
我的家51-6民宿,苗栗縣公館鄉福星村2鄰福星51之6號,037-230070,http://516.tnn.tw,4間,NT$4800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
百芙灡民宿,苗栗縣泰安鄉梅園村6鄰天狗27之1號,0975-650532,-,4間,NT$4000-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠野神農休閒民宿,苗栗縣公館鄉仁安村9鄰仁安122-28號,037-233855,http://www.facebook.com/GreenShennong2014,4間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
湯源民宿,苗栗縣泰安鄉錦水村7鄰圓墩63之3號,037-941398,-,2間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
水采田家,苗栗縣三義鄉鯉魚潭村12鄰上山下60-5號,0938-887009,-,2間,NT$4600-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
石壁彩虹民宿,苗栗縣南庄鄉東河村21鄰石壁21號,037-821777,-,4間,NT$2000-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
攬月莊民宿,苗栗縣公館鄉福德村4鄰福德35-2號,037-233305,-,1間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
圓夢築,苗栗縣三義鄉廣盛村41鄰八股館前9巷1-5號,0934-313189,-,2間,NT$1600-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
老古董民宿,苗栗縣泰安鄉清安村5鄰洗水坑141-2號,037-941379,-,3間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
印象.泰雅渡假民宿,苗栗縣泰安鄉象鼻村1鄰象鼻39號,0911-972823,http://dalagang.mmmtravel.com.tw/?ptype=hotel,5間,NT$2200-3960(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
衝到山上去放空民宿,苗栗縣公館鄉福星村7鄰福星227之3號,037-230565,-,2間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
寶康花卉農場,苗栗縣南庄鄉田美村12鄰四灣47-2號,037-825947,-,5間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東園大飯店,苗栗縣頭份市信東路115號,037-665688,http://www.elitehotel.com.tw,66間,NT$3580-3580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
好地方民宿,苗栗縣南庄鄉南江村23鄰福南24之6號,037-822920,http://www.defun.tw,4間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
瑪懷舒民宿,苗栗縣泰安鄉錦水村6鄰圓墩39-6號,037-941174,-,2間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
南庄漫晨旅店,苗栗縣南庄鄉西村4鄰中山路40號,037-822707,http://www.manchen.tw,5間,NT$3800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御花苑民宿,苗栗縣大湖鄉義和村11鄰和興22之8號,0965-211668,-,5間,NT$6600-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御親園商務汽車旅館,苗栗縣公館鄉五谷村12鄰五谷二路55號,037-233770,-,6間,NT$3480-3480(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
碧絡角民宿,苗栗縣南庄鄉東河村12鄰橫屏背25號,037-825605,-,3間,NT$1800-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
愛伊堡汽車旅館,苗栗縣頭份市興隆路一段176號,037-691166,https://site-176.mystrikingly.com/,26間,NT$1780-1980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
石風民宿,苗栗縣大湖鄉富興村6鄰水尾5-10號,037-993366,-,1間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
旅人藝棧民宿,苗栗縣三義鄉廣盛村37鄰廣聲新城11巷1號,037-870528,-,3間,NT$3600-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鹿野觀雲民宿,苗栗縣公館鄉福德村4鄰福德35-11號,037-239988,-,2間,NT$3200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
桐莊,苗栗縣公館鄉福德村4鄰福德35-12號,037-220788,-,4間,NT$4600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
史迪奈民宿,苗栗縣三義鄉鯉魚潭村4鄰鯉魚口77-1號,037-881201,http://www.stay-the-night.tw,4間,NT$1600-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
愛山居民宿,苗栗縣大湖鄉栗林村13鄰內雙坑5-1號,037-951787,-,4間,NT$3200-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
南莊民宿小哥的家,苗栗縣南庄鄉南江村10鄰石坑3-2號,037-824760,-,5間,NT$1500-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福人居,苗栗縣大湖鄉大南村6鄰大南勢32-1號,037-996089,-,3間,NT$2500-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
怡和田民宿,苗栗縣卓蘭鎮西坪里7鄰西坪89-1號,04-25891085,-,4間,NT$1600-2300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠風民宿,苗栗縣公館鄉福德村4鄰福德36-21號,037-238553,-,1間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
夏內爾渡假民宿,苗栗縣大湖鄉富興村7鄰八寮灣38號,037-992199,-,5間,NT$6600-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
哈利匠民宿,苗栗縣泰安鄉士林村4鄰馬那邦2-6號,0932-503824,-,2間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
吶善瑪固,苗栗縣南庄鄉東河村24鄰鹿場19號,037-821421,-,3間,NT$4000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
薄霧館民宿,苗栗縣三義鄉廣盛村41鄰八股路館前8巷1-2號,0975-765910,-,4間,NT$3200-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
瞭望角民宿,苗栗縣泰安鄉清安村3鄰小南角66號,037-941666,http://gocamping520.pixnet.net/blog,2間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
湖畔星館民宿,苗栗縣大湖鄉義和村8鄰淋漓坪127號,037-996795,http://www.spendtime.com.tw,5間,NT$7200-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雅心山莊,苗栗縣頭屋鄉明德村10鄰明德路127號,037-251056,-,3間,NT$4200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
翩翩泰安,苗栗縣泰安鄉錦水村11鄰圓墩86之6號,037-941099,http://www.ppta.com.tw,6間,NT$10000-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
譚家園民宿,苗栗縣南庄鄉田美村2鄰田美23-7號,0912-295188,-,3間,NT$2500-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
禪之宿,苗栗縣三義鄉雙潭村13鄰崩山下9之3號,0937-873745,-,3間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
左岸LED庭園,苗栗縣南庄鄉東河村1鄰東興新邨176號,037-821997,http://leftled.mmweb.tw,3間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
九龍大飯店,苗栗縣竹南鎮中山路136號,037-474111-2,-,18間,NT$1000-1000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
慕雲想莊園饗旅,苗栗縣頭屋鄉象山村15鄰濫坑57之2號,037-252868,-,4間,NT$6800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
桂築林庭園民宿,苗栗縣南庄鄉東村16鄰南庄78之10號,037-825985,http://www.825985.com.tw/,5間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
八卦力民宿,苗栗縣南庄鄉蓬萊村11鄰八卦力25-1號,0915-566007,-,5間,NT$2000-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
兆陽樓,苗栗縣公館鄉福德村4鄰福德36-13號,037-236798,-,2間,NT$3900-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
湯之美溫泉,苗栗縣泰安鄉錦水村10鄰橫龍山59之7號,037-941638,-,5間,NT$5000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
都瑪斯民宿,苗栗縣泰安鄉梅園村1鄰梅園12-1號,037-962102,-,4間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂福民宿,苗栗縣三義鄉雙潭村6鄰雙連潭87之3號,037-872068,-,4間,NT$3200-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
櫻花渡假會館,苗栗縣三義鄉廣盛村41鄰八股路館前8巷1-18號,037-878133,-,3間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
薇萱小築,苗栗縣三義鄉廣盛村41鄰八股館前9巷1-11號,0986-246685,-,2間,NT$1600-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
天然居民宿,苗栗縣泰安鄉清安村3鄰小南角16之1號,037-941758,http://www.olife.com.tw/nature/,5間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山林雅境渡假農場,"苗栗縣南庄鄉田美村紫金山莊90,91,92,94號",037-823801,https://www.823801.com.tw/index.php,24間,NT$3300-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
頭緣汽車旅館,苗栗縣頭份市工業路25號,037-621115,-,31間,NT$1300-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
友泰民宿溫泉館,苗栗縣泰安鄉錦水村6鄰圓墩46-2號,037-941868,-,5間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
好望角民宿,苗栗縣通霄鎮福興里11鄰126-3號,0921-372321,-,2間,NT$2800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
百成民宿,苗栗縣南庄鄉南江村14鄰小東河23之2號,037-821850,-,4間,NT$3000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
新之住民宿,苗栗縣南庄鄉南江村5鄰東江73之6號,0932-615151,https://enjoynewlive.tw/,5間,NT$4300-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
白沙墩民宿,苗栗縣通霄鎮白西里10鄰白西57號,037-793086,-,5間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
卓也藏山館,苗栗縣三義鄉雙潭村13鄰崩山下1之5號,037-879198,http://www.joye.com.tw,5間,NT$2800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
萱草森林鄉村民宿,苗栗縣南庄鄉蓬萊村9鄰42份8-1號,037-822009,-,4間,NT$3100-6100(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
荷塘居,苗栗縣公館鄉館南村13鄰館南332號,037-233456,-,2間,NT$1200-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
水星花時間,苗栗縣大湖鄉義和村8鄰淋漓坪110號,037-996796,http://www.spendtime.com.tw,5間,NT$7200-8600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
馨享士宸,苗栗縣大湖鄉新開村16鄰10份11-1號,037-951177,-,4間,NT$3600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
幸福綠光,苗栗縣南庄鄉南江村14鄰小東河17之3號,037-821751,http://www.greenshine.com.tw/,4間,NT$6200-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
和風民宿,苗栗縣公館鄉仁安村6鄰仁安100之17號,037-233498,-,3間,NT$10000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
阿湯哥民宿,苗栗縣泰安鄉錦水村10鄰橫龍山72-1號,037-941885,-,4間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
桐花森林渡假民宿,苗栗縣南庄鄉南江村3鄰東江31-6號,037-825166,-,3間,NT$7000-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
風山漸民宿,苗栗縣南庄鄉田美村2鄰田美22之3號,0979-459015,-,3間,NT$3900-11500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美富安休閒館,苗栗縣泰安鄉象鼻村3鄰永安33之6號,037-962023,-,3間,NT$2500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
石濤園,苗栗縣三義鄉雙潭村12鄰石峎32號,037-875225,-,2間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
國泰大旅社,苗栗縣苑裡鎮中山路182號,037-861058,-,15間,NT$800-800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
陳媽媽民宿,苗栗縣三灣鄉內灣村1鄰二灣8號,037-834200,-,4間,NT$2600-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
仙山民宿,苗栗縣南庄鄉蓬萊村2鄰紅毛館35號,037-821050,http://www.037824995.com,3間,NT$2600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華王大旅社,苗栗縣苗栗市中山路3號,037-265969,-,21間,NT$600-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
仙山農園民宿,苗栗縣獅潭鄉新店村1鄰小東勢19號,037-931661,-,4間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲也山莊,苗栗縣卓蘭鎮西坪里10鄰西坪122之6號,04-25892829,-,5間,NT$6000-7500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
玉荷園,苗栗縣南庄鄉東村中正路242號,037-825800,http://www.yhy.com.tw,5間,NT$3500-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
石話石說民宿,苗栗縣三義鄉廣盛村40鄰八股路館前6巷1之1號,037-873743,-,1間,NT$7600-7600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山嵐民宿,苗栗縣三義鄉廣盛村37鄰廣聲新城3巷1號,037-875706,-,2間,NT$2700-2700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
泰安民宿,苗栗縣泰安鄉錦水村10鄰橫龍山59之1號,0960-971387,-,5間,NT$1500-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
南庄蔓森活民宿,苗栗縣南庄鄉蓬萊村9鄰42份7-3號,037-825666,-,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
八角隱士莊園,苗栗縣獅潭鄉新豐村6鄰八角坑2之2號,0963-577866,-,4間,NT$14000-16000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山行寄野民宿,苗栗縣南庄鄉東河村12鄰橫屏背25-1號,037-825438,-,4間,NT$5500-8500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山明民宿,苗栗縣三義鄉廣盛村6鄰復興路52-1號,037-872361,http://www.e-motel.com.tw,2間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
佳來大旅社,苗栗縣頭份市和平路92號,037-663188,-,11間,NT$800-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
五福山莊民宿,苗栗縣三義鄉龍騰村12鄰草排40號,037-872030,http://WWW.5FU.TW,4間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
銀座大旅社,苗栗縣通霄鎮光復路65號,037-752114,-,11間,NT$500-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂津民宿,苗栗縣三義鄉鯉魚潭村2鄰鯉魚口36之10號,037-881518,-,2間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御和園商務汽車旅館,苗栗縣竹南鎮公義路1500號,037-584748,-,52間,NT$2780-2780(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
虎山溫泉會館,苗栗縣泰安鄉錦水村圓墩73-1號,037-941001,http://hushan-hotspring.com.tw,38間,NT$3420-12980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
巨缿民宿,苗栗縣三義鄉勝興村22鄰水美105號,037-878289,-,5間,NT$2500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲莊空間密碼民宿,苗栗縣大湖鄉富興村12鄰水尾坪49-20號,037-996916,-,4間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
景山林,苗栗縣卓蘭鎮景山里4鄰景山63之3號,04-25921586,-,1間,NT$7800-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御品園,苗栗縣卓蘭鎮西坪里3鄰西坪36-26號,04-25891789,-,4間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
般若民宿,苗栗縣泰安鄉錦山村5鄰圓墩16-2號,037-941320,-,4間,NT$1300-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
龜樹民宿,苗栗縣公館鄉玉谷村1鄰玉谷7之5號,0938-202734,-,3間,NT$10000-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
藝術家莊園民宿,苗栗縣西湖鄉高埔村2鄰大窩10之11號,0917-165563,-,3間,NT$6000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
菊園,苗栗縣大湖鄉栗林村9鄰薑麻園15號,037-951522,-,3間,NT$7000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
桐花山莊,苗栗縣三義鄉廣盛村41鄰八股路館前8巷1之10號,037-875768,-,4間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
祁家院,苗栗縣公館鄉館東村10鄰館東143之9號,037-233118,-,3間,NT$4500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
黃石山莊,苗栗縣三義鄉雙潭村13鄰崩山下2號,037-878502,-,5間,NT$5000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
如意園,苗栗縣通霄鎮福興里4鄰33-9號,037-783665,-,3間,NT$1000-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
築夢農莊,苗栗縣公館鄉福星村2鄰福星43之2號,037-239202,-,4間,NT$3600-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
圓夢山莊民宿,苗栗縣通霄鎮城北里11鄰城北89之5號,037-783784,-,3間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲夢山林民宿,苗栗縣泰安鄉清安村12鄰洗水坑114-1號,037-941731,-,4間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
長屋民宿,苗栗縣通霄鎮福興里8鄰福興88之8號,037-783535,-,3間,NT$2200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
逗點民宿,苗栗縣三灣鄉內灣村1鄰龍峎頂5之17號,037-832029,http://www.comma-camp.com.tw,4間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
登陸天王星,苗栗縣大湖鄉義和村8鄰淋漓坪120號,037-996796,-,3間,NT$7200-8600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
晴園民宿,苗栗縣南庄鄉南富村22鄰四灣76號,0911-310385,-,2間,NT$600-600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
竹南旅社,苗栗縣竹南鎮光復路18號,037-472435,-,18間,NT$400-500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
穆月樓民宿,苗栗縣泰安鄉清安村3鄰小南角16-2號,037-941609,-,4間,NT$5500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
春雨庄園,苗栗縣南庄鄉獅山村1鄰田美16之2號,037-825918,-,3間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
向天湖咖啡民宿,苗栗縣南庄鄉東河村16鄰向天湖26號,037-825559,-,3間,NT$2600-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三義竺夢園民宿,苗栗縣三義鄉廣盛村41鄰八股路館前8巷1之5號,0923-557911,-,3間,NT$2600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
地圖楓葉民宿,苗栗縣大湖鄉東興村5鄰上湖109號,037-997299,-,5間,NT$5600-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
麥可妮莊園,苗栗縣南庄鄉東村17鄰南庄113號,037-821726,-,4間,NT$3880-5560(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
看山民宿,苗栗縣獅潭鄉新店村15鄰大東勢20之5號,0953-762208,-,3間,NT$6000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
