旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
小艾謙和民宿,彰化縣鹿港鎮金盛巷40號,0973-365274,-,2間,NT$80000-80000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山水和風雅緻休閒旅館,彰化縣彰化市崙平南路520號,04-7616520,-,21間,NT$5680-5680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
彭園民宿,彰化縣田尾鄉柳鳳村柳鳳路301巷85號,04-8240249,http://amar.emmm.tw/,4間,NT$6000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
伊都汽車旅館,"彰化縣大村鄉中山路二段177,177之1,3,5,6,7,8,10,12,16,18號",04-8538901,-,20間,NT$3300-4400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
全得民宿,彰化縣田尾鄉柳風村民族路二段173巷35弄20號,04-8245889,-,4間,NT$2300-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
侶館,彰化縣鹿港鎮龍山街92號,0975-175981,-,3間,NT$28000-28000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
日日森旅三館,彰化縣田尾鄉民族路1段185巷13號,04-8834013,-,4間,NT$3000-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金閣汽車旅館,彰化縣秀水鄉安東村彰水路一段64巷36、38號,04-7695112,-,30間,NT$1600-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
南華,彰化縣溪湖鎮大竹里彰水路三段120、122號,02-23560199,-,15間,NT$700-1000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小鎮風情,彰化縣鹿港鎮鹿草路2段231號,04-7768555,-,4間,NT$5500-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花桂民宿,彰化縣田尾鄉民族路二段173巷35弄26號,0910-128651,-,2間,NT$2300-4300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蕗凡迪娜,彰化縣田尾鄉民族路2段173巷30弄40號,0933-644275,-,4間,NT$3600-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
友意樓民宿,彰化縣鹿港鎮金盛巷85-2號,0973-365274,-,1間,NT$2000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美女陳的家3館,彰化縣田尾鄉民族路2段173巷30弄32號,0912-399425,https://blog.xuite.net/chuwen7/twblog/169517072-%E5%BD%B0%E5%8C%96%E7%94%B0%E5%B0%BE%E5%85%AC%E8%B7%AF%E8%8A%B1%E5%9C%92--%E3%80%8C%E7%BE%8E%E5%A5%B3%E9%99%B3%E7%9A%84%E5%AE%B6%E3%80%8D%E6%B0%91%E5%AE%BF,4間,NT$3500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花森好宿,彰化縣田尾鄉柳鳳村民族路二段173巷30弄28號,0918-223485,-,4間,NT$6000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
溫怡鹿鹿,彰化縣鹿港鎮民族路24號,0921-357599,-,5間,NT$4000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
米市85,彰化縣鹿港鎮美市街85號,0983-840571,https://booking.owlting.com/lkmishi8,5間,NT$5500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
139玩。房子,彰化縣芬園鄉大竹村大彰路一段511號,0978-101139,https://139onehouse.okgo.tw/,5間,NT$4800-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
曲巷冬晴,彰化縣鹿港鎮金盛巷52號,0922-503385,-,1間,NT$9900-9900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鹿港澄悅酒店,彰化縣鹿港鎮中正路598號,04-7785727,-,48間,NT$5800-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
圓圓民宿,彰化縣大村鄉山腳路58-31號,0926-133875,-,5間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
北斗古厝民宿,彰化縣北斗鎮居仁里宮後二巷6之1號,0911-844147,-,2間,NT$2400-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蒲公英人文民宿,彰化縣鹿港鎮埔頭街24號,0973-365274,-,2間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
景彩民宿,彰化縣鹿港鎮永福路83巷52號,0988-507898,-,6間,NT$2280-2280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
柚柚民宿,彰化縣田尾鄉溪畔村中山路二段351巷86弄2號,0983-406420,-,4間,NT$4200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
姥姥不老茶民宿,彰化縣埔鹽鄉太平村8鄰番金路46號,04-8651992,-,5間,NT$1200-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蕎禾Home,彰化縣福興鄉橋頭村8鄰橋和街15號,0911-111546,-,4間,NT$6000-80000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
霜霜民宿,彰化縣線西鄉和線路456號,0975-049180,-,5間,NT$8800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
北頭文化館,彰化縣鹿港鎮郭厝里郭厝巷50號,0972-359566,-,2間,NT$8000-30000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
彰濱伸港民宿,彰化縣伸港鄉自強路225號,04-23204191,-,2間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
老街假期文旅,彰化縣鹿港鎮新宮里博愛路121號,04-7789528,-,12間,NT$6000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
理想大苑,彰化縣芳苑鄉林功路201號,0987-277242,-,5間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鹿鹿咪民宿,彰化縣鹿港鎮永安三路14巷19號,0902-445947,-,1間,NT$1500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
黑白旅居,彰化縣北斗鎮文苑東路71號,0909-136999,https://www.facebook.com/BW-House-102423945047536,4間,NT$7800-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
好日子,彰化縣田尾鄉民族路2段173巷30弄18號,0928-922868,https://sites.google.com/view/goodday18bnb,4間,NT$4500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
